212	0.079	1	0	task-3:0.07	task-0:0.22	task-1:0.052	task-2:0.096	|	0.0239428	0.0226114	0.0201794	0.0189273	0.018711	0.0186487	0.018607	0.0185312	0.0183897	0.0181739	0.0180783	0.0183627	0.0180768	0.0180764	0.0180765	0.0180769	0.0180776	0.0180792	0.0180812	0.0180853	0.018084	0.0180844	0.0180846	0.0180544	0.0180454	0.0180189	0.0179596	0.0178429	0.017641	0.0173643	0.0173293	0.0172075	0.0171114	0.0170951	0.0170579	0.0169899	0.016869	0.0166338	0.0162726	0.0159488	0.0159126	0.0156914	0.0156245	0.0155335	0.0154859	0.0154553	0.0153553	0.0151559	0.0148001	0.0150549	0.0148188	0.0146543	0.0144784	0.0144711	0.0144456	0.0144451	0.0143549	0.0141752	0.0139005	0.0139427	0.0139019	0.0138148	0.0136481	0.0134727	0.0134401	0.0133653	0.0131977	0.0127433	0.0126247	0.0122197	0.0122671	0.0122158	0.0121097	0.0118955	0.0114709	0.0106533	0.00967805	0.0433368	0.00950939	0.00928168	0.00908651	0.00910173	0.00909774	0.00909837	0.00908468	0.00900443	0.00879338	0.00839628	0.00775996	0.0110448	0.0079859	0.0077327	0.00779631	0.00779646	0.0077683	0.00770326	0.00757203	0.00734302	0.00779086	0.00731678	0.00729611	0.00724217	0.00710226	0.00683046	0.00645435	0.00579424	0.011738	0.0061018	0.00577609	0.0057828	0.00575813	0.00570614	0.00560797	0.00564787	0.00553827	0.00548306	0.00540434	0.00534413	0.00514504	0.00565619	0.00522118	0.00516843	0.00508392	0.0050908	0.00510754	0.00511362	0.00505844	0.00495904	0.00495007	0.0048518	0.00482088	0.0047004	0.00473468	0.00454429	0.00458185	0.00457704	0.00456987	0.00451681	0.00441096	0.00421276	0.00503593	0.00411472	0.00416761	0.00416189	0.00414496	0.00410814	0.00404446	0.00403313	0.00398998	0.00389362	0.00371448	0.00348929	0.00852781	0.00355114	0.00336191	0.00338504	0.00338607	0.00337823	0.0033429	0.0032736	0.00317646	0.00299602	0.00268438	0.00366023	0.00749414	0.00263591	0.00230898	

190	0.082	2	0	task-3:0.094	task-0:0.13	task-1:0.058	task-2:0.064	|	0.0574619	0.0390879	0.01925	0.0184901	0.0182189	0.0181857	0.0181755	0.0181632	0.0181405	0.018107	0.0180904	0.0182234	0.0180909	0.0180914	0.0180915	0.0180916	0.0180922	0.0180966	0.0180952	0.0180937	0.0180934	0.0180927	0.0180793	0.0180736	0.0180606	0.018034	0.0179878	0.0179169	0.017827	0.0177611	0.0177275	0.0176961	0.0176815	0.0176661	0.0176459	0.017634	0.0176223	0.0175979	0.0175498	0.0174664	0.0174206	0.0174043	0.0173107	0.0172234	0.0170881	0.016941	0.0169315	0.0168951	0.0168588	0.0168357	0.0168005	0.0167683	0.0167139	0.0166347	0.0166115	0.0165704	0.0165511	0.0165502	0.0165473	0.0165423	0.0165367	0.0165324	0.016514	0.0164825	0.0164623	0.0164353	0.0164546	0.0164507	0.0162714	0.0162291	0.0161041	0.015826	0.0153098	0.01475	0.0147396	0.0144062	0.0139864	0.0136151	0.0129926	0.0120054	0.0101431	0.00924542	0.0137801	0.00795673	0.00767886	0.0074803	0.00742008	0.00736385	0.00732165	0.00717213	0.00686549	0.00636225	0.0057624	0.00568445	0.00583631	0.00502079	0.00486957	0.00480515	0.00467655	0.0044298	0.00397828	0.00325676	0.0071859	0.00326269	0.00311465	0.0030788	0.0030116	0.00286974	0.00260639	0.00218448	

446	0.197	4	0	task-3:0.088	task-0:0.134	task-1:0.06	task-2:0.068	|	0.0653406	0.0449549	0.0207418	0.0192743	0.0187027	0.0185731	0.0185275	0.0184834	0.0184	0.0182684	0.0181661	0.0182047	0.0181327	0.0181202	0.0181164	0.0181148	0.0181121	0.0181078	0.0181042	0.0180993	0.0180921	0.0180907	0.0180637	0.0180557	0.0180324	0.0179798	0.0178767	0.0177107	0.0175475	0.0174463	0.0174013	0.0173348	0.0172865	0.0172513	0.0171811	0.017052	0.0168862	0.0167519	0.0170474	0.0164054	0.0163624	0.0162743	0.0161311	0.0159643	0.016825	0.0158442	0.015647	0.0155534	0.0153939	0.0153657	0.0152636	0.0151212	0.0151943	0.0148413	0.0148834	0.0148644	0.0148217	0.0147217	0.0144527	0.0145362	0.0142526	0.0142897	0.0142884	0.0142859	0.0141655	0.0141051	0.01402	0.0138621	0.0135917	0.0132013	0.0162612	0.0138018	0.0144568	0.013266	0.013111	0.0129614	0.01291	0.0129092	0.0129116	0.0128909	0.0127902	0.0126206	0.0127201	0.0124356	0.0124958	0.0124867	0.0124696	0.0124007	0.0122729	0.0121055	0.0118012	0.0129276	0.013465	0.0119218	0.0113412	0.0113853	0.0113369	0.0112837	0.0112957	0.0112909	0.0111975	0.0111148	0.0109558	0.0108479	0.0117401	0.0107192	0.0106947	0.010666	0.0106659	0.0106702	0.0105533	0.0105986	0.0105443	0.0104569	0.0105122	0.0105257	0.0105106	0.0104753	0.0104101	0.0103899	0.0103521	0.0102834	0.0101921	0.0102785	0.0101501	0.0101153	0.0101184	0.01013	0.0101591	0.0101062	0.0100361	0.010048	0.0100711	0.0100529	0.0100132	0.00994076	0.00980042	0.0104002	0.00964364	0.0097383	0.00970986	0.0096642	0.00964447	0.00960859	0.00954105	0.00941395	0.00918008	0.00877036	0.0101784	0.0710995	0.00847418	0.00818873	0.00815218	0.00814378	0.00813295	0.00811283	0.00807877	0.00796292	0.00797485	0.00783341	0.0078523	0.00785171	0.00784248	0.00780358	0.00779753	0.00775078	0.00775083	0.00771323	0.00765167	0.00757142	0.00743641	0.00856544	0.00738962	0.00743508	0.00742725	0.00741576	0.00740263	0.00738477	0.00736306	0.00736018	0.00731402	0.00745329	0.00731906	0.00732642	0.00732483	0.00731518	0.00728476	0.007228	0.00724453	0.00832895	0.00714591	0.00713681	0.00712093	0.00711312	0.00707996	0.0070195	0.00691798	0.00757626	0.00900847	0.0068553	0.00680108	0.00678568	0.00678055	0.00677233	0.00675801	0.0067321	0.00665224	0.00734731	0.006672	0.00665158	0.00663329	0.00662458	0.00661137	0.00656078	0.0064811	0.00654082	0.00643312	0.0064043	0.00639915	0.00638943	0.00637092	0.00633611	0.00625959	0.00709118	0.00622999	0.00626024	0.00626086	0.00625991	0.00625281	0.00623767	0.00620845	0.00625638	0.00633644	0.00614453	0.00614051	0.00613355	0.00612121	0.00606439	0.00629319	0.00602909	0.00602798	0.00599749	0.00593397	0.00581636	0.00562943	0.00583967	0.00811551	0.00543859	0.00543121	0.00541564	0.0053649	0.00529119	0.00512385	0.00508208	0.00506929	0.00486101	0.00483732	0.00478627	0.00468118	0.00446954	0.00409162	0.00361132	0.0155433	0.00369564	0.00341696	0.00341391	0.00342466	0.0034213	0.00341234	0.00337324	0.00331447	0.00323627	0.00311814	0.00494392	0.00310029	0.00311806	0.00311552	0.00311107	0.00310132	0.00308128	0.00304472	0.00303946	0.00300297	0.00297798	0.00294881	0.00289251	0.00278387	0.00265613	0.00366446	0.00259342	0.00257352	0.00254771	0.00254349	0.00253211	0.00250274	0.00244407	

253	0.097	1	0	task-3:0.074	task-0:0.216	task-1:0.052	task-2:0.092	|	0.026933	0.0241754	0.0198654	0.0186209	0.0183833	0.0183262	0.0183088	0.0182875	0.018247	0.0181825	0.0181323	0.0181092	0.0182721	0.0181033	0.0181034	0.0181023	0.0181004	0.0180969	0.0180908	0.0180868	0.0180906	0.0180514	0.0180416	0.0180136	0.0179513	0.0178297	0.0176236	0.0173685	0.0172038	0.017208	0.017093	0.017031	0.0170177	0.0169805	0.0169104	0.0167908	0.016605	0.0163139	0.016309	0.0162501	0.0162178	0.016157	0.0160425	0.015905	0.0158624	0.015849	0.015815	0.0157317	0.0155345	0.0151317	0.0143721	0.0159881	0.0145508	0.0142526	0.0142951	0.0142837	0.0142467	0.0141753	0.0140211	0.0137151	0.0131454	0.0129765	0.0149925	0.012682	0.0125018	0.0123335	0.0123175	0.0123058	0.0123378	0.0122712	0.0121199	0.0118094	0.0113991	0.0114848	0.0111941	0.0110185	0.0109336	0.0107891	0.0107985	0.0108243	0.0107687	0.0107122	0.0105632	0.0102715	0.00979533	0.0110284	0.00990494	0.00978342	0.00975009	0.00968534	0.00954763	0.00927103	0.0100509	0.00905049	0.00915798	0.00908917	0.0089996	0.00884878	0.00879828	0.00861938	0.00828943	0.00819968	0.0081478	0.00788924	0.00784106	0.00775108	0.0077652	0.00775649	0.00765396	0.0074584	0.00736878	0.00707816	0.00742357	0.00718841	0.00706985	0.00699599	0.00699291	0.00700488	0.00692086	0.00676278	0.00676737	0.00654087	0.00657038	0.00656641	0.00656319	0.00657479	0.00645398	0.00637252	0.00635887	0.0063199	0.00614326	0.00618391	0.00601225	0.00600011	0.00597586	0.00592771	0.00583344	0.00565341	0.00526175	0.00732399	0.00517035	0.00523516	0.00519385	0.0051361	0.00506569	0.00507361	0.00510017	0.00512267	0.00510434	0.0050655	0.00498505	0.0049502	0.0048698	0.00469363	0.00438029	0.00485872	0.0173147	0.00418051	0.00404389	0.00398469	0.00397845	0.0039674	0.00395116	0.00391938	0.00386059	0.00367788	0.00399622	0.00369586	0.003646	0.00356649	0.00354513	0.00350771	0.00342655	0.00325418	0.00296653	0.00516154	0.00300734	0.00298201	0.00296873	0.00294305	0.0029146	0.00290338	0.00283554	0.0028998	0.00285593	0.00283367	0.00281317	0.00281514	0.00282351	0.00280065	0.00276905	0.00278555	0.00279279	0.00277322	0.00273626	0.00268195	0.00258022	0.00282084	0.00265631	0.00250433	0.00249013	

374	0.189	3	0	task-3:0.104	task-0:0.064	task-1:0.034	task-2:0.08	|	0.0788853	0.0523869	0.0205769	0.0192152	0.0186456	0.0185242	0.0184824	0.0184429	0.0183676	0.0182463	0.0181496	0.0181655	0.0182653	0.0181022	0.0180977	0.0180952	0.0180948	0.0180944	0.0180937	0.0180924	0.0180897	0.0180885	0.0180608	0.0180519	0.0180307	0.0179829	0.0178947	0.0177589	0.0175988	0.0174827	0.0174119	0.0173534	0.0172948	0.0172699	0.0172323	0.0171553	0.0170195	0.0168808	0.0167321	0.0169007	0.0167034	0.0166658	0.0166476	0.0166413	0.0166306	0.0166187	0.0165911	0.0165443	0.0165374	0.0165016	0.0164943	0.0164824	0.0164748	0.0164641	0.0164398	0.0164022	0.0164723	0.0167448	0.0163958	0.0163847	0.0163799	0.0163277	0.0163137	0.0162711	0.0161727	0.0159859	0.0157261	0.0156714	0.0157116	0.0155719	0.0155583	0.0155289	0.015472	0.0153754	0.0152372	0.0164371	0.0150153	0.0150061	0.0149903	0.0149566	0.0148904	0.0148258	0.0147545	0.0147487	0.014733	0.0147006	0.0146381	0.01452	0.0143378	0.0139948	0.0173572	0.015139	0.0139879	0.0138436	0.0136542	0.0136339	0.0136176	0.0136045	0.0135875	0.0135477	0.0135303	0.0134963	0.0134306	0.0133405	0.0136122	0.0133154	0.0132919	0.0132722	0.0132634	0.0132522	0.0132215	0.0131899	0.0131499	0.0130721	0.0129184	0.0126215	0.0120711	0.0178146	0.0132087	0.0145586	0.0122685	0.0126412	0.0117493	0.0116984	0.0116687	0.0116338	0.0115914	0.011547	0.01152	0.0114639	0.0114905	0.0114691	0.0114501	0.0114242	0.0114251	0.0114307	0.0114218	0.0114032	0.0113736	0.0113789	0.0113708	0.0113528	0.0112295	0.0111259	0.01111	0.0107021	0.0102788	0.0096798	0.00919635	0.00889494	0.00888501	0.00884091	0.00874287	0.00853312	0.00812613	0.00738885	0.00680434	0.00749084	0.00634548	0.00612157	0.0060261	0.00587818	0.00559032	0.00507158	0.00419793	0.00298013	0.0150452	0.00318893	0.00433046	0.00292259	0.00289573	0.00285629	0.00281888	0.00280455	0.00277783	0.00272995	0.00263411	0.00247201	

196	0.086	2	0	task-3:0.09	task-0:0.084	task-1:0.084	task-2:0.052	|	0.0948466	0.0633735	0.0206288	0.0190755	0.0185367	0.0184377	0.0184084	0.0183801	0.018325	0.0182326	0.0181239	0.0181075	0.0181288	0.018089	0.0180892	0.0180906	0.0180897	0.0180898	0.0180902	0.0180909	0.0180904	0.0180895	0.0180879	0.018059	0.0180477	0.0180272	0.0179771	0.0178852	0.0177447	0.017583	0.0174871	0.01745	0.0174166	0.0173787	0.0173082	0.0172266	0.017196	0.0171358	0.0170321	0.0168765	0.016939	0.0168234	0.0167362	0.0167117	0.0167056	0.0166963	0.0166909	0.0166767	0.0166478	0.0165954	0.0165246	0.0167081	0.0165035	0.0165119	0.0165046	0.0164906	0.0164805	0.0164577	0.0164209	0.0164196	0.0165387	0.0163921	0.0163879	0.0162362	0.0161903	0.0160437	0.015709	0.015033	0.0138913	0.0132559	0.0122166	0.0118761	0.0115493	0.0110842	0.0107648	0.0103097	0.0102913	0.010071	0.0098298	0.0095848	0.00940914	0.00909324	0.00852139	0.0074427	0.00581182	0.0125408	0.00607413	0.0073487	0.0054038	0.00531695	0.00518527	0.00511268	0.00500672	0.00480742	0.00443856	0.00397044	0.0055558	0.00383403	0.00371322	0.00366342	0.00364876	0.00362038	0.00357668	0.00347689	0.00328258	0.00292389	0.00242177	
