3	0	0	0	task-0:0.034	|	0.309736	0.00563091	0.00291909	0.000751768	

3	0	0	0	task-0:0.034	|	0.594734	0.0170892	0.00385926	0.00135875	

3	0	0	0	task-0:0.034	|	0.161224	0.00773347	0.00338519	0.000936858	

3	0	0	0	task-0:0.034	|	0.417439	0.00690151	0.00349768	0.000933698	

3	0	0	0	task-0:0.034	|	0.100089	0.00956765	0.00338945	0.00100823	

3	0	0	0	task-0:0.034	|	0.548634	0.0208296	0.00373982	0.00142675	

3	0	0	0	task-0:0.034	|	0.200962	0.00644637	0.0031775	0.000842442	

3	0	0	0	task-0:0.034	|	0.419011	0.00807365	0.00382864	0.00105275	

3	0	0	0	task-0:0.034	|	0.441833	0.00906709	0.00359956	0.00101968	

3	0	0	0	task-0:0.034	|	0.164541	0.00861991	0.0036131	0.00102374	

3	0	0	0	task-0:0.034	|	0.115642	0.0102719	0.00381272	0.00114242	

3	0	0	0	task-0:0.034	|	0.250542	0.00594717	0.00296614	0.000769538	

3	0	0	0	task-0:0.034	|	0.123738	0.00767203	0.00306257	0.000847653	

3	0	0	0	task-0:0.034	|	0.0665072	0.0111622	0.003208	0.00103966	

3	0	0	0	task-0:0.034	|	0.108431	0.0085203	0.00316349	0.00090531	

3	0	0	0	task-0:0.034	|	0.246391	0.00701609	0.00340902	0.000917423	

3	0	0	0	task-0:0.034	|	0.0728248	0.0107832	0.00318813	0.00101287	

3	0	0	0	task-0:0.034	|	0.219688	0.0074206	0.0034946	0.000952189	

3	0	0	0	task-0:0.034	|	0.554396	0.0135316	0.00396725	0.00126709	

3	0	0	0	task-0:0.034	|	0.0716023	0.0120146	0.00352828	0.00115579	

3	0	0	0	task-0:0.034	|	0.233649	0.00562963	0.00293751	0.000757342	

3	0.001	0	0	task-0:0.034	|	0.476324	0.00859237	0.00384171	0.00107207	

3	0	0	0	task-0:0.034	|	0.0742299	0.0108117	0.00318291	0.00101084	

3	0	0	0	task-0:0.034	|	0.219674	0.00557513	0.0028568	0.00073345	

3	0.001	0	0	task-0:0.034	|	0.0676707	0.0110616	0.0031451	0.00101577	

3	0	0	0	task-0:0.034	|	0.43288	0.00899772	0.00396647	0.00111789	

3	0	0	0	task-0:0.034	|	0.377762	0.00494301	0.00262811	0.000655269	

3	0	0	0	task-0:0.034	|	0.0563473	0.0117769	0.00315513	0.00105924	

3	0	0	0	task-0:0.034	|	0.45902	0.00824474	0.00374667	0.00103729	

3	0	0	0	task-0:0.034	|	0.341495	0.0056066	0.00298793	0.000769922	

3	0	0	0	task-0:0.034	|	0.0594815	0.0120332	0.00317637	0.00106873	

3	0	0	0	task-0:0.034	|	0.190835	0.00646074	0.003107	0.000824203	

3	0	0	0	task-0:0.034	|	0.220198	0.005076	0.00261464	0.000655092	

3	0	0	0	task-0:0.034	|	0.338851	0.00571679	0.00298057	0.000768917	

3	0	0	0	task-0:0.034	|	0.337263	0.00851545	0.00395154	0.00109972	

3	0	0	0	task-0:0.034	|	0.0833665	0.0102837	0.00322629	0.00099733	

3	0	0	0	task-0:0.034	|	0.492069	0.0120732	0.00399538	0.00122388	

2	0	0	0	task-0:0.034	|	0.263748	0.0045711	0.00244387	

3	0.001	0	0	task-0:0.034	|	0.277017	0.00551281	0.00298016	0.000766276	

3	0	0	0	task-0:0.034	|	0.188392	0.00863649	0.00338637	0.00096024	

3	0	0	0	task-0:0.034	|	0.18243	0.00821795	0.00354425	0.000990964	

3	0	0	0	task-0:0.034	|	0.269577	0.00559834	0.00278035	0.000711381	

3	0.001	0	0	task-0:0.034	|	0.0842767	0.0117934	0.00347092	0.00111746	

3	0	0	0	task-0:0.034	|	0.222766	0.00820659	0.00393616	0.00108486	

3	0	0	0	task-0:0.034	|	0.120769	0.00816627	0.00317264	0.000893364	

3	0	0	0	task-0:0.034	|	0.358429	0.00649493	0.0034117	0.000901061	

3	0	0	0	task-0:0.034	|	0.553644	0.0132481	0.00375557	0.00119586	

3	0	0	0	task-0:0.034	|	0.151514	0.00887097	0.00371073	0.00105981	

3	0.001	0	0	task-0:0.034	|	0.393889	0.00795648	0.00389401	0.00106414	

3	0	0	0	task-0:0.034	|	0.195628	0.00648532	0.00303838	0.000805476	

3	0	0	0	task-0:0.034	|	0.0751851	0.0112716	0.00332827	0.00106924	

3	0	0	0	task-0:0.034	|	0.111755	0.00949531	0.0033011	0.000971872	

3	0	0	0	task-0:0.034	|	0.119787	0.008778	0.00337878	0.000972208	

3	0	0	0	task-0:0.034	|	0.206052	0.00681455	0.00334389	0.000895856	

3	0	0	0	task-0:0.034	|	0.342887	0.00616329	0.00306921	0.000801539	

3	0	0	0	task-0:0.034	|	0.493005	0.00864924	0.00375846	0.00105294	

3	0	0	0	task-0:0.034	|	0.213317	0.00526882	0.00262574	0.000658696	

3	0.001	0	0	task-0:0.034	|	0.1182	0.00846671	0.0032681	0.000933293	

3	0	0	0	task-0:0.034	|	0.336492	0.00830257	0.00400974	0.00110466	

3	0	0	0	task-0:0.034	|	0.522603	0.00957895	0.00360101	0.00104034	

