250	0.234	1	0	task-0:0.025	|	0.269825	0.233896	0.182652	0.117128	0.143594	0.0819765	0.0756889	0.0691581	0.0632716	0.0592664	0.0563798	0.0537229	0.0506591	0.0482756	0.0466326	0.044963	0.0417056	0.03623	0.0287921	0.0596528	0.0835365	0.0320288	0.0361472	0.0230326	0.022156	0.0219429	0.0218691	0.0217634	0.0216308	0.0213693	0.0213071	0.0213299	0.0212684	0.0211586	0.021032	0.0209676	0.0209184	0.0207391	0.0206184	0.0203788	0.0201032	0.0200665	0.019896	0.0197188	0.0196567	0.0196312	0.0196231	0.0195676	0.0194475	0.0192351	0.0188176	0.01801	0.0216053	0.0177653	0.0177406	0.0176813	0.0176156	0.0175199	0.0174725	0.0173762	0.0171886	0.0168136	0.0160889	0.0153325	0.0574862	0.0148678	0.0148416	0.0147898	0.0146879	0.0145313	0.0142012	0.0166155	0.0142367	0.0141721	0.0141217	0.014104	0.0140693	0.014002	0.013842	0.0135371	0.0140067	0.0170916	0.0131691	0.0130994	0.0130522	0.0130515	0.0130551	0.0130692	0.0130539	0.013015	0.012938	0.0129064	0.0128135	0.0127975	0.0127914	0.0127822	0.0127604	0.0126684	0.0126696	0.012569	0.0125719	0.0125729	0.0125798	0.0125837	0.0125891	0.00589725	0.00542293	0.00409109	0.00258658	0.00239352	

288	0.234	1	0	task-0:0.025	|	0.264656	0.234847	0.168577	0.104197	0.141684	0.0933613	0.110512	0.0783282	0.0763656	0.0710248	0.0618703	0.0488287	0.0493784	0.0914759	0.0404404	0.0422552	0.0349848	0.0346034	0.0339664	0.0332427	0.0322276	0.0303533	0.027743	0.0516522	0.0271663	0.0266801	0.026647	0.0265824	0.0265344	0.0264368	0.0262113	0.0257525	0.0250351	0.0280022	0.0246598	0.0245743	0.0244118	0.0240529	0.0235456	0.0226238	0.0237055	0.0245237	0.0215642	0.0213324	0.0212923	0.0212023	0.0210476	0.0207319	0.0208425	0.0205608	0.0204834	0.0203262	0.0200235	0.0194676	0.0193339	0.0240493	0.018628	0.0185524	0.0184469	0.0184217	0.018401	0.0183138	0.0181407	0.0178893	0.0173953	0.0164806	0.0236026	0.022	0.0162036	0.015562	0.0154621	0.0154373	0.0153872	0.0152821	0.0150594	0.014631	0.0142145	0.0316492	0.0139124	0.0138765	0.0138333	0.0138252	0.0138038	0.0137266	0.013584	0.0136098	0.0135811	0.013402	0.0133855	0.0133514	0.0132799	0.0131376	0.0128407	0.014886	0.0128687	0.0128146	0.0127711	0.012763	0.0127477	0.0127207	0.0126571	0.0125202	0.0122534	0.0139731	0.0126608	0.0120359	0.0119835	0.0119777	0.0119687	0.0119531	0.0118891	0.0117724	0.0119978	0.0116865	0.0116864	0.0116815	0.0116681	0.0116091	0.0115434	0.0114178	0.0116826	0.0114123	0.0113017	0.0112872	0.0112564	0.0111985	0.0111537	0.0110381	0.0112613	0.0110468	0.0110205	0.0109824	0.0109919	0.0109734	0.0109337	0.0108588	0.0107188	0.0109206	0.0114878	0.0105492	0.0105258	0.0104869	0.0104935	0.0105023	0.0104752	0.0104318	0.0104301	0.0104178	0.0103612	0.0103201	0.0102056	0.0105627	0.0102348	0.0102207	0.0101934	0.0101744	0.0101658	0.0101497	0.0101191	0.0100498	0.00991716	0.0102999	0.011665	0.00976664	0.00973542	0.00970994	0.00971238	0.00972334	0.0097146	0.00969143	0.0096421	0.00956325	0.00946088	0.0104753	0.00940228	0.00939767	0.00938916	0.00937298	0.00934211	0.00925668	0.00980859	0.00927798	0.00925999	0.00922829	0.00922846	0.00921465	0.00918587	0.00910729	0.0091571	0.00911476	0.00909799	0.00909819	0.00909996	0.00910437	0.00679777	0.00619368	0.00493056	0.00424704	0.00420348	0.00408606	0.00383573	0.00335985	0.00258369	0.00152432	

288	0.234	1	0	task-0:0.025	|	0.264656	0.234847	0.168577	0.104197	0.141684	0.0933613	0.110512	0.0783282	0.0763656	0.0710248	0.0618703	0.0488287	0.0493784	0.0914759	0.0404404	0.0422552	0.0349848	0.0346034	0.0339664	0.0332427	0.0322276	0.0303533	0.027743	0.0516522	0.0271663	0.0266801	0.026647	0.0265824	0.0265344	0.0264368	0.0262113	0.0257525	0.0250351	0.0280022	0.0246598	0.0245743	0.0244118	0.0240529	0.0235456	0.0226238	0.0237055	0.0245237	0.0215642	0.0213324	0.0212923	0.0212023	0.0210476	0.0207319	0.0208425	0.0205608	0.0204834	0.0203262	0.0200235	0.0194676	0.0193339	0.0240493	0.018628	0.0185524	0.0184469	0.0184217	0.018401	0.0183138	0.0181407	0.0178893	0.0173953	0.0164806	0.0236026	0.022	0.0162036	0.015562	0.0154621	0.0154373	0.0153872	0.0152821	0.0150594	0.014631	0.0142145	0.0316492	0.0139124	0.0138765	0.0138333	0.0138252	0.0138038	0.0137266	0.013584	0.0136098	0.0135811	0.013402	0.0133855	0.0133514	0.0132799	0.0131376	0.0128407	0.014886	0.0128687	0.0128146	0.0127711	0.012763	0.0127477	0.0127207	0.0126571	0.0125202	0.0122534	0.0139731	0.0126608	0.0120359	0.0119835	0.0119777	0.0119687	0.0119531	0.0118891	0.0117724	0.0119978	0.0116865	0.0116864	0.0116815	0.0116681	0.0116091	0.0115434	0.0114178	0.0116826	0.0114123	0.0113017	0.0112872	0.0112564	0.0111985	0.0111537	0.0110381	0.0112613	0.0110468	0.0110205	0.0109824	0.0109919	0.0109734	0.0109337	0.0108588	0.0107188	0.0109206	0.0114878	0.0105492	0.0105258	0.0104869	0.0104935	0.0105023	0.0104752	0.0104318	0.0104301	0.0104178	0.0103612	0.0103201	0.0102056	0.0105627	0.0102348	0.0102207	0.0101934	0.0101744	0.0101658	0.0101497	0.0101191	0.0100498	0.00991716	0.0102999	0.011665	0.00976664	0.00973542	0.00970994	0.00971238	0.00972334	0.0097146	0.00969143	0.0096421	0.00956325	0.00946088	0.0104753	0.00940228	0.00939767	0.00938916	0.00937298	0.00934211	0.00925668	0.00980859	0.00927798	0.00925999	0.00922829	0.00922846	0.00921465	0.00918587	0.00910729	0.0091571	0.00911476	0.00909799	0.00909819	0.00909996	0.00910437	0.00679777	0.00619368	0.00493056	0.00424704	0.00420348	0.00408606	0.00383573	0.00335985	0.00258369	0.00152432	

288	0.234	1	0	task-0:0.025	|	0.264656	0.234847	0.168577	0.104197	0.141684	0.0933613	0.110512	0.0783282	0.0763656	0.0710248	0.0618703	0.0488287	0.0493784	0.0914759	0.0404404	0.0422552	0.0349848	0.0346034	0.0339664	0.0332427	0.0322276	0.0303533	0.027743	0.0516522	0.0271663	0.0266801	0.026647	0.0265824	0.0265344	0.0264368	0.0262113	0.0257525	0.0250351	0.0280022	0.0246598	0.0245743	0.0244118	0.0240529	0.0235456	0.0226238	0.0237055	0.0245237	0.0215642	0.0213324	0.0212923	0.0212023	0.0210476	0.0207319	0.0208425	0.0205608	0.0204834	0.0203262	0.0200235	0.0194676	0.0193339	0.0240493	0.018628	0.0185524	0.0184469	0.0184217	0.018401	0.0183138	0.0181407	0.0178893	0.0173953	0.0164806	0.0236026	0.022	0.0162036	0.015562	0.0154621	0.0154373	0.0153872	0.0152821	0.0150594	0.014631	0.0142145	0.0316492	0.0139124	0.0138765	0.0138333	0.0138252	0.0138038	0.0137266	0.013584	0.0136098	0.0135811	0.013402	0.0133855	0.0133514	0.0132799	0.0131376	0.0128407	0.014886	0.0128687	0.0128146	0.0127711	0.012763	0.0127477	0.0127207	0.0126571	0.0125202	0.0122534	0.0139731	0.0126608	0.0120359	0.0119835	0.0119777	0.0119687	0.0119531	0.0118891	0.0117724	0.0119978	0.0116865	0.0116864	0.0116815	0.0116681	0.0116091	0.0115434	0.0114178	0.0116826	0.0114123	0.0113017	0.0112872	0.0112564	0.0111985	0.0111537	0.0110381	0.0112613	0.0110468	0.0110205	0.0109824	0.0109919	0.0109734	0.0109337	0.0108588	0.0107188	0.0109206	0.0114878	0.0105492	0.0105258	0.0104869	0.0104935	0.0105023	0.0104752	0.0104318	0.0104301	0.0104178	0.0103612	0.0103201	0.0102056	0.0105627	0.0102348	0.0102207	0.0101934	0.0101744	0.0101658	0.0101497	0.0101191	0.0100498	0.00991716	0.0102999	0.011665	0.00976664	0.00973542	0.00970994	0.00971238	0.00972334	0.0097146	0.00969143	0.0096421	0.00956325	0.00946088	0.0104753	0.00940228	0.00939767	0.00938916	0.00937298	0.00934211	0.00925668	0.00980859	0.00927798	0.00925999	0.00922829	0.00922846	0.00921465	0.00918587	0.00910729	0.0091571	0.00911476	0.00909799	0.00909819	0.00909996	0.00910437	0.00679777	0.00619368	0.00493056	0.00424704	0.00420348	0.00408606	0.00383573	0.00335985	0.00258369	0.00152432	

274	0.187	1	0	task-0:0.02	|	0.262987	0.22694	0.180584	0.108294	0.121217	0.0928582	0.0612104	0.0588245	0.0575326	0.0558412	0.0546727	0.0532826	0.0509656	0.0486208	0.0464344	0.0448357	0.0433684	0.0407695	0.0393191	0.0392964	0.0370904	0.0366747	0.0359242	0.0348065	0.0341517	0.0334745	0.0329581	0.032066	0.0304787	0.0293782	0.035322	0.0281528	0.0277064	0.0276327	0.0274873	0.0272409	0.026754	0.0263974	0.0259842	0.0259412	0.025855	0.0257572	0.0255748	0.0251806	0.0244394	0.0231307	0.0215915	0.0407367	0.0215349	0.0210956	0.0207987	0.0207507	0.0206421	0.020412	0.0199474	0.0205689	0.0197707	0.0197445	0.0196674	0.0194967	0.0191445	0.0184612	0.0172692	0.0323153	0.0203901	0.0167452	0.0163121	0.0163052	0.0162893	0.0162735	0.0161715	0.0160938	0.0159398	0.01564	0.0150749	0.0140322	0.0333993	0.0142478	0.0140852	0.0139841	0.0139713	0.0139386	0.0138679	0.0137408	0.0135071	0.0130594	0.0179945	0.0141322	0.0127885	0.0126565	0.0126597	0.0126627	0.0126755	0.0126589	0.0126233	0.0125694	0.0124563	0.0122321	0.0117989	0.0109944	0.00959605	0.0216843	0.0758	0.0321039	0.0563101	0.0204139	0.0104947	0.0213804	0.00787684	0.0076332	0.00759278	0.00758094	0.00757584	0.00756688	0.00755209	0.00749347	0.00763717	0.00751146	0.0075012	0.00748257	0.00746576	0.00743316	0.00736977	0.00755606	0.00749546	0.00730295	0.00729446	0.00727828	0.0072559	0.0072575	0.00720352	0.00722282	0.0072174	0.00720688	0.00718627	0.00714583	0.00706683	0.00691506	0.00661475	0.0206669	0.00675013	0.00662309	0.00660307	0.00659958	0.00659115	0.00657295	0.00653584	0.00646896	0.00634118	0.00609547	0.00564147	0.0118817	0.0310606	0.0194169	0.0333856	0.00823137	0.0052045	0.00495199	0.00496363	0.00496589	0.00496482	0.00495494	0.00493585	0.00491392	0.00487073	0.00478577	0.00492797	0.00821876	0.00467638	0.00463792	0.00463663	0.00463456	0.00463134	0.0046084	0.00463419	0.00459266	0.00459935	0.00460645	0.0046047	0.00460053	0.00459261	0.00446698	0.00396058	0.00292513	0.00165772	

274	0.218	1	0	task-0:0.02	|	0.262987	0.22694	0.180584	0.108294	0.121217	0.0928582	0.0612104	0.0588245	0.0575326	0.0558412	0.0546727	0.0532826	0.0509656	0.0486208	0.0464344	0.0448357	0.0433684	0.0407695	0.0393191	0.0392964	0.0370904	0.0366747	0.0359242	0.0348065	0.0341517	0.0334745	0.0329581	0.032066	0.0304787	0.0293782	0.035322	0.0281528	0.0277064	0.0276327	0.0274873	0.0272409	0.026754	0.0263974	0.0259842	0.0259412	0.025855	0.0257572	0.0255748	0.0251806	0.0244394	0.0231307	0.0215915	0.0407367	0.0215349	0.0210956	0.0207987	0.0207507	0.0206421	0.020412	0.0199474	0.0205689	0.0197707	0.0197445	0.0196674	0.0194967	0.0191445	0.0184612	0.0172692	0.0323153	0.0203901	0.0167452	0.0163121	0.0163052	0.0162893	0.0162735	0.0161715	0.0160938	0.0159398	0.01564	0.0150749	0.0140322	0.0333993	0.0142478	0.0140852	0.0139841	0.0139713	0.0139386	0.0138679	0.0137408	0.0135071	0.0130594	0.0179945	0.0141322	0.0127885	0.0126565	0.0126597	0.0126627	0.0126755	0.0126589	0.0126233	0.0125694	0.0124563	0.0122321	0.0117989	0.0109944	0.00959605	0.0216843	0.0758	0.0321039	0.0563101	0.0204139	0.0104947	0.0213804	0.00787684	0.0076332	0.00759278	0.00758094	0.00757584	0.00756688	0.00755209	0.00749347	0.00763717	0.00751146	0.0075012	0.00748257	0.00746576	0.00743316	0.00736977	0.00755606	0.00749546	0.00730295	0.00729446	0.00727828	0.0072559	0.0072575	0.00720352	0.00722282	0.0072174	0.00720688	0.00718627	0.00714583	0.00706683	0.00691506	0.00661475	0.0206669	0.00675013	0.00662309	0.00660307	0.00659958	0.00659115	0.00657295	0.00653584	0.00646896	0.00634118	0.00609547	0.00564147	0.0118817	0.0310606	0.0194169	0.0333856	0.00823137	0.0052045	0.00495199	0.00496363	0.00496589	0.00496482	0.00495494	0.00493585	0.00491392	0.00487073	0.00478577	0.00492797	0.00821876	0.00467638	0.00463792	0.00463663	0.00463456	0.00463134	0.0046084	0.00463419	0.00459266	0.00459935	0.00460645	0.0046047	0.00460053	0.00459261	0.00446698	0.00396058	0.00292513	0.00165772	

