250	0.234	1	0	task-0:0.025	|	0.269825	0.233896	0.182652	0.117128	0.143594	0.0819765	0.0756889	0.0691581	0.0632716	0.0592664	0.0563798	0.0537229	0.0506591	0.0482756	0.0466326	0.044963	0.0417056	0.03623	0.0287921	0.0596528	0.0835365	0.0320288	0.0361472	0.0230326	0.022156	0.0219429	0.0218691	0.0217634	0.0216308	0.0213693	0.0213071	0.0213299	0.0212684	0.0211586	0.021032	0.0209676	0.0209184	0.0207391	0.0206184	0.0203788	0.0201032	0.0200665	0.019896	0.0197188	0.0196567	0.0196312	0.0196231	0.0195676	0.0194475	0.0192351	0.0188176	0.01801	0.0216053	0.0177653	0.0177406	0.0176813	0.0176156	0.0175199	0.0174725	0.0173762	0.0171886	0.0168136	0.0160889	0.0153325	0.0574862	0.0148678	0.0148416	0.0147898	0.0146879	0.0145313	0.0142012	0.0166155	0.0142367	0.0141721	0.0141217	0.014104	0.0140693	0.014002	0.013842	0.0135371	0.0140067	0.0170916	0.0131691	0.0130994	0.0130522	0.0130515	0.0130551	0.0130692	0.0130539	0.013015	0.012938	0.0129064	0.0128135	0.0127975	0.0127914	0.0127822	0.0127604	0.0126684	0.0126696	0.012569	0.0125719	0.0125729	0.0125798	0.0125837	0.0125891	0.00589725	0.00542293	0.00409109	0.00258658	0.00239352	

336	0.265	1	0	task-0:0.025	|	0.261672	0.229833	0.174281	0.0994708	0.126252	0.0801004	0.0599545	0.0570519	0.0552945	0.0538233	0.0523474	0.0504536	0.0486854	0.0463286	0.0435606	0.0394168	0.0341653	0.0586272	0.0338206	0.0332032	0.032641	0.032566	0.0323096	0.0318104	0.0310111	0.029486	0.0268249	0.0234574	0.0633889	0.0240586	0.0249364	0.0226102	0.0224991	0.0223361	0.0222536	0.0221273	0.0219206	0.0215707	0.0216754	0.0215018	0.0213682	0.0212198	0.021143	0.021055	0.020825	0.0206879	0.0204395	0.0200672	0.0204177	0.0199577	0.0198411	0.019716	0.0196334	0.019487	0.0191953	0.0186345	0.0176071	0.0239798	0.0186151	0.017367	0.0169215	0.0168168	0.0167563	0.0167472	0.0167359	0.0167063	0.0166232	0.0164545	0.0161706	0.0169388	0.0161269	0.0160584	0.0159775	0.0159543	0.0159066	0.0157977	0.0155703	0.0151032	0.014256	0.015578	0.0637677	0.0131156	0.0129982	0.0129699	0.0129603	0.0129464	0.0129103	0.0128013	0.0127459	0.012728	0.0126398	0.0126337	0.0126248	0.0126035	0.0125303	0.012393	0.0122782	0.0132143	0.0121607	0.012149	0.0121263	0.0120821	0.0119968	0.0117976	0.0132101	0.0118331	0.0118025	0.0117626	0.0117472	0.0117274	0.0116892	0.0116158	0.0114785	0.0112163	0.0172901	0.0112582	0.0111344	0.0111409	0.0111557	0.0111466	0.0111205	0.0110656	0.0110024	0.010882	0.0112155	0.0112644	0.0107442	0.0107109	0.0106934	0.0106761	0.0106437	0.0105696	0.0104131	0.0101113	0.0119208	0.0157795	0.00991846	0.00975967	0.00972201	0.00970693	0.00970085	0.00968982	0.00966706	0.00958044	0.00966698	0.00959544	0.00957267	0.00955825	0.00953089	0.00955689	0.00950795	0.00949514	0.00948462	0.0094645	0.00942542	0.00934917	0.00920169	0.00889964	0.018965	0.00896713	0.0088725	0.00888489	0.00889087	0.00888532	0.00886983	0.00881698	0.0088137	0.00876045	0.00875416	0.00875136	0.00874539	0.00873427	0.00868729	0.00866211	0.0086076	0.0086267	0.00859915	0.00859023	0.00858326	0.00857022	0.00854218	0.00848964	0.00856248	0.00845777	0.00842379	0.00841793	0.00841511	0.00841062	0.00839927	0.00837185	0.00828601	0.00851055	0.00830447	0.00829004	0.00826479	0.00826659	0.00824947	0.00821373	0.00814199	0.00800886	0.00775522	0.00727654	0.00642098	0.00503929	0.0189624	0.2311	0.00962545	0.0301031	0.0178671	0.0255632	0.00540448	0.00348165	0.00329745	0.00330257	0.00330444	0.00330421	0.00329055	0.00327758	0.00327266	0.00324423	0.00329494	0.0032554	0.00325092	0.00324262	0.00324923	0.00275193	0.00262137	0.00220365	

336	0.265	1	0	task-0:0.025	|	0.261672	0.229833	0.174281	0.0994708	0.126252	0.0801004	0.0599545	0.0570519	0.0552945	0.0538233	0.0523474	0.0504536	0.0486854	0.0463286	0.0435606	0.0394168	0.0341653	0.0586272	0.0338206	0.0332032	0.032641	0.032566	0.0323096	0.0318104	0.0310111	0.029486	0.0268249	0.0234574	0.0633889	0.0240586	0.0249364	0.0226102	0.0224991	0.0223361	0.0222536	0.0221273	0.0219206	0.0215707	0.0216754	0.0215018	0.0213682	0.0212198	0.021143	0.021055	0.020825	0.0206879	0.0204395	0.0200672	0.0204177	0.0199577	0.0198411	0.019716	0.0196334	0.019487	0.0191953	0.0186345	0.0176071	0.0239798	0.0186151	0.017367	0.0169215	0.0168168	0.0167563	0.0167472	0.0167359	0.0167063	0.0166232	0.0164545	0.0161706	0.0169388	0.0161269	0.0160584	0.0159775	0.0159543	0.0159066	0.0157977	0.0155703	0.0151032	0.014256	0.015578	0.0637677	0.0131156	0.0129982	0.0129699	0.0129603	0.0129464	0.0129103	0.0128013	0.0127459	0.012728	0.0126398	0.0126337	0.0126248	0.0126035	0.0125303	0.012393	0.0122782	0.0132143	0.0121607	0.012149	0.0121263	0.0120821	0.0119968	0.0117976	0.0132101	0.0118331	0.0118025	0.0117626	0.0117472	0.0117274	0.0116892	0.0116158	0.0114785	0.0112163	0.0172901	0.0112582	0.0111344	0.0111409	0.0111557	0.0111466	0.0111205	0.0110656	0.0110024	0.010882	0.0112155	0.0112644	0.0107442	0.0107109	0.0106934	0.0106761	0.0106437	0.0105696	0.0104131	0.0101113	0.0119208	0.0157795	0.00991846	0.00975967	0.00972201	0.00970693	0.00970085	0.00968982	0.00966706	0.00958044	0.00966698	0.00959544	0.00957267	0.00955825	0.00953089	0.00955689	0.00950795	0.00949514	0.00948462	0.0094645	0.00942542	0.00934917	0.00920169	0.00889964	0.018965	0.00896713	0.0088725	0.00888489	0.00889087	0.00888532	0.00886983	0.00881698	0.0088137	0.00876045	0.00875416	0.00875136	0.00874539	0.00873427	0.00868729	0.00866211	0.0086076	0.0086267	0.00859915	0.00859023	0.00858326	0.00857022	0.00854218	0.00848964	0.00856248	0.00845777	0.00842379	0.00841793	0.00841511	0.00841062	0.00839927	0.00837185	0.00828601	0.00851055	0.00830447	0.00829004	0.00826479	0.00826659	0.00824947	0.00821373	0.00814199	0.00800886	0.00775522	0.00727654	0.00642098	0.00503929	0.0189624	0.2311	0.00962545	0.0301031	0.0178671	0.0255632	0.00540448	0.00348165	0.00329745	0.00330257	0.00330444	0.00330421	0.00329055	0.00327758	0.00327266	0.00324423	0.00329494	0.0032554	0.00325092	0.00324262	0.00324923	0.00275193	0.00262137	0.00220365	

336	0.234	1	0	task-0:0.025	|	0.261672	0.229833	0.174281	0.0994708	0.126252	0.0801004	0.0599545	0.0570519	0.0552945	0.0538233	0.0523474	0.0504536	0.0486854	0.0463286	0.0435606	0.0394168	0.0341653	0.0586272	0.0338206	0.0332032	0.032641	0.032566	0.0323096	0.0318104	0.0310111	0.029486	0.0268249	0.0234574	0.0633889	0.0240586	0.0249364	0.0226102	0.0224991	0.0223361	0.0222536	0.0221273	0.0219206	0.0215707	0.0216754	0.0215018	0.0213682	0.0212198	0.021143	0.021055	0.020825	0.0206879	0.0204395	0.0200672	0.0204177	0.0199577	0.0198411	0.019716	0.0196334	0.019487	0.0191953	0.0186345	0.0176071	0.0239798	0.0186151	0.017367	0.0169215	0.0168168	0.0167563	0.0167472	0.0167359	0.0167063	0.0166232	0.0164545	0.0161706	0.0169388	0.0161269	0.0160584	0.0159775	0.0159543	0.0159066	0.0157977	0.0155703	0.0151032	0.014256	0.015578	0.0637677	0.0131156	0.0129982	0.0129699	0.0129603	0.0129464	0.0129103	0.0128013	0.0127459	0.012728	0.0126398	0.0126337	0.0126248	0.0126035	0.0125303	0.012393	0.0122782	0.0132143	0.0121607	0.012149	0.0121263	0.0120821	0.0119968	0.0117976	0.0132101	0.0118331	0.0118025	0.0117626	0.0117472	0.0117274	0.0116892	0.0116158	0.0114785	0.0112163	0.0172901	0.0112582	0.0111344	0.0111409	0.0111557	0.0111466	0.0111205	0.0110656	0.0110024	0.010882	0.0112155	0.0112644	0.0107442	0.0107109	0.0106934	0.0106761	0.0106437	0.0105696	0.0104131	0.0101113	0.0119208	0.0157795	0.00991846	0.00975967	0.00972201	0.00970693	0.00970085	0.00968982	0.00966706	0.00958044	0.00966698	0.00959544	0.00957267	0.00955825	0.00953089	0.00955689	0.00950795	0.00949514	0.00948462	0.0094645	0.00942542	0.00934917	0.00920169	0.00889964	0.018965	0.00896713	0.0088725	0.00888489	0.00889087	0.00888532	0.00886983	0.00881698	0.0088137	0.00876045	0.00875416	0.00875136	0.00874539	0.00873427	0.00868729	0.00866211	0.0086076	0.0086267	0.00859915	0.00859023	0.00858326	0.00857022	0.00854218	0.00848964	0.00856248	0.00845777	0.00842379	0.00841793	0.00841511	0.00841062	0.00839927	0.00837185	0.00828601	0.00851055	0.00830447	0.00829004	0.00826479	0.00826659	0.00824947	0.00821373	0.00814199	0.00800886	0.00775522	0.00727654	0.00642098	0.00503929	0.0189624	0.2311	0.00962545	0.0301031	0.0178671	0.0255632	0.00540448	0.00348165	0.00329745	0.00330257	0.00330444	0.00330421	0.00329055	0.00327758	0.00327266	0.00324423	0.00329494	0.0032554	0.00325092	0.00324262	0.00324923	0.00275193	0.00262137	0.00220365	

336	0.281	1	0	task-0:0.025	|	0.261672	0.229833	0.174281	0.0994708	0.126252	0.0801004	0.0599545	0.0570519	0.0552945	0.0538233	0.0523474	0.0504536	0.0486854	0.0463286	0.0435606	0.0394168	0.0341653	0.0586272	0.0338206	0.0332032	0.032641	0.032566	0.0323096	0.0318104	0.0310111	0.029486	0.0268249	0.0234574	0.0633889	0.0240586	0.0249364	0.0226102	0.0224991	0.0223361	0.0222536	0.0221273	0.0219206	0.0215707	0.0216754	0.0215018	0.0213682	0.0212198	0.021143	0.021055	0.020825	0.0206879	0.0204395	0.0200672	0.0204177	0.0199577	0.0198411	0.019716	0.0196334	0.019487	0.0191953	0.0186345	0.0176071	0.0239798	0.0186151	0.017367	0.0169215	0.0168168	0.0167563	0.0167472	0.0167359	0.0167063	0.0166232	0.0164545	0.0161706	0.0169388	0.0161269	0.0160584	0.0159775	0.0159543	0.0159066	0.0157977	0.0155703	0.0151032	0.014256	0.015578	0.0637677	0.0131156	0.0129982	0.0129699	0.0129603	0.0129464	0.0129103	0.0128013	0.0127459	0.012728	0.0126398	0.0126337	0.0126248	0.0126035	0.0125303	0.012393	0.0122782	0.0132143	0.0121607	0.012149	0.0121263	0.0120821	0.0119968	0.0117976	0.0132101	0.0118331	0.0118025	0.0117626	0.0117472	0.0117274	0.0116892	0.0116158	0.0114785	0.0112163	0.0172901	0.0112582	0.0111344	0.0111409	0.0111557	0.0111466	0.0111205	0.0110656	0.0110024	0.010882	0.0112155	0.0112644	0.0107442	0.0107109	0.0106934	0.0106761	0.0106437	0.0105696	0.0104131	0.0101113	0.0119208	0.0157795	0.00991846	0.00975967	0.00972201	0.00970693	0.00970085	0.00968982	0.00966706	0.00958044	0.00966698	0.00959544	0.00957267	0.00955825	0.00953089	0.00955689	0.00950795	0.00949514	0.00948462	0.0094645	0.00942542	0.00934917	0.00920169	0.00889964	0.018965	0.00896713	0.0088725	0.00888489	0.00889087	0.00888532	0.00886983	0.00881698	0.0088137	0.00876045	0.00875416	0.00875136	0.00874539	0.00873427	0.00868729	0.00866211	0.0086076	0.0086267	0.00859915	0.00859023	0.00858326	0.00857022	0.00854218	0.00848964	0.00856248	0.00845777	0.00842379	0.00841793	0.00841511	0.00841062	0.00839927	0.00837185	0.00828601	0.00851055	0.00830447	0.00829004	0.00826479	0.00826659	0.00824947	0.00821373	0.00814199	0.00800886	0.00775522	0.00727654	0.00642098	0.00503929	0.0189624	0.2311	0.00962545	0.0301031	0.0178671	0.0255632	0.00540448	0.00348165	0.00329745	0.00330257	0.00330444	0.00330421	0.00329055	0.00327758	0.00327266	0.00324423	0.00329494	0.0032554	0.00325092	0.00324262	0.00324923	0.00275193	0.00262137	0.00220365	

288	0.187	1	0	task-0:0.025	|	0.264656	0.234847	0.168577	0.104197	0.141684	0.0933613	0.110512	0.0783282	0.0763656	0.0710248	0.0618703	0.0488287	0.0493784	0.0914759	0.0404404	0.0422552	0.0349848	0.0346034	0.0339664	0.0332427	0.0322276	0.0303533	0.027743	0.0516522	0.0271663	0.0266801	0.026647	0.0265824	0.0265344	0.0264368	0.0262113	0.0257525	0.0250351	0.0280022	0.0246598	0.0245743	0.0244118	0.0240529	0.0235456	0.0226238	0.0237055	0.0245237	0.0215642	0.0213324	0.0212923	0.0212023	0.0210476	0.0207319	0.0208425	0.0205608	0.0204834	0.0203262	0.0200235	0.0194676	0.0193339	0.0240493	0.018628	0.0185524	0.0184469	0.0184217	0.018401	0.0183138	0.0181407	0.0178893	0.0173953	0.0164806	0.0236026	0.022	0.0162036	0.015562	0.0154621	0.0154373	0.0153872	0.0152821	0.0150594	0.014631	0.0142145	0.0316492	0.0139124	0.0138765	0.0138333	0.0138252	0.0138038	0.0137266	0.013584	0.0136098	0.0135811	0.013402	0.0133855	0.0133514	0.0132799	0.0131376	0.0128407	0.014886	0.0128687	0.0128146	0.0127711	0.012763	0.0127477	0.0127207	0.0126571	0.0125202	0.0122534	0.0139731	0.0126608	0.0120359	0.0119835	0.0119777	0.0119687	0.0119531	0.0118891	0.0117724	0.0119978	0.0116865	0.0116864	0.0116815	0.0116681	0.0116091	0.0115434	0.0114178	0.0116826	0.0114123	0.0113017	0.0112872	0.0112564	0.0111985	0.0111537	0.0110381	0.0112613	0.0110468	0.0110205	0.0109824	0.0109919	0.0109734	0.0109337	0.0108588	0.0107188	0.0109206	0.0114878	0.0105492	0.0105258	0.0104869	0.0104935	0.0105023	0.0104752	0.0104318	0.0104301	0.0104178	0.0103612	0.0103201	0.0102056	0.0105627	0.0102348	0.0102207	0.0101934	0.0101744	0.0101658	0.0101497	0.0101191	0.0100498	0.00991716	0.0102999	0.011665	0.00976664	0.00973542	0.00970994	0.00971238	0.00972334	0.0097146	0.00969143	0.0096421	0.00956325	0.00946088	0.0104753	0.00940228	0.00939767	0.00938916	0.00937298	0.00934211	0.00925668	0.00980859	0.00927798	0.00925999	0.00922829	0.00922846	0.00921465	0.00918587	0.00910729	0.0091571	0.00911476	0.00909799	0.00909819	0.00909996	0.00910437	0.00679777	0.00619368	0.00493056	0.00424704	0.00420348	0.00408606	0.00383573	0.00335985	0.00258369	0.00152432	
