233	0.202	1	0	task-0:0.005	|	0.277073	0.238994	0.212353	0.169073	0.155605	0.149392	0.133998	0.129757	0.123562	0.112266	0.0985637	0.0842751	0.100018	0.0787749	0.0748333	0.0734147	0.0717246	0.0691776	0.0645001	0.0663981	0.0606231	0.0595344	0.0575164	0.0554068	0.0550873	0.0537119	0.0527811	0.05221	0.0516211	0.0504876	0.0497947	0.0483071	0.0454895	0.0413779	0.0733375	0.0409947	0.0403395	0.040122	0.0399598	0.0395233	0.0392014	0.0388984	0.0385587	0.0377793	0.0362842	0.0379275	0.0401882	0.0344839	0.0343504	0.0340429	0.0335581	0.0326001	0.0308289	0.0278548	0.0693627	0.0354565	0.0273435	0.0261256	0.0260341	0.0259566	0.0258878	0.0258213	0.0256745	0.0254787	0.0250982	0.0255233	0.0255014	0.0246074	0.024568	0.0244722	0.0242622	0.02384	0.023052	0.0273215	0.028877	0.0221904	0.0221582	0.0220884	0.021977	0.0217689	0.0213633	0.0205971	0.0241008	0.0373653	0.0196144	0.0195618	0.0195556	0.0195405	0.0195089	0.0194483	0.0193297	0.0191351	0.0198324	0.0190994	0.0190845	0.0190623	0.0190562	0.0190448	0.0190239	0.0189874	0.0189221	0.0187866	0.0185171	0.0180006	0.0170466	0.0410197	0.0224282	0.0165439	0.0164242	0.0164107	0.0163838	0.0163378	0.0162451	0.0160614	0.0157031	0.0150238	0.0163973	0.0789989	0.0150882	0.0163356	0.0138978	0.0138866	0.0138715	0.013852	0.0138258	0.0137733	0.0136691	0.0136455	0.0153996	0.0134915	0.0134837	0.0134689	0.0134416	0.0133924	0.0134464	0.013362	0.013345	0.0133435	0.0133378	0.0133263	0.0133049	0.0132726	0.0094487	0.00683045	0.00455034	0.00448636	0.00431779	0.00398359	0.00345941	0.00286009	0.00222649	

536	0.624	3	0	task-0:0.025	|	0.279068	0.245036	0.215475	0.174054	0.157335	0.147186	0.136623	0.122704	0.116536	0.100861	0.0931479	0.0921058	0.0810614	0.0789347	0.0739868	0.0647392	0.0517719	0.0891841	0.0897683	0.0470665	0.0426535	0.0419699	0.0419351	0.0417853	0.0416078	0.0413833	0.0407749	0.0396721	0.0409369	0.0394526	0.0391591	0.0389043	0.0387785	0.0386694	0.0384614	0.0379669	0.0372313	0.0358061	0.0343042	0.0531411	0.0333786	0.0332769	0.033063	0.0326315	0.031877	0.0331819	0.0317538	0.0316074	0.0314675	0.0314184	0.0313399	0.0312337	0.0309708	0.0304932	0.0308965	0.030152	0.0300574	0.0299667	0.0297313	0.0293163	0.0296925	0.0290625	0.0289826	0.0288083	0.0284834	0.0284416	0.028224	0.0281545	0.0280003	0.027681	0.0270511	0.0258701	0.0238229	0.0529669	0.0442761	0.0225133	0.0221156	0.0220777	0.0220063	0.0219463	0.0218833	0.0218534	0.0218179	0.0217808	0.0217194	0.0216865	0.0216465	0.0215998	0.0215296	0.0214936	0.0214188	0.0212679	0.0209707	0.0204699	0.0271638	0.0204033	0.0203734	0.0203425	0.0203209	0.0203028	0.0202877	0.0202443	0.0201581	0.0200555	0.0200335	0.0199679	0.0199168	0.0199038	0.0198917	0.0198699	0.0198411	0.0197983	0.0197516	0.0196996	0.0196499	0.0195903	0.0194699	0.0192345	0.020401	0.0191724	0.0190876	0.0190824	0.0190604	0.0190223	0.0189833	0.0189064	0.0187595	0.0184664	0.0179007	0.0168611	0.0248574	0.0845016	0.0165848	0.0161918	0.0153927	0.0153821	0.0153599	0.0153151	0.0152268	0.015058	0.0158688	0.0154014	0.0148992	0.0148912	0.0148744	0.0148399	0.0147704	0.014632	0.0143604	0.0138388	0.0128753	0.0112075	0.101449	0.0241512	0.0217349	0.0106082	0.0105451	0.0105442	0.0105414	0.010541	0.0105375	0.0105308	0.0105196	0.0105083	0.0104868	0.0104493	0.0104352	0.0106137	0.00975318	0.00970861	0.00968073	0.00964335	0.00956858	0.00943655	0.00924863	0.00909022	0.00916597	0.00903205	0.00901012	0.00897867	0.00893375	0.00886797	0.00884642	0.00925435	0.00881812	0.00881809	0.00881746	0.00881243	0.00880211	0.00878359	0.00882292	0.00877095	0.00876797	0.00876207	0.00875156	0.00873383	0.00872414	0.00866502	0.00818275	0.00810774	0.00810088	0.00808573	0.0080576	0.00800404	0.00791108	0.00777477	0.00767341	0.00804903	0.00761774	0.00760906	0.00759235	0.00756305	0.00754259	0.00758617	0.00751382	0.00750703	0.00749373	0.00746949	0.00742901	0.00738023	0.0076692	0.00745345	0.00734087	0.00733879	0.00733445	0.0073285	0.00732336	0.00731642	0.00730204	0.00727317	0.00721691	0.00711503	0.0103134	0.00710752	0.00710618	0.00710377	0.00709983	0.00709354	0.00708298	0.00707828	0.00707066	0.00706753	0.00706191	0.00705442	0.00704663	0.00703129	0.00711938	0.00619786	0.00595824	0.00593409	0.00588394	0.00579605	0.0056968	0.00553449	0.00527216	0.00509084	0.00486849	0.00467098	0.00429972	0.00365434	0.00273861	0.0108473	0.00276368	0.00261276	0.00259093	0.00257402	0.00251941	0.00242021	

206	0.203	1	0	task-0:0	|	0.263568	0.242222	0.188031	0.10914	0.0742489	0.199116	0.0854507	0.440414	0.0626384	0.0644784	0.0601584	0.0584671	0.0577564	0.0560923	0.0528594	0.0474917	0.0549727	0.084241	0.0416405	0.0411556	0.0409413	0.0407886	0.0405947	0.0402675	0.0394617	0.0380054	0.0411398	0.0372517	0.0369426	0.036925	0.0366521	0.0363464	0.0361807	0.0361144	0.0358421	0.0353721	0.0352266	0.0348883	0.0347457	0.034605	0.0343515	0.0338836	0.0329994	0.0345497	0.0326981	0.0321678	0.0321063	0.0318999	0.0314179	0.0305168	0.0322659	0.0312343	0.0296094	0.0295385	0.029356	0.0290042	0.0289852	0.0287318	0.0285301	0.0284739	0.028351	0.0280657	0.0274855	0.026487	0.0246875	0.0217416	0.0175486	0.128738	0.0990759	0.0413556	0.0151451	0.0149404	0.0149226	0.0149118	0.0149013	0.0148816	0.0148679	0.0148505	0.0148273	0.0148027	0.0147937	0.0147844	0.0147749	0.0147547	0.0147179	0.0146756	0.0146727	0.0146382	0.0146252	0.0146086	0.0145841	0.0135761	0.0124715	0.0116519	0.0115505	0.0113577	0.0109838	0.0104012	0.00962287	0.0082002	0.00680558	0.00804457	0.00611707	0.00572739	0.00558891	0.00550554	0.00535652	0.00514665	0.00483432	0.00428044	0.00376716	0.00386521	0.00347117	0.00346205	0.00343961	0.0033892	0.00328909	0.00310405	0.00277885	0.00222861	

206	0.219	1	0	task-0:0	|	0.263568	0.242222	0.188031	0.10914	0.0742489	0.199116	0.0854507	0.440414	0.0626384	0.0644784	0.0601584	0.0584671	0.0577564	0.0560923	0.0528594	0.0474917	0.0549727	0.084241	0.0416405	0.0411556	0.0409413	0.0407886	0.0405947	0.0402675	0.0394617	0.0380054	0.0411398	0.0372517	0.0369426	0.036925	0.0366521	0.0363464	0.0361807	0.0361144	0.0358421	0.0353721	0.0352266	0.0348883	0.0347457	0.034605	0.0343515	0.0338836	0.0329994	0.0345497	0.0326981	0.0321678	0.0321063	0.0318999	0.0314179	0.0305168	0.0322659	0.0312343	0.0296094	0.0295385	0.029356	0.0290042	0.0289852	0.0287318	0.0285301	0.0284739	0.028351	0.0280657	0.0274855	0.026487	0.0246875	0.0217416	0.0175486	0.128738	0.0990759	0.0413556	0.0151451	0.0149404	0.0149226	0.0149118	0.0149013	0.0148816	0.0148679	0.0148505	0.0148273	0.0148027	0.0147937	0.0147844	0.0147749	0.0147547	0.0147179	0.0146756	0.0146727	0.0146382	0.0146252	0.0146086	0.0145841	0.0135761	0.0124715	0.0116519	0.0115505	0.0113577	0.0109838	0.0104012	0.00962287	0.0082002	0.00680558	0.00804457	0.00611707	0.00572739	0.00558891	0.00550554	0.00535652	0.00514665	0.00483432	0.00428044	0.00376716	0.00386521	0.00347117	0.00346205	0.00343961	0.0033892	0.00328909	0.00310405	0.00277885	0.00222861	

206	0.218	1	0	task-0:0	|	0.263568	0.242222	0.188031	0.10914	0.0742489	0.199116	0.0854507	0.440414	0.0626384	0.0644784	0.0601584	0.0584671	0.0577564	0.0560923	0.0528594	0.0474917	0.0549727	0.084241	0.0416405	0.0411556	0.0409413	0.0407886	0.0405947	0.0402675	0.0394617	0.0380054	0.0411398	0.0372517	0.0369426	0.036925	0.0366521	0.0363464	0.0361807	0.0361144	0.0358421	0.0353721	0.0352266	0.0348883	0.0347457	0.034605	0.0343515	0.0338836	0.0329994	0.0345497	0.0326981	0.0321678	0.0321063	0.0318999	0.0314179	0.0305168	0.0322659	0.0312343	0.0296094	0.0295385	0.029356	0.0290042	0.0289852	0.0287318	0.0285301	0.0284739	0.028351	0.0280657	0.0274855	0.026487	0.0246875	0.0217416	0.0175486	0.128738	0.0990759	0.0413556	0.0151451	0.0149404	0.0149226	0.0149118	0.0149013	0.0148816	0.0148679	0.0148505	0.0148273	0.0148027	0.0147937	0.0147844	0.0147749	0.0147547	0.0147179	0.0146756	0.0146727	0.0146382	0.0146252	0.0146086	0.0145841	0.0135761	0.0124715	0.0116519	0.0115505	0.0113577	0.0109838	0.0104012	0.00962287	0.0082002	0.00680558	0.00804457	0.00611707	0.00572739	0.00558891	0.00550554	0.00535652	0.00514665	0.00483432	0.00428044	0.00376716	0.00386521	0.00347117	0.00346205	0.00343961	0.0033892	0.00328909	0.00310405	0.00277885	0.00222861	

206	0.218	1	0	task-0:0	|	0.263568	0.242222	0.188031	0.10914	0.0742489	0.199116	0.0854507	0.440414	0.0626384	0.0644784	0.0601584	0.0584671	0.0577564	0.0560923	0.0528594	0.0474917	0.0549727	0.084241	0.0416405	0.0411556	0.0409413	0.0407886	0.0405947	0.0402675	0.0394617	0.0380054	0.0411398	0.0372517	0.0369426	0.036925	0.0366521	0.0363464	0.0361807	0.0361144	0.0358421	0.0353721	0.0352266	0.0348883	0.0347457	0.034605	0.0343515	0.0338836	0.0329994	0.0345497	0.0326981	0.0321678	0.0321063	0.0318999	0.0314179	0.0305168	0.0322659	0.0312343	0.0296094	0.0295385	0.029356	0.0290042	0.0289852	0.0287318	0.0285301	0.0284739	0.028351	0.0280657	0.0274855	0.026487	0.0246875	0.0217416	0.0175486	0.128738	0.0990759	0.0413556	0.0151451	0.0149404	0.0149226	0.0149118	0.0149013	0.0148816	0.0148679	0.0148505	0.0148273	0.0148027	0.0147937	0.0147844	0.0147749	0.0147547	0.0147179	0.0146756	0.0146727	0.0146382	0.0146252	0.0146086	0.0145841	0.0135761	0.0124715	0.0116519	0.0115505	0.0113577	0.0109838	0.0104012	0.00962287	0.0082002	0.00680558	0.00804457	0.00611707	0.00572739	0.00558891	0.00550554	0.00535652	0.00514665	0.00483432	0.00428044	0.00376716	0.00386521	0.00347117	0.00346205	0.00343961	0.0033892	0.00328909	0.00310405	0.00277885	0.00222861	
