498	0.022	2	0	task-0:0.126	|	0.285966	0.242755	0.240735	0.240654	0.240488	0.240524	0.240413	0.240385	0.240386	0.240362	0.240371	0.240341	0.240346	0.240349	0.21803	0.210741	0.200273	0.191006	0.186764	0.18218	0.175993	0.169402	0.15402	0.133883	0.229464	0.128009	0.131995	0.122712	0.120798	0.117965	0.116559	0.114955	0.112004	0.110597	0.10834	0.105987	0.104339	0.102795	0.100557	0.099533	0.0986793	0.0965094	0.0953995	0.0939231	0.0921942	0.0908529	0.0897202	0.0880945	0.087343	0.0862408	0.0847139	0.0840093	0.0833468	0.0819211	0.0812291	0.0799713	0.0787063	0.0780875	0.077208	0.0760802	0.0756441	0.0744546	0.0734233	0.0723581	0.07202	0.0709574	0.0704723	0.0691387	0.0682594	0.067289	0.0667698	0.0660078	0.0658125	0.0646959	0.0635798	0.0616371	0.0603177	0.0668635	0.0581946	0.0577308	0.0566349	0.0543537	0.058208	0.0560039	0.0514858	0.0511828	0.0502511	0.0487309	0.0457797	0.0508111	0.068724	0.0421932	0.0418152	0.0416638	0.0414371	0.0413363	0.04089	0.0404654	0.0395772	0.0394873	0.0427241	0.0377479	0.037413	0.0372223	0.0370431	0.036565	0.0363866	0.0362816	0.0358666	0.0356804	0.0353751	0.0350973	0.0348441	0.0346509	0.0342709	0.0342697	0.0339218	0.0336822	0.0334607	0.0330168	0.032468	0.0335278	0.0320354	0.0317941	0.0316109	0.0312694	0.0311105	0.0309464	0.0305682	0.0304251	0.0303382	0.0303046	0.0300196	0.0298374	0.0294336	0.0286105	0.0272215	0.0398987	0.0271312	0.0268774	0.0268138	0.0266726	0.0264487	0.0262819	0.0260681	0.0259693	0.0257592	0.0253724	0.025565	0.0250643	0.0249984	0.025041	0.0248671	0.0247732	0.0247242	0.0247125	0.0245119	0.0243727	0.0241698	0.0237671	0.0235305	0.0242885	0.0230926	0.0230307	0.022913	0.0226461	0.0226211	0.0225298	0.0223412	0.0222469	0.0220344	0.0218633	0.0215061	0.0214247	0.0216951	0.0209659	0.0209136	0.020797	0.020544	0.0205793	0.0204628	0.0203334	0.0202969	0.0202926	0.0201208	0.0200437	0.0199863	0.0199717	0.0198335	0.0197355	0.019697	0.0195971	0.0193672	0.0190343	0.018348	0.0224183	0.018326	0.0182109	0.0181243	0.0180849	0.0180703	0.0179342	0.0178262	0.0177556	0.0176176	0.0173787	0.0175327	0.0171606	0.0171182	0.0171337	0.0170376	0.0169572	0.0169458	0.0169712	0.0168823	0.016798	0.0167714	0.0167451	0.0166099	0.0164397	0.0163315	0.016159	0.0161324	0.0160992	0.016076	0.0159264	0.0158888	0.0158107	0.0156426	0.0152509	0.0155222	0.0170929	0.0147085	0.0146646	0.0145567	0.0143257	0.0138653	0.0138086	0.0226125	0.0130585	0.0130054	0.0129001	0.0128589	0.0127141	0.0126839	0.0126793	0.0125878	0.0125329	0.0125159	0.0125365	0.0124567	0.0123988	0.0123858	0.0124096	0.0123326	0.0122702	0.0122516	0.0122619	0.0121837	0.0121214	0.0121029	0.0121178	0.0120622	0.0120008	0.0119868	0.0119897	0.0119407	0.0118534	0.0118365	0.0117518	0.0116886	0.0116378	0.0115342	0.0113274	0.0113048	0.0115844	0.0110041	0.0109786	0.0109248	0.0107835	0.0108024	0.0106573	0.0106465	0.0106574	0.010615	0.0105405	0.01052	0.0104588	0.0103341	0.0102591	0.0102786	0.010115	0.0100982	0.0100774	0.00997875	0.00992962	0.00982729	0.00960225	0.00988659	0.00950896	0.00941078	0.00940051	0.00935501	0.00925264	0.00906323	0.00960729	0.00900703	0.0088771	0.00886635	0.00882208	0.00871751	0.00850549	0.00831393	0.0111886	0.0112064	0.0168689	0.00821001	0.00815607	0.00812934	0.00807494	0.00796174	0.00773891	0.00803185	0.00771228	0.00766955	0.00761591	0.00759429	0.00754168	0.0074374	0.00738317	0.00729109	0.00727019	0.00725675	0.00724429	0.00718351	0.00712391	0.00702484	0.00683556	0.00668676	0.00912634	0.00649506	0.00646285	0.00641933	0.00640741	0.00633863	0.00632387	0.00630646	0.00623376	0.0062284	0.00623074	0.00620256	0.0061554	0.0061656	0.00614435	0.00610282	0.00608168	0.00607105	0.00606377	0.00599906	0.00598453	0.00596088	0.00588954	0.00588213	0.00580594	0.00580482	0.00579982	0.00579707	0.00574549	0.00572563	0.00568479	0.00560348	0.00553568	0.00601301	0.00544235	0.00541906	0.00538633	0.00535347	0.00527823	0.00527273	0.00519071	0.00518756	0.00518243	0.00517124	0.00512283	0.00508247	0.00500093	0.00483333	0.00626335	0.00481883	0.00479847	0.00476487	0.00476787	0.00474836	0.00470714	0.0046706	0.00459645	0.00444976	0.00416873	0.00368797	0.0264171	0.00367837	0.00367288	0.00365719	0.00362224	0.00355496	0.00378903	0.00382343	0.00346357	0.00345731	0.00344151	0.00340669	0.00333565	0.00319958	0.00397783	0.00507728	0.00297447	0.00295182	0.00292156	0.00291775	0.00291531	0.00290646	0.00287958	0.00282823	0.00277664	0.00290665	0.00277206	0.00274462	0.00273822	0.00273617	0.00273334	0.00273291	0.00272041	0.00269458	0.00265109	0.00262864	0.00291101	0.00256356	0.00255925	0.00255086	0.00253581	0.00248449	

397	0.02	2	0	task-0:0.154	|	0.278097	0.250688	0.2479	0.247218	0.245417	0.243797	0.242747	0.243261	0.24191	0.241658	0.241534	0.241485	0.241225	0.241162	0.240979	0.240968	0.240932	0.218185	0.208949	0.198384	0.189342	0.184789	0.18071	0.17397	0.1674	0.151491	0.126043	0.228176	0.116228	0.114188	0.110494	0.109187	0.107384	0.104894	0.103155	0.102002	0.0996667	0.0984867	0.0977405	0.0954337	0.0942673	0.0938243	0.0916757	0.0905431	0.0893893	0.0876714	0.0864418	0.0854999	0.083937	0.08321	0.0819723	0.0805206	0.0799171	0.0790709	0.0777912	0.0772688	0.0755458	0.0741365	0.0732139	0.0726221	0.0717295	0.0705197	0.069049	0.066644	0.0672674	0.0681546	0.0629778	0.0624753	0.0612347	0.0598308	0.0603395	0.0584325	0.0579295	0.0565849	0.0536564	0.0482112	0.0528987	0.205254	0.0402826	0.0401145	0.0400585	0.0397276	0.0394687	0.0389204	0.0378354	0.035742	0.0348789	0.126999	0.0319555	0.0318281	0.0314677	0.0306247	0.0291227	0.0331737	0.0301705	0.0279902	0.0279244	0.0277133	0.0273153	0.0283884	0.0271569	0.0268969	0.0268732	0.026673	0.0263309	0.0264221	0.0259546	0.0258023	0.025756	0.0255519	0.0252004	0.0252947	0.0248613	0.0247473	0.0244837	0.0239259	0.0228592	0.0220772	0.0613188	0.0210584	0.0209804	0.0208039	0.02057	0.0202644	0.0210339	0.0200923	0.0199765	0.0198671	0.019628	0.0191437	0.0181646	0.0230523	0.0257452	0.0171248	0.0169481	0.0168497	0.0168108	0.0167997	0.0166382	0.0166041	0.016572	0.016573	0.0164264	0.01638	0.0163418	0.0163326	0.0161963	0.0161486	0.0161188	0.0161292	0.0160327	0.0159751	0.0159571	0.0159637	0.0158882	0.0157765	0.0157829	0.0157139	0.0156102	0.0155706	0.0155018	0.0153271	0.0152149	0.0150583	0.0150178	0.0149606	0.0148334	0.0146176	0.0141848	0.0133477	0.0183014	0.0225449	0.0124803	0.0122964	0.0122875	0.0122797	0.0122564	0.0121605	0.011984	0.0122321	0.0118467	0.0118233	0.0118404	0.0117905	0.0117347	0.0117237	0.0117292	0.0116702	0.0115815	0.0115773	0.011528	0.0114378	0.0113866	0.0112915	0.0111214	0.0111895	0.0110578	0.0110093	0.0109177	0.010889	0.0107843	0.0107676	0.0107354	0.010673	0.0105173	0.0106959	0.0105058	0.0104552	0.0103941	0.0103807	0.0103463	0.0102555	0.0100689	0.00987558	0.0102599	0.00975665	0.00974185	0.00972085	0.00966726	0.00954993	0.00932094	0.00995658	0.00988004	0.0090515	0.00902936	0.00897354	0.00885552	0.00863107	0.00869692	0.0107469	0.00824786	0.00822186	0.00816443	0.00804853	0.00792762	0.00817598	0.00782117	0.0078119	0.00779928	0.00775467	0.0076565	0.00745588	0.00706853	0.00876743	0.0138669	0.00660878	0.00653216	0.00649195	0.00648356	0.00647091	0.00643042	0.00633644	0.00614365	0.00576925	0.00509251	0.0095314	0.0578282	0.0049948	0.0044444	0.00425962	0.00425438	0.00425935	0.00425852	0.00424356	0.00421079	0.00415064	0.00411667	0.00499709	0.00402912	0.00402214	0.0040079	0.00398117	0.00390176	0.00400417	0.0039095	0.00389751	0.00387507	0.00385761	0.00382528	0.00376217	0.00364411	0.00349711	0.00655718	0.00346078	0.00345353	0.00343768	0.00340609	0.00335416	0.00324888	0.00312305	0.00808929	0.00304861	0.00303757	0.00301809	0.00300515	0.00297794	0.00289713	0.00294644	0.0028873	0.0028738	0.00284659	0.00280797	0.00279001	0.00276157	0.00274412	0.00273619	0.00272937	0.00269528	0.00269014	0.00268401	0.00265105	0.00264635	0.00260451	0.00261538	0.0026093	0.00259549	0.00256706	0.00238589	

397	0.021	2	0	task-0:0.154	|	0.278097	0.250688	0.2479	0.247218	0.245417	0.243797	0.242747	0.243261	0.24191	0.241658	0.241534	0.241485	0.241225	0.241162	0.240979	0.240968	0.240932	0.218185	0.208949	0.198384	0.189342	0.184789	0.18071	0.17397	0.1674	0.151491	0.126043	0.228176	0.116228	0.114188	0.110494	0.109187	0.107384	0.104894	0.103155	0.102002	0.0996667	0.0984867	0.0977405	0.0954337	0.0942673	0.0938243	0.0916757	0.0905431	0.0893893	0.0876714	0.0864418	0.0854999	0.083937	0.08321	0.0819723	0.0805206	0.0799171	0.0790709	0.0777912	0.0772688	0.0755458	0.0741365	0.0732139	0.0726221	0.0717295	0.0705197	0.069049	0.066644	0.0672674	0.0681546	0.0629778	0.0624753	0.0612347	0.0598308	0.0603395	0.0584325	0.0579295	0.0565849	0.0536564	0.0482112	0.0528987	0.205254	0.0402826	0.0401145	0.0400585	0.0397276	0.0394687	0.0389204	0.0378354	0.035742	0.0348789	0.126999	0.0319555	0.0318281	0.0314677	0.0306247	0.0291227	0.0331737	0.0301705	0.0279902	0.0279244	0.0277133	0.0273153	0.0283884	0.0271569	0.0268969	0.0268732	0.026673	0.0263309	0.0264221	0.0259546	0.0258023	0.025756	0.0255519	0.0252004	0.0252947	0.0248613	0.0247473	0.0244837	0.0239259	0.0228592	0.0220772	0.0613188	0.0210584	0.0209804	0.0208039	0.02057	0.0202644	0.0210339	0.0200923	0.0199765	0.0198671	0.019628	0.0191437	0.0181646	0.0230523	0.0257452	0.0171248	0.0169481	0.0168497	0.0168108	0.0167997	0.0166382	0.0166041	0.016572	0.016573	0.0164264	0.01638	0.0163418	0.0163326	0.0161963	0.0161486	0.0161188	0.0161292	0.0160327	0.0159751	0.0159571	0.0159637	0.0158882	0.0157765	0.0157829	0.0157139	0.0156102	0.0155706	0.0155018	0.0153271	0.0152149	0.0150583	0.0150178	0.0149606	0.0148334	0.0146176	0.0141848	0.0133477	0.0183014	0.0225449	0.0124803	0.0122964	0.0122875	0.0122797	0.0122564	0.0121605	0.011984	0.0122321	0.0118467	0.0118233	0.0118404	0.0117905	0.0117347	0.0117237	0.0117292	0.0116702	0.0115815	0.0115773	0.011528	0.0114378	0.0113866	0.0112915	0.0111214	0.0111895	0.0110578	0.0110093	0.0109177	0.010889	0.0107843	0.0107676	0.0107354	0.010673	0.0105173	0.0106959	0.0105058	0.0104552	0.0103941	0.0103807	0.0103463	0.0102555	0.0100689	0.00987558	0.0102599	0.00975665	0.00974185	0.00972085	0.00966726	0.00954993	0.00932094	0.00995658	0.00988004	0.0090515	0.00902936	0.00897354	0.00885552	0.00863107	0.00869692	0.0107469	0.00824786	0.00822186	0.00816443	0.00804853	0.00792762	0.00817598	0.00782117	0.0078119	0.00779928	0.00775467	0.0076565	0.00745588	0.00706853	0.00876743	0.0138669	0.00660878	0.00653216	0.00649195	0.00648356	0.00647091	0.00643042	0.00633644	0.00614365	0.00576925	0.00509251	0.0095314	0.0578282	0.0049948	0.0044444	0.00425962	0.00425438	0.00425935	0.00425852	0.00424356	0.00421079	0.00415064	0.00411667	0.00499709	0.00402912	0.00402214	0.0040079	0.00398117	0.00390176	0.00400417	0.0039095	0.00389751	0.00387507	0.00385761	0.00382528	0.00376217	0.00364411	0.00349711	0.00655718	0.00346078	0.00345353	0.00343768	0.00340609	0.00335416	0.00324888	0.00312305	0.00808929	0.00304861	0.00303757	0.00301809	0.00300515	0.00297794	0.00289713	0.00294644	0.0028873	0.0028738	0.00284659	0.00280797	0.00279001	0.00276157	0.00274412	0.00273619	0.00272937	0.00269528	0.00269014	0.00268401	0.00265105	0.00264635	0.00260451	0.00261538	0.0026093	0.00259549	0.00256706	0.00238589	

397	0.019	2	0	task-0:0.154	|	0.278097	0.250688	0.2479	0.247218	0.245417	0.243797	0.242747	0.243261	0.24191	0.241658	0.241534	0.241485	0.241225	0.241162	0.240979	0.240968	0.240932	0.218185	0.208949	0.198384	0.189342	0.184789	0.18071	0.17397	0.1674	0.151491	0.126043	0.228176	0.116228	0.114188	0.110494	0.109187	0.107384	0.104894	0.103155	0.102002	0.0996667	0.0984867	0.0977405	0.0954337	0.0942673	0.0938243	0.0916757	0.0905431	0.0893893	0.0876714	0.0864418	0.0854999	0.083937	0.08321	0.0819723	0.0805206	0.0799171	0.0790709	0.0777912	0.0772688	0.0755458	0.0741365	0.0732139	0.0726221	0.0717295	0.0705197	0.069049	0.066644	0.0672674	0.0681546	0.0629778	0.0624753	0.0612347	0.0598308	0.0603395	0.0584325	0.0579295	0.0565849	0.0536564	0.0482112	0.0528987	0.205254	0.0402826	0.0401145	0.0400585	0.0397276	0.0394687	0.0389204	0.0378354	0.035742	0.0348789	0.126999	0.0319555	0.0318281	0.0314677	0.0306247	0.0291227	0.0331737	0.0301705	0.0279902	0.0279244	0.0277133	0.0273153	0.0283884	0.0271569	0.0268969	0.0268732	0.026673	0.0263309	0.0264221	0.0259546	0.0258023	0.025756	0.0255519	0.0252004	0.0252947	0.0248613	0.0247473	0.0244837	0.0239259	0.0228592	0.0220772	0.0613188	0.0210584	0.0209804	0.0208039	0.02057	0.0202644	0.0210339	0.0200923	0.0199765	0.0198671	0.019628	0.0191437	0.0181646	0.0230523	0.0257452	0.0171248	0.0169481	0.0168497	0.0168108	0.0167997	0.0166382	0.0166041	0.016572	0.016573	0.0164264	0.01638	0.0163418	0.0163326	0.0161963	0.0161486	0.0161188	0.0161292	0.0160327	0.0159751	0.0159571	0.0159637	0.0158882	0.0157765	0.0157829	0.0157139	0.0156102	0.0155706	0.0155018	0.0153271	0.0152149	0.0150583	0.0150178	0.0149606	0.0148334	0.0146176	0.0141848	0.0133477	0.0183014	0.0225449	0.0124803	0.0122964	0.0122875	0.0122797	0.0122564	0.0121605	0.011984	0.0122321	0.0118467	0.0118233	0.0118404	0.0117905	0.0117347	0.0117237	0.0117292	0.0116702	0.0115815	0.0115773	0.011528	0.0114378	0.0113866	0.0112915	0.0111214	0.0111895	0.0110578	0.0110093	0.0109177	0.010889	0.0107843	0.0107676	0.0107354	0.010673	0.0105173	0.0106959	0.0105058	0.0104552	0.0103941	0.0103807	0.0103463	0.0102555	0.0100689	0.00987558	0.0102599	0.00975665	0.00974185	0.00972085	0.00966726	0.00954993	0.00932094	0.00995658	0.00988004	0.0090515	0.00902936	0.00897354	0.00885552	0.00863107	0.00869692	0.0107469	0.00824786	0.00822186	0.00816443	0.00804853	0.00792762	0.00817598	0.00782117	0.0078119	0.00779928	0.00775467	0.0076565	0.00745588	0.00706853	0.00876743	0.0138669	0.00660878	0.00653216	0.00649195	0.00648356	0.00647091	0.00643042	0.00633644	0.00614365	0.00576925	0.00509251	0.0095314	0.0578282	0.0049948	0.0044444	0.00425962	0.00425438	0.00425935	0.00425852	0.00424356	0.00421079	0.00415064	0.00411667	0.00499709	0.00402912	0.00402214	0.0040079	0.00398117	0.00390176	0.00400417	0.0039095	0.00389751	0.00387507	0.00385761	0.00382528	0.00376217	0.00364411	0.00349711	0.00655718	0.00346078	0.00345353	0.00343768	0.00340609	0.00335416	0.00324888	0.00312305	0.00808929	0.00304861	0.00303757	0.00301809	0.00300515	0.00297794	0.00289713	0.00294644	0.0028873	0.0028738	0.00284659	0.00280797	0.00279001	0.00276157	0.00274412	0.00273619	0.00272937	0.00269528	0.00269014	0.00268401	0.00265105	0.00264635	0.00260451	0.00261538	0.0026093	0.00259549	0.00256706	0.00238589	

413	0.022	2	0	task-0:0.146	|	0.278097	0.250688	0.2479	0.247218	0.245417	0.243797	0.242747	0.243261	0.24191	0.241658	0.241534	0.241485	0.241225	0.241162	0.240979	0.240968	0.240932	0.218185	0.208949	0.198384	0.189342	0.184789	0.18071	0.17397	0.1674	0.151491	0.126043	0.228176	0.116228	0.114188	0.110494	0.109187	0.107384	0.104894	0.103155	0.102002	0.0996667	0.0984867	0.0977405	0.0954337	0.0942673	0.0938243	0.0916757	0.0905431	0.0893893	0.0876714	0.0864418	0.0854999	0.083937	0.08321	0.0819723	0.0805206	0.0799171	0.0790709	0.0777912	0.0772688	0.0755458	0.0741365	0.0732139	0.0726221	0.0717295	0.0705197	0.069049	0.066644	0.0672674	0.0681546	0.0629778	0.0624753	0.0612347	0.0598308	0.0603395	0.0584325	0.0579295	0.0565849	0.0536564	0.0482112	0.0528987	0.205254	0.0402826	0.0401145	0.0400585	0.0397276	0.0394687	0.0389204	0.0378354	0.035742	0.0348789	0.126999	0.0319555	0.0318281	0.0314677	0.0306247	0.0291227	0.0331737	0.0301705	0.0279902	0.0279244	0.0277133	0.0273153	0.0283884	0.0271569	0.0268969	0.0268732	0.026673	0.0263309	0.0264221	0.0259546	0.0258023	0.025756	0.0255519	0.0252004	0.0252947	0.0248613	0.0247473	0.0244837	0.0239259	0.0228592	0.0220772	0.0613188	0.0210584	0.0209804	0.0208039	0.02057	0.0202644	0.0210339	0.0200923	0.0199765	0.0198671	0.019628	0.0191437	0.0181646	0.0230523	0.0257452	0.0171248	0.0169481	0.0168497	0.0168108	0.0167997	0.0166382	0.0166041	0.016572	0.016573	0.0164264	0.01638	0.0163418	0.0163326	0.0161963	0.0161486	0.0161188	0.0161292	0.0160327	0.0159751	0.0159571	0.0159637	0.0158882	0.0157765	0.0157829	0.0157139	0.0156102	0.0155706	0.0155018	0.0153271	0.0152149	0.0150583	0.0150178	0.0149606	0.0148334	0.0146176	0.0141848	0.0133477	0.0183014	0.0225449	0.0124803	0.0122964	0.0122875	0.0122797	0.0122564	0.0121605	0.011984	0.0122321	0.0118467	0.0118233	0.0118404	0.0117905	0.0117347	0.0117237	0.0117292	0.0116702	0.0115815	0.0115773	0.011528	0.0114378	0.0113866	0.0112915	0.0111214	0.0111895	0.0110578	0.0110093	0.0109177	0.010889	0.0107843	0.0107676	0.0107354	0.010673	0.0105173	0.0106959	0.0105058	0.0104552	0.0103941	0.0103807	0.0103463	0.0102555	0.0100689	0.00987558	0.0102599	0.00975665	0.00974185	0.00972085	0.00966726	0.00954993	0.00932094	0.00995658	0.00988004	0.0090515	0.00902936	0.00897354	0.00885552	0.00863107	0.00869692	0.0107469	0.00824786	0.00822186	0.00816443	0.00804853	0.00792762	0.00817598	0.00782117	0.0078119	0.00779928	0.00775467	0.0076565	0.00745588	0.00706853	0.00876743	0.0138669	0.00660878	0.00653216	0.00649195	0.00648356	0.00647091	0.00643042	0.00633644	0.00614365	0.00576925	0.00509251	0.0095314	0.0578282	0.0049948	0.0044444	0.00425962	0.00425438	0.00425935	0.00425852	0.00424356	0.00421079	0.00415064	0.00411667	0.00499709	0.00402912	0.00402214	0.0040079	0.00398117	0.00390176	0.00400417	0.0039095	0.00389751	0.00387507	0.00385761	0.00382528	0.00376217	0.00364411	0.00349711	0.00655718	0.00346078	0.00345353	0.00343768	0.00340609	0.00335416	0.00324888	0.00312305	0.00808929	0.00304861	0.00303757	0.00301809	0.00300515	0.00297794	0.00289713	0.00294644	0.0028873	0.0028738	0.00284659	0.00280797	0.00279001	0.00276157	0.00274412	0.00273619	0.00272937	0.00269528	0.00269014	0.00268401	0.00265105	0.00264635	0.00260451	0.00261538	0.0026093	0.00259549	0.00256706	0.00246243	

397	0.019	2	0	task-0:0.154	|	0.278097	0.250688	0.2479	0.247218	0.245417	0.243797	0.242747	0.243261	0.24191	0.241658	0.241534	0.241485	0.241225	0.241162	0.240979	0.240968	0.240932	0.218185	0.208949	0.198384	0.189342	0.184789	0.18071	0.17397	0.1674	0.151491	0.126043	0.228176	0.116228	0.114188	0.110494	0.109187	0.107384	0.104894	0.103155	0.102002	0.0996667	0.0984867	0.0977405	0.0954337	0.0942673	0.0938243	0.0916757	0.0905431	0.0893893	0.0876714	0.0864418	0.0854999	0.083937	0.08321	0.0819723	0.0805206	0.0799171	0.0790709	0.0777912	0.0772688	0.0755458	0.0741365	0.0732139	0.0726221	0.0717295	0.0705197	0.069049	0.066644	0.0672674	0.0681546	0.0629778	0.0624753	0.0612347	0.0598308	0.0603395	0.0584325	0.0579295	0.0565849	0.0536564	0.0482112	0.0528987	0.205254	0.0402826	0.0401145	0.0400585	0.0397276	0.0394687	0.0389204	0.0378354	0.035742	0.0348789	0.126999	0.0319555	0.0318281	0.0314677	0.0306247	0.0291227	0.0331737	0.0301705	0.0279902	0.0279244	0.0277133	0.0273153	0.0283884	0.0271569	0.0268969	0.0268732	0.026673	0.0263309	0.0264221	0.0259546	0.0258023	0.025756	0.0255519	0.0252004	0.0252947	0.0248613	0.0247473	0.0244837	0.0239259	0.0228592	0.0220772	0.0613188	0.0210584	0.0209804	0.0208039	0.02057	0.0202644	0.0210339	0.0200923	0.0199765	0.0198671	0.019628	0.0191437	0.0181646	0.0230523	0.0257452	0.0171248	0.0169481	0.0168497	0.0168108	0.0167997	0.0166382	0.0166041	0.016572	0.016573	0.0164264	0.01638	0.0163418	0.0163326	0.0161963	0.0161486	0.0161188	0.0161292	0.0160327	0.0159751	0.0159571	0.0159637	0.0158882	0.0157765	0.0157829	0.0157139	0.0156102	0.0155706	0.0155018	0.0153271	0.0152149	0.0150583	0.0150178	0.0149606	0.0148334	0.0146176	0.0141848	0.0133477	0.0183014	0.0225449	0.0124803	0.0122964	0.0122875	0.0122797	0.0122564	0.0121605	0.011984	0.0122321	0.0118467	0.0118233	0.0118404	0.0117905	0.0117347	0.0117237	0.0117292	0.0116702	0.0115815	0.0115773	0.011528	0.0114378	0.0113866	0.0112915	0.0111214	0.0111895	0.0110578	0.0110093	0.0109177	0.010889	0.0107843	0.0107676	0.0107354	0.010673	0.0105173	0.0106959	0.0105058	0.0104552	0.0103941	0.0103807	0.0103463	0.0102555	0.0100689	0.00987558	0.0102599	0.00975665	0.00974185	0.00972085	0.00966726	0.00954993	0.00932094	0.00995658	0.00988004	0.0090515	0.00902936	0.00897354	0.00885552	0.00863107	0.00869692	0.0107469	0.00824786	0.00822186	0.00816443	0.00804853	0.00792762	0.00817598	0.00782117	0.0078119	0.00779928	0.00775467	0.0076565	0.00745588	0.00706853	0.00876743	0.0138669	0.00660878	0.00653216	0.00649195	0.00648356	0.00647091	0.00643042	0.00633644	0.00614365	0.00576925	0.00509251	0.0095314	0.0578282	0.0049948	0.0044444	0.00425962	0.00425438	0.00425935	0.00425852	0.00424356	0.00421079	0.00415064	0.00411667	0.00499709	0.00402912	0.00402214	0.0040079	0.00398117	0.00390176	0.00400417	0.0039095	0.00389751	0.00387507	0.00385761	0.00382528	0.00376217	0.00364411	0.00349711	0.00655718	0.00346078	0.00345353	0.00343768	0.00340609	0.00335416	0.00324888	0.00312305	0.00808929	0.00304861	0.00303757	0.00301809	0.00300515	0.00297794	0.00289713	0.00294644	0.0028873	0.0028738	0.00284659	0.00280797	0.00279001	0.00276157	0.00274412	0.00273619	0.00272937	0.00269528	0.00269014	0.00268401	0.00265105	0.00264635	0.00260451	0.00261538	0.0026093	0.00259549	0.00256706	0.00238589	

