64	0.054	4	0	task-3:0.424	task-0:0.346	task-1:0.3	task-2:0.506	|	0.0615308	0.084849	0.0781438	0.0641935	0.055227	0.0566322	0.0557115	0.0500482	0.0494534	0.0494405	0.0479379	0.0466701	0.044879	0.0430515	0.0419832	0.0445818	0.0454918	0.0465577	0.0477594	0.0488167	0.0494997	0.0499672	0.0500035	0.0500041	0.0500054	0.0519386	0.0543729	0.0547205	0.0546699	0.0545968	0.0545507	0.054558	0.054558	0.0545458	0.0545537	0.0545537	0.0545467	0.0545464	0.0545464	0.0545455	0.0545455	0.0545457	0.0545457	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	

93	0.078	4	0	task-3:0.116	task-0:0.084	task-1:0.078	task-2:0.112	|	0.0775829	0.0713849	0.0661341	0.0602088	0.0602228	0.0555367	0.0537743	0.0558523	0.057194	0.0549237	0.0536659	0.0539248	0.0527496	0.0528015	0.0512533	0.0505333	0.0488786	0.0468982	0.0440466	0.0420762	0.0393448	0.0382636	0.0359202	0.033495	0.0314278	0.0294031	0.0273103	0.0258899	0.0240535	0.0223685	0.0207509	0.0194019	0.0181694	0.0173455	0.0165257	0.0157617	0.0154014	0.0146471	0.0142967	0.0141939	0.0140803	0.0129837	0.0125948	0.01204	0.0113371	0.0107491	0.0103032	0.00998777	0.0101554	0.00996542	0.00960648	0.00945302	0.00928546	0.00908341	0.00885312	0.00859506	0.00832559	0.00803715	0.00775253	0.00751289	0.00732533	0.00718621	0.00706363	0.00698305	0.0068291	0.00673335	0.00664571	0.00660454	0.00657107	0.00650355	0.00644547	0.00638746	0.00636396	0.00634306	0.00629018	0.00624459	0.00619196	0.0061303	0.00605946	0.00598018	0.00603262	0.00599	0.00592855	0.00590034	0.00588743	0.00587502	0.00583207	0.00585024	0.00583972	0.00580894	0.00576781	0.00573386	0.00569957	

71	0.061	4	0	task-3:0.496	task-0:0.154	task-1:0.108	task-2:0.484	|	0.0566936	0.084399	0.0729979	0.0485439	0.0453026	0.0431161	0.0419659	0.0407899	0.0397538	0.0400715	0.0405683	0.041001	0.0412493	0.0407758	0.0400912	0.0388641	0.0364945	0.0329633	0.0261635	0.0212698	0.0203414	0.0192179	0.0227283	0.0242742	0.0249158	0.0345745	0.0329193	0.0438166	0.0348331	0.0212519	0.0208339	0.0172103	0.0164864	0.0161377	0.0142049	0.0131925	0.0130812	0.0127959	0.0113001	0.0109909	0.0114109	0.012484	0.0125913	0.0122794	0.0114303	0.0113793	0.0117009	0.0120737	0.0120702	0.0116078	0.0111914	0.0107639	0.0106987	0.0107574	0.0107506	0.0106732	0.0106391	0.0107018	0.0107938	0.0108495	0.0107496	0.0105682	0.0104585	0.0103432	0.0102065	0.0100677	0.00991531	0.00972791	0.00942349	0.00910434	0.00869756	

119	0.101	4	0	task-3:0.054	task-0:0.126	task-1:0.208	task-2:0.052	|	0.0568238	0.0692126	0.0620777	0.05195	0.0548654	0.0567334	0.0540544	0.0490643	0.0498052	0.049117	0.0457714	0.0456555	0.0423542	0.0428603	0.045112	0.0452991	0.0455764	0.0469064	0.047462	0.0485338	0.0488486	0.0492059	0.0493601	0.049546	0.0497343	0.0497708	0.0498082	0.0498505	0.0498818	0.0499134	0.0499531	0.0499927	0.0499721	0.0497891	0.0495818	0.0492208	0.0483597	0.0482131	0.0477288	0.0468093	0.0464821	0.0456028	0.0443753	0.0436799	0.0425598	0.0413263	0.0405243	0.0396725	0.0379325	0.0364529	0.0351797	0.0342454	0.0329904	0.0321024	0.0317868	0.0310885	0.028369	0.0281776	0.0278045	0.027421	0.0270148	0.0227766	0.0208886	0.0196825	0.018551	0.017217	0.0160377	0.015707	0.0154863	0.0153534	0.0153127	0.0152636	0.015253	0.0152377	0.0159613	0.0159278	0.0159083	0.015908	0.0159154	0.0157538	0.0151858	0.015172	0.0151633	0.0151668	0.0151753	0.0151816	0.0153339	0.0158279	0.0157996	0.0157679	0.0157312	0.01569	0.0156438	0.0155984	0.0155669	0.0155453	0.0155226	0.015492	0.0154734	0.0154552	0.0154362	0.0154226	0.0154158	0.0153851	0.0153548	0.0153327	0.0153101	0.0152933	0.0152794	0.0152644	0.0152525	0.015241	0.0152332	0.0152319	0.0156958	0.0152127	0.015192	0.0151829	0.0151756	

53	0.045	4	0	task-3:0.506	task-0:0.484	task-1:0.496	task-2:0.506	|	0.0567224	0.0703525	0.0551301	0.051341	0.0533699	0.0522216	0.0533335	0.0536842	0.0532542	0.0527508	0.0528508	0.0524785	0.0519419	0.0516635	0.0512788	0.0512159	0.0510489	0.0509002	0.0501702	0.0501182	0.050106	0.0501197	0.0502358	0.0505603	0.0542888	0.0548083	0.0548626	0.0548428	0.0548066	0.0547635	0.0547171	0.0546679	0.0546198	0.0545778	0.0545502	0.0545495	0.0545495	0.0545455	0.0545455	0.0545464	0.0545464	0.0545457	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	

59	0.051	4	0	task-3:0.486	task-0:0.462	task-1:0.504	task-2:0.45	|	0.0637733	0.0875173	0.0764378	0.0615781	0.0544827	0.0584101	0.0583113	0.0546214	0.0544768	0.0545112	0.0540089	0.0541089	0.0543408	0.0544463	0.0544376	0.0544957	0.0545317	0.0545375	0.0545436	0.0545471	0.0545475	0.0545457	0.0545459	0.0545459	0.0545455	0.0545458	0.0545458	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	

117	0.098	4	0	task-3:0.046	task-0:0.06	task-1:0.094	task-2:0.044	|	0.0542371	0.0591098	0.0564888	0.0661487	0.0649327	0.0545449	0.0471869	0.038278	0.0372147	0.0343541	0.0313483	0.0301226	0.0276298	0.0262742	0.0256538	0.0252055	0.02488	0.0245757	0.0232602	0.0227746	0.0226316	0.0228406	0.0201576	0.0189773	0.0182518	0.0178495	0.032203	0.0316678	0.0181201	0.0189857	0.0295235	0.0303149	0.0534902	0.0467757	0.0100177	0.00947123	0.00957496	0.00964625	0.00966118	0.00968706	0.00973094	0.00979486	0.00987754	0.00927007	0.00926812	0.00938314	0.00920199	0.00915916	0.00912761	0.00921672	0.00911755	0.00911249	0.00922349	0.00912038	0.0290583	0.0375161	0.028957	0.0289318	0.0246424	0.0094342	0.00941705	0.00949189	0.00932203	0.00913452	0.0287032	0.0287648	0.0220489	0.00926949	0.00921526	0.00912927	0.00904063	0.00895584	0.00889782	0.00886221	0.0119435	0.0114335	0.00900484	0.00892934	0.0089447	0.00895202	0.00894878	0.00894636	0.00894993	0.00888268	0.00884675	0.00881174	0.00886899	0.00873877	0.00863896	0.00859502	0.0085617	0.00854599	0.0085218	0.00849383	0.00846518	0.00842801	0.00838356	0.0083307	0.00831445	0.00836443	0.00836798	0.00834465	0.00831629	0.00828188	0.00824001	0.00818888	0.00812631	0.0080495	0.00795565	0.00784211	0.0077571	0.00775065	0.00762792	0.00743047	0.00734464	0.00720826	0.00715241	

53	0.045	4	0	task-3:0.506	task-0:0.484	task-1:0.496	task-2:0.506	|	0.0567224	0.0703525	0.0551301	0.051341	0.0533699	0.0522216	0.0533335	0.0536842	0.0532542	0.0527508	0.0528508	0.0524785	0.0519419	0.0516635	0.0512788	0.0512159	0.0510489	0.0509002	0.0501702	0.0501182	0.050106	0.0501197	0.0502358	0.0505603	0.0542888	0.0548083	0.0548626	0.0548428	0.0548066	0.0547635	0.0547171	0.0546679	0.0546198	0.0545778	0.0545502	0.0545495	0.0545495	0.0545455	0.0545455	0.0545464	0.0545464	0.0545457	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	

53	0.045	4	0	task-3:0.506	task-0:0.498	task-1:0.492	task-2:0.506	|	0.0646539	0.0645695	0.0591967	0.0535144	0.0527949	0.0518198	0.0522209	0.0532312	0.0534006	0.053094	0.0529923	0.0529201	0.052787	0.0526059	0.052439	0.0522756	0.0520768	0.0518185	0.0515336	0.0512379	0.0509536	0.0507042	0.0505043	0.0504623	0.050968	0.0501471	0.0501074	0.0500743	0.0500484	0.0500289	0.0500156	0.0500126	0.050003	0.050001	0.0500002	0.0500002	0.0500001	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	

53	0.045	4	0	task-3:0.506	task-0:0.484	task-1:0.496	task-2:0.506	|	0.0567224	0.0703525	0.0551301	0.051341	0.0533699	0.0522216	0.0533335	0.0536842	0.0532542	0.0527508	0.0528508	0.0524785	0.0519419	0.0516635	0.0512788	0.0512159	0.0510489	0.0509002	0.0501702	0.0501182	0.050106	0.0501197	0.0502358	0.0505603	0.0542888	0.0548083	0.0548626	0.0548428	0.0548066	0.0547635	0.0547171	0.0546679	0.0546198	0.0545778	0.0545502	0.0545495	0.0545495	0.0545455	0.0545455	0.0545464	0.0545464	0.0545457	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	

59	0.05	4	0	task-3:0.486	task-0:0.462	task-1:0.504	task-2:0.45	|	0.0637733	0.0875173	0.0764378	0.0615781	0.0544827	0.0584101	0.0583113	0.0546214	0.0544768	0.0545112	0.0540089	0.0541089	0.0543408	0.0544463	0.0544376	0.0544957	0.0545317	0.0545375	0.0545436	0.0545471	0.0545475	0.0545457	0.0545459	0.0545459	0.0545455	0.0545458	0.0545458	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	

53	0.044	4	0	task-3:0.506	task-0:0.484	task-1:0.496	task-2:0.506	|	0.0567224	0.0703525	0.0551301	0.051341	0.0533699	0.0522216	0.0533335	0.0536842	0.0532542	0.0527508	0.0528508	0.0524785	0.0519419	0.0516635	0.0512788	0.0512159	0.0510489	0.0509002	0.0501702	0.0501182	0.050106	0.0501197	0.0502358	0.0505603	0.0542888	0.0548083	0.0548626	0.0548428	0.0548066	0.0547635	0.0547171	0.0546679	0.0546198	0.0545778	0.0545502	0.0545495	0.0545495	0.0545455	0.0545455	0.0545464	0.0545464	0.0545457	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	0.0545455	

