166	0.1	1	0	task-3:0.07	task-0:0.094	task-1:0.096	task-2:0.11	|	0.0618651	0.0581626	0.05208	0.0505647	0.0490841	0.0464007	0.0421891	0.0371367	0.031946	0.0321778	0.030625	0.0302559	0.029598	0.0285291	0.0282576	0.0278805	0.0271804	0.0259784	0.0276846	0.0252532	0.0254398	0.0254502	0.0254604	0.0253623	0.0251734	0.0248487	0.0248971	0.023825	0.0243595	0.0244134	0.0244225	0.0244113	0.0243885	0.024343	0.0242546	0.024454	0.0241171	0.0242265	0.0242283	0.0242285	0.0242179	0.0242047	0.024173	0.0241549	0.0239897	0.0237125	0.0232092	0.022407	0.0214675	0.0210579	0.021348	0.021169	0.0210089	0.0211282	0.021364	0.021925	0.0210097	0.0212644	0.0215456	0.0218679	0.0213888	0.0206873	0.020692	0.0206821	0.0205764	0.0195252	0.0197535	0.0193042	0.0191678	0.0188531	0.0181487	0.0168139	0.019159	0.0197653	0.0163335	0.0155648	0.0143592	0.0138875	0.0135521	0.0134806	0.0133627	0.0132708	0.0131498	0.0128132	0.0122127	0.0112355	0.0121939	0.0112716	0.0111129	0.0110401	0.0108947	0.0105384	0.00996715	0.00981126	0.00926152	0.00921759	0.00916137	0.00907371	0.00885389	0.00843518	0.00772009	0.00842828	0.00734216	0.0072588	0.00720643	0.00710761	0.00694237	0.00689171	0.00677723	0.006528	0.0060624	0.00522863	0.00394329	0.0111209	0.0243537	0.00297117	0.00264454	0.00260784	0.00256711	0.0025411	0.00252652	0.00245752	

203	0.11	1	0	task-3:0.062	task-0:0.098	task-1:0.102	task-2:0.104	|	0.0494259	0.0489418	0.0478374	0.0459742	0.0426549	0.0384388	0.0361574	0.0323907	0.0288549	0.029883	0.0271237	0.0276825	0.0272412	0.0269057	0.0264901	0.025822	0.0245467	0.0263236	0.0249526	0.024998	0.0250873	0.0250712	0.0250377	0.0249748	0.0248591	0.0248289	0.0247786	0.0244258	0.0246847	0.0246091	0.0245757	0.0245612	0.0245377	0.0243762	0.0245875	0.0244475	0.0244333	0.0244064	0.0243674	0.024382	0.0242012	0.0242891	0.0242291	0.0240911	0.0238236	0.0233597	0.0226673	0.0221808	0.0217538	0.0211372	0.0211888	0.0211315	0.0210335	0.02093	0.0226184	0.0204715	0.0208419	0.0215001	0.0212223	0.0208536	0.0204699	0.0204413	0.0203776	0.0201699	0.0194685	0.0182618	0.0200608	0.0176965	0.0174979	0.0173269	0.0171769	0.0169261	0.0166079	0.0162551	0.015586	0.0148504	0.0137768	0.0149478	0.0139015	0.013721	0.0134689	0.0131486	0.0125067	0.0113319	0.00955089	0.0169756	0.00963209	0.00933127	0.00919172	0.00914087	0.00904172	0.00880874	0.00843275	0.00881913	0.00823854	0.00821363	0.00814753	0.00800666	0.0077207	0.00713288	0.00764817	0.00703832	0.00683508	0.00668609	0.00665486	0.00662104	0.00658852	0.00643281	0.00621014	0.00617797	0.00613803	0.00604674	0.00583411	0.00546041	0.00567513	0.00519884	0.00512906	0.00510227	0.00505517	0.00490174	0.00474286	0.00459187	0.00435027	0.00477738	0.00434201	0.00429426	0.00421548	0.00419278	0.00413807	0.00402334	0.00377302	0.0040696	0.00361483	0.00360812	0.00360426	0.00358745	0.00352742	0.00342248	0.00324939	0.00301501	0.00333756	0.00348722	0.00288215	0.00285164	0.00282158	0.00277025	0.00266812	0.00255425	0.00238773	

203	0.117	1	0	task-3:0.062	task-0:0.098	task-1:0.102	task-2:0.104	|	0.0494259	0.0489418	0.0478374	0.0459742	0.0426549	0.0384388	0.0361574	0.0323907	0.0288549	0.029883	0.0271237	0.0276825	0.0272412	0.0269057	0.0264901	0.025822	0.0245467	0.0263236	0.0249526	0.024998	0.0250873	0.0250712	0.0250377	0.0249748	0.0248591	0.0248289	0.0247786	0.0244258	0.0246847	0.0246091	0.0245757	0.0245612	0.0245377	0.0243762	0.0245875	0.0244475	0.0244333	0.0244064	0.0243674	0.024382	0.0242012	0.0242891	0.0242291	0.0240911	0.0238236	0.0233597	0.0226673	0.0221808	0.0217538	0.0211372	0.0211888	0.0211315	0.0210335	0.02093	0.0226184	0.0204715	0.0208419	0.0215001	0.0212223	0.0208536	0.0204699	0.0204413	0.0203776	0.0201699	0.0194685	0.0182618	0.0200608	0.0176965	0.0174979	0.0173269	0.0171769	0.0169261	0.0166079	0.0162551	0.015586	0.0148504	0.0137768	0.0149478	0.0139015	0.013721	0.0134689	0.0131486	0.0125067	0.0113319	0.00955089	0.0169756	0.00963209	0.00933127	0.00919172	0.00914087	0.00904172	0.00880874	0.00843275	0.00881913	0.00823854	0.00821363	0.00814753	0.00800666	0.0077207	0.00713288	0.00764817	0.00703832	0.00683508	0.00668609	0.00665486	0.00662104	0.00658852	0.00643281	0.00621014	0.00617797	0.00613803	0.00604674	0.00583411	0.00546041	0.00567513	0.00519884	0.00512906	0.00510227	0.00505517	0.00490174	0.00474286	0.00459187	0.00435027	0.00477738	0.00434201	0.00429426	0.00421548	0.00419278	0.00413807	0.00402334	0.00377302	0.0040696	0.00361483	0.00360812	0.00360426	0.00358745	0.00352742	0.00342248	0.00324939	0.00301501	0.00333756	0.00348722	0.00288215	0.00285164	0.00282158	0.00277025	0.00266812	0.00255425	0.00238773	

458	0.244	2	0	task-3:0.09	task-0:0.136	task-1:0.088	task-2:0.138	|	0.050542	0.0490796	0.046511	0.0446421	0.0418682	0.038859	0.0343764	0.0313021	0.0310134	0.029481	0.0289285	0.0284168	0.0274721	0.0272147	0.025969	0.0262097	0.0261936	0.0261358	0.025835	0.0255722	0.0252116	0.0245119	0.0271048	0.0246131	0.0246114	0.0246074	0.0246022	0.024597	0.024398	0.0244539	0.0244608	0.0244785	0.0245175	0.0245015	0.024469	0.0244078	0.0244022	0.0244098	0.0242064	0.0239944	0.0236468	0.0237388	0.0240075	0.0236743	0.023409	0.0233895	0.0233647	0.023344	0.0232817	0.0226112	0.0246493	0.0229504	0.0229531	0.0229504	0.0229358	0.0225578	0.0237038	0.0225906	0.0227665	0.022891	0.0227605	0.0225425	0.0227294	0.0228406	0.0227022	0.0226447	0.0226895	0.0225854	0.0221844	0.0234331	0.0723509	0.0209352	0.020851	0.0206785	0.0203733	0.0199798	0.0196289	0.0285971	0.0191048	0.0190268	0.0189983	0.0189676	0.0189125	0.0188686	0.0188288	0.0187636	0.0186891	0.0185418	0.0182675	0.0178915	0.0191024	0.0177794	0.0177278	0.0176936	0.017646	0.0175428	0.0173278	0.0168913	0.0160271	0.0143998	0.0310054	0.0253208	0.0201097	0.0150789	0.0150361	0.0137478	0.0136547	0.0135374	0.0134326	0.0133795	0.0133369	0.0131966	0.013109	0.0129858	0.0127692	0.0125392	0.0134244	0.0124302	0.0123521	0.0123026	0.0122709	0.0122284	0.0121034	0.0121092	0.012108	0.0120762	0.012006	0.0118785	0.0119741	0.0117778	0.0117786	0.011788	0.0117654	0.0117149	0.011633	0.0116722	0.0116389	0.011606	0.011545	0.0115099	0.0114395	0.0113709	0.011236	0.0113934	0.0112294	0.0111861	0.0111462	0.0111125	0.0110534	0.0109292	0.0110134	0.0109183	0.0108792	0.0108645	0.0108358	0.0107854	0.0106571	0.0107657	0.0106605	0.0106183	0.0105834	0.0105522	0.0105029	0.0103885	0.0104263	0.0103825	0.0103436	0.0103356	0.010323	0.0102501	0.0102195	0.0101629	0.0100394	0.0101578	0.0100344	0.00999908	0.00997592	0.00992884	0.00983451	0.00964785	0.00928531	0.00860317	0.0103606	0.0310571	0.0148863	0.0605407	0.0086845	0.0075429	0.00750535	0.007474	0.00744809	0.00739611	0.00730747	0.00716243	0.00836675	0.00718385	0.0071584	0.00713554	0.00711288	0.00707739	0.00707433	0.00701528	0.00702023	0.0070279	0.00702172	0.00700477	0.00696537	0.00688474	0.00673209	0.00679199	0.0122733	0.00651919	0.00649156	0.00646776	0.00646288	0.0064497	0.00642602	0.00637996	0.00628423	0.00648255	0.00629231	0.00627631	0.00625204	0.00624974	0.00622943	0.00618843	0.0061129	0.00625041	0.00623594	0.00603534	0.00602648	0.00600867	0.00597471	0.00600398	0.00593594	0.00593547	0.00594217	0.00591159	0.00588889	0.00588931	0.00589962	0.0058724	0.00585096	0.00585189	0.00585498	0.005864	0.00584678	0.00581891	0.00581781	0.00582064	0.00579711	0.00575436	0.00577237	0.0057023	0.00570069	0.00570073	0.0056721	0.00560686	0.0054784	0.0052596	0.00522648	0.0124051	0.00494758	0.00492074	0.00488618	0.00487133	0.00484615	0.00476546	0.00469565	0.00454179	0.00462093	0.004508	0.00446779	0.00441243	0.00439525	0.00438385	0.00435379	0.00430249	0.00428166	0.0042407	0.00422491	0.00419946	0.00413952	0.00416369	0.00414395	0.00411712	0.00410636	0.00409934	0.00408941	0.00405557	0.00403026	0.00397432	0.00409822	0.00397454	0.00396361	0.00394417	0.00393779	0.00391656	0.00387548	0.00381858	0.00388321	0.0039628	0.00373849	0.00373014	0.00371981	0.00370381	0.00367351	0.00361394	0.00387731	0.00359564	0.00359852	0.00359973	0.00359861	0.00359439	0.00358186	0.00355819	0.00351434	0.00343684	0.00426535	0.00394477	0.003378	0.00336246	0.00335261	0.00334644	0.00333502	0.00331432	0.0032742	0.00319419	0.00304603	0.00364558	0.00929428	0.00282016	0.00276499	0.00276211	0.00275874	0.002749	0.00273004	0.00269541	0.00269134	0.00279146	0.00264617	0.00264309	0.00263731	0.002627	0.00260586	0.00262125	0.00260387	0.00259705	0.00259403	0.00258808	0.00257676	0.00255693	0.00253242	0.00297004	0.00252074	0.00251639	0.00250871	0.00250832	0.00250122	0.00248693	

175	0.079	1	0	task-3:0.074	task-0:0.106	task-1:0.096	task-2:0.12	|	0.0643484	0.0577634	0.0466405	0.0459356	0.0452308	0.0438612	0.0413603	0.0374263	0.0325628	0.0321879	0.0303221	0.0282779	0.0282517	0.0282921	0.0282527	0.0280915	0.0277849	0.0270214	0.0271099	0.0271328	0.0270995	0.0269167	0.0265685	0.0260237	0.0251201	0.0249999	0.0242902	0.0241463	0.0243816	0.0243008	0.0242955	0.0242858	0.0242679	0.0242917	0.0242244	0.0242545	0.0242551	0.0242545	0.0242409	0.0242293	0.0242	0.0241383	0.0239997	0.0237299	0.0232586	0.0225944	0.0223032	0.0217483	0.0212232	0.0209406	0.020904	0.0208185	0.0214597	0.0212748	0.0211296	0.0214023	0.0200899	0.0208136	0.0202589	0.019909	0.019732	0.0194769	0.0192455	0.0186195	0.0174048	0.0152794	0.0173868	0.0216105	0.0147473	0.0136628	0.013223	0.013158	0.0130402	0.0128131	0.0124042	0.011724	0.0106596	0.0111766	0.0113589	0.00948297	0.00881715	0.00877775	0.008705	0.00856756	0.00833775	0.00792492	0.00793228	0.00784006	0.00765729	0.00730524	0.00666165	0.0079083	0.0063233	0.00627708	0.00622331	0.00613722	0.00599341	0.00587116	0.00563817	0.00521825	0.00454491	0.00895733	0.00445322	0.00441853	0.00435774	0.00433055	0.00423279	0.00419967	0.00419325	0.00417291	0.00409992	0.00396954	0.00380101	0.0035453	0.00320602	0.00971054	0.00325476	0.00320121	0.00319373	0.00316993	0.0031213	0.00302604	0.00282239	0.00282743	0.00261894	0.00259765	0.00260223	0.00259569	0.00257546	0.00253377	0.00245624	

204	0.1	1	0	task-3:0.068	task-0:0.102	task-1:0.1	task-2:0.106	|	0.0644119	0.0606372	0.0542062	0.0524257	0.0503883	0.0466107	0.0406209	0.0355116	0.0351826	0.0311965	0.0306176	0.03059	0.0303826	0.0299789	0.0292598	0.0284251	0.0277261	0.0264708	0.0272171	0.0266003	0.0263869	0.0261294	0.0260042	0.0256005	0.0256577	0.0249273	0.0251971	0.0252079	0.0252069	0.0250242	0.0249668	0.0248614	0.0246677	0.0242048	0.0266229	0.0243168	0.0243252	0.0243298	0.024324	0.0243138	0.0242933	0.0242392	0.0242957	0.0242505	0.0242484	0.0242445	0.0242369	0.0242222	0.0242182	0.0241566	0.024137	0.0240354	0.0238349	0.0234807	0.0229378	0.0222835	0.0216454	0.0210465	0.0209497	0.020794	0.0211052	0.0212007	0.0214058	0.0219605	0.0206494	0.0209165	0.0212279	0.0217532	0.0213883	0.0209933	0.0207952	0.0208129	0.0208445	0.0208814	0.02077	0.0203432	0.0222806	0.0198244	0.019653	0.0194178	0.0190361	0.0183497	0.0173956	0.0162861	0.0150501	0.0138216	0.0152705	0.0134432	0.012814	0.0127968	0.0126733	0.0124834	0.0121813	0.0115926	0.0105302	0.00919578	0.0214871	0.00879786	0.0085633	0.0083979	0.00823839	0.00808004	0.00799234	0.00770595	0.007661	0.00763147	0.00758922	0.00744609	0.00717525	0.00670899	0.00714727	0.00658384	0.00653682	0.00642676	0.0062332	0.0058851	0.00585011	0.00560909	0.00547161	0.00542901	0.0053489	0.00518456	0.00483478	0.00497096	0.00460586	0.00455171	0.00453097	0.00449713	0.00435493	0.00429739	0.00422883	0.00410413	0.00387129	0.0034626	0.0036581	0.00792145	0.00294213	0.002735	0.00273086	0.00274677	0.00274582	0.00273434	0.00270654	0.00264989	0.0025389	0.00233021	

