160	0.016	2	task-0:0.242	|	0.265282	0.228584	0.226637	0.223275	0.219362	0.216838	0.216068	0.214392	0.212116	0.211367	0.214761	0.209297	0.208992	0.208873	0.208559	0.208208	0.207945	0.207793	0.207625	0.207261	0.206472	0.205994	0.20684	0.20542	0.205345	0.205281	0.205146	0.205042	0.205074	0.205033	0.184866	0.179171	0.169802	0.161443	0.156894	0.148448	0.133271	0.121219	0.120497	0.110545	0.109011	0.106217	0.106281	0.104198	0.102553	0.100386	0.0977876	0.0942318	0.0959812	0.0934978	0.0929317	0.0916454	0.0901767	0.0889349	0.0890126	0.0886349	0.0882568	0.0873923	0.0862766	0.0841036	0.0849144	0.0834312	0.083291	0.0830265	0.0824741	0.0824008	0.0821523	0.0821954	0.0821499	0.0820313	0.0817615	0.0812158	0.0804329	0.0798244	0.0801501	0.0802614	0.0802838	0.0803935	0.0803216	0.0803175	0.0803087	0.0802911	0.0802919	0.0802903	0.0802859	0.0644238	0.0534277	0.0464198	

147	0.016	2	task-0:0.226	|	0.276712	0.226702	0.225485	0.223978	0.222427	0.220832	0.2205	0.219771	0.219199	0.218129	0.217619	0.216683	0.215511	0.212913	0.208098	0.228815	0.226007	0.205734	0.2079	0.203965	0.203942	0.203936	0.203935	0.20393	0.203921	0.203904	0.203888	0.203886	0.203884	0.20388	0.182898	0.17749	0.16762	0.159734	0.155226	0.147861	0.135635	0.125	0.119876	0.115634	0.113694	0.109039	0.101246	0.093808	0.129419	0.0904882	0.0901751	0.0894522	0.0887694	0.0885342	0.087665	0.0870379	0.0863553	0.0851713	0.0844213	0.0844221	0.0838908	0.0837463	0.0834505	0.0827909	0.0814489	0.0806897	0.0854773	0.0803051	0.0802738	0.0801005	0.0798855	0.0797273	0.0797916	0.0797484	0.0797402	0.0797249	0.0796919	0.0796293	0.0796585	0.0795877	0.0585995	0.0562136	0.0463064	0.0454453	

146	0.015	2	task-0:0.258	|	0.276712	0.226702	0.225485	0.223978	0.222427	0.220832	0.2205	0.219771	0.219199	0.218129	0.217619	0.216683	0.215511	0.212913	0.208098	0.228815	0.226007	0.205734	0.2079	0.203965	0.203942	0.203936	0.203935	0.20393	0.203921	0.203904	0.203888	0.203886	0.203884	0.20388	0.182898	0.17749	0.16762	0.159734	0.155226	0.147861	0.135635	0.125	0.119876	0.115634	0.113694	0.109039	0.101246	0.093808	0.129419	0.0904882	0.0901751	0.0894522	0.0887694	0.0885342	0.087665	0.0870379	0.0863553	0.0851713	0.0844213	0.0844221	0.0838908	0.0837463	0.0834505	0.0827909	0.0814489	0.0806897	0.0854773	0.0803051	0.0802738	0.0801005	0.0798855	0.0797273	0.0797916	0.0797484	0.0797402	0.0797249	0.0796919	0.0796293	0.0796585	0.0795877	0.0632465	0.0510384	0.0469283	

146	0.016	2	task-0:0.258	|	0.276712	0.226702	0.225485	0.223978	0.222427	0.220832	0.2205	0.219771	0.219199	0.218129	0.217619	0.216683	0.215511	0.212913	0.208098	0.228815	0.226007	0.205734	0.2079	0.203965	0.203942	0.203936	0.203935	0.20393	0.203921	0.203904	0.203888	0.203886	0.203884	0.20388	0.182898	0.17749	0.16762	0.159734	0.155226	0.147861	0.135635	0.125	0.119876	0.115634	0.113694	0.109039	0.101246	0.093808	0.129419	0.0904882	0.0901751	0.0894522	0.0887694	0.0885342	0.087665	0.0870379	0.0863553	0.0851713	0.0844213	0.0844221	0.0838908	0.0837463	0.0834505	0.0827909	0.0814489	0.0806897	0.0854773	0.0803051	0.0802738	0.0801005	0.0798855	0.0797273	0.0797916	0.0797484	0.0797402	0.0797249	0.0796919	0.0796293	0.0796585	0.0795877	0.0632465	0.0510384	0.0469283	

147	0.016	2	task-0:0.226	|	0.276712	0.226702	0.225485	0.223978	0.222427	0.220832	0.2205	0.219771	0.219199	0.218129	0.217619	0.216683	0.215511	0.212913	0.208098	0.228815	0.226007	0.205734	0.2079	0.203965	0.203942	0.203936	0.203935	0.20393	0.203921	0.203904	0.203888	0.203886	0.203884	0.20388	0.182898	0.17749	0.16762	0.159734	0.155226	0.147861	0.135635	0.125	0.119876	0.115634	0.113694	0.109039	0.101246	0.093808	0.129419	0.0904882	0.0901751	0.0894522	0.0887694	0.0885342	0.087665	0.0870379	0.0863553	0.0851713	0.0844213	0.0844221	0.0838908	0.0837463	0.0834505	0.0827909	0.0814489	0.0806897	0.0854773	0.0803051	0.0802738	0.0801005	0.0798855	0.0797273	0.0797916	0.0797484	0.0797402	0.0797249	0.0796919	0.0796293	0.0796585	0.0795877	0.0585995	0.0562136	0.0463064	0.0454453	

146	0.015	2	task-0:0.258	|	0.276712	0.226702	0.225485	0.223978	0.222427	0.220832	0.2205	0.219771	0.219199	0.218129	0.217619	0.216683	0.215511	0.212913	0.208098	0.228815	0.226007	0.205734	0.2079	0.203965	0.203942	0.203936	0.203935	0.20393	0.203921	0.203904	0.203888	0.203886	0.203884	0.20388	0.182898	0.17749	0.16762	0.159734	0.155226	0.147861	0.135635	0.125	0.119876	0.115634	0.113694	0.109039	0.101246	0.093808	0.129419	0.0904882	0.0901751	0.0894522	0.0887694	0.0885342	0.087665	0.0870379	0.0863553	0.0851713	0.0844213	0.0844221	0.0838908	0.0837463	0.0834505	0.0827909	0.0814489	0.0806897	0.0854773	0.0803051	0.0802738	0.0801005	0.0798855	0.0797273	0.0797916	0.0797484	0.0797402	0.0797249	0.0796919	0.0796293	0.0796585	0.0795877	0.0632465	0.0510384	0.0469283	

152	0.016	2	task-0:0.262	|	0.276712	0.226702	0.225485	0.223978	0.222427	0.220832	0.2205	0.219771	0.219199	0.218129	0.217619	0.216683	0.215511	0.212913	0.208098	0.228815	0.226007	0.205734	0.2079	0.203965	0.203942	0.203936	0.203935	0.20393	0.203921	0.203904	0.203888	0.203886	0.203884	0.20388	0.182898	0.17749	0.16762	0.159734	0.155226	0.147861	0.135635	0.125	0.119876	0.115634	0.113694	0.109039	0.101246	0.093808	0.129419	0.0904882	0.0901751	0.0894522	0.0887694	0.0885342	0.087665	0.0870379	0.0863553	0.0851713	0.0844213	0.0844221	0.0838908	0.0837463	0.0834505	0.0827909	0.0814489	0.0806897	0.0854773	0.0803051	0.0802738	0.0801005	0.0798855	0.0797273	0.0797916	0.0797484	0.0797402	0.0797249	0.0796919	0.0796293	0.0796585	0.0795877	0.0631751	0.0510524	0.0470062	

153	0.016	2	task-0:0.212	|	0.271879	0.220372	0.219525	0.218142	0.216816	0.215598	0.215037	0.213784	0.21148	0.209833	0.224348	0.208818	0.208703	0.208408	0.207906	0.207482	0.207235	0.20717	0.206987	0.206873	0.206832	0.206699	0.206519	0.20632	0.18598	0.180237	0.17048	0.16135	0.156581	0.147515	0.131153	0.110685	0.142057	0.104672	0.103298	0.101305	0.100191	0.0994308	0.0985493	0.0972982	0.0962344	0.094338	0.092263	0.0927067	0.0922986	0.0921045	0.0915964	0.0911519	0.0906162	0.0900402	0.0889065	0.0888381	0.0880669	0.0867886	0.0862788	0.0868888	0.0842743	0.0839843	0.0833573	0.0828408	0.0831251	0.082851	0.0828606	0.0828012	0.082719	0.0827129	0.0826703	0.0825913	0.0824338	0.0824293	0.082361	0.0822166	0.0820272	0.0819088	0.081932	0.081909	0.0818611	0.08176	0.081724	0.0817458	0.0817034	0.0626529	0.0562059	0.0471111	

147	0.015	2	task-0:0.226	|	0.276712	0.226702	0.225485	0.223978	0.222427	0.220832	0.2205	0.219771	0.219199	0.218129	0.217619	0.216683	0.215511	0.212913	0.208098	0.228815	0.226007	0.205734	0.2079	0.203965	0.203942	0.203936	0.203935	0.20393	0.203921	0.203904	0.203888	0.203886	0.203884	0.20388	0.182898	0.17749	0.16762	0.159734	0.155226	0.147861	0.135635	0.125	0.119876	0.115634	0.113694	0.109039	0.101246	0.093808	0.129419	0.0904882	0.0901751	0.0894522	0.0887694	0.0885342	0.087665	0.0870379	0.0863553	0.0851713	0.0844213	0.0844221	0.0838908	0.0837463	0.0834505	0.0827909	0.0814489	0.0806897	0.0854773	0.0803051	0.0802738	0.0801005	0.0798855	0.0797273	0.0797916	0.0797484	0.0797402	0.0797249	0.0796919	0.0796293	0.0796585	0.0795877	0.0585995	0.0562136	0.0463064	0.0454453	

146	0.016	2	task-0:0.26	|	0.271879	0.220372	0.219525	0.218142	0.216816	0.215598	0.215037	0.213784	0.21148	0.209833	0.224348	0.208818	0.208703	0.208408	0.207906	0.207482	0.207235	0.20717	0.206987	0.206873	0.206832	0.206699	0.206519	0.20632	0.18598	0.180237	0.17048	0.16135	0.156581	0.147515	0.131153	0.110685	0.142057	0.104672	0.103298	0.101305	0.100191	0.0994308	0.0985493	0.0972982	0.0962344	0.094338	0.092263	0.0927067	0.0922986	0.0921045	0.0915964	0.0911519	0.0906162	0.0900402	0.0889065	0.0888381	0.0880669	0.0867886	0.0862788	0.0868888	0.0842743	0.0839843	0.0833573	0.0828408	0.0831251	0.082851	0.0828606	0.0828012	0.082719	0.0827129	0.0826703	0.0825913	0.0824338	0.0824293	0.082361	0.0822166	0.0820272	0.0819088	0.081932	0.081909	0.0818611	0.08176	0.081724	0.0817458	0.0817034	0.0645185	0.054655	0.0491612	

147	0.015	2	task-0:0.226	|	0.276712	0.226702	0.225485	0.223978	0.222427	0.220832	0.2205	0.219771	0.219199	0.218129	0.217619	0.216683	0.215511	0.212913	0.208098	0.228815	0.226007	0.205734	0.2079	0.203965	0.203942	0.203936	0.203935	0.20393	0.203921	0.203904	0.203888	0.203886	0.203884	0.20388	0.182898	0.17749	0.16762	0.159734	0.155226	0.147861	0.135635	0.125	0.119876	0.115634	0.113694	0.109039	0.101246	0.093808	0.129419	0.0904882	0.0901751	0.0894522	0.0887694	0.0885342	0.087665	0.0870379	0.0863553	0.0851713	0.0844213	0.0844221	0.0838908	0.0837463	0.0834505	0.0827909	0.0814489	0.0806897	0.0854773	0.0803051	0.0802738	0.0801005	0.0798855	0.0797273	0.0797916	0.0797484	0.0797402	0.0797249	0.0796919	0.0796293	0.0796585	0.0795877	0.0585995	0.0562136	0.0463064	0.0454453	

147	0.016	2	task-0:0.226	|	0.276712	0.226702	0.225485	0.223978	0.222427	0.220832	0.2205	0.219771	0.219199	0.218129	0.217619	0.216683	0.215511	0.212913	0.208098	0.228815	0.226007	0.205734	0.2079	0.203965	0.203942	0.203936	0.203935	0.20393	0.203921	0.203904	0.203888	0.203886	0.203884	0.20388	0.182898	0.17749	0.16762	0.159734	0.155226	0.147861	0.135635	0.125	0.119876	0.115634	0.113694	0.109039	0.101246	0.093808	0.129419	0.0904882	0.0901751	0.0894522	0.0887694	0.0885342	0.087665	0.0870379	0.0863553	0.0851713	0.0844213	0.0844221	0.0838908	0.0837463	0.0834505	0.0827909	0.0814489	0.0806897	0.0854773	0.0803051	0.0802738	0.0801005	0.0798855	0.0797273	0.0797916	0.0797484	0.0797402	0.0797249	0.0796919	0.0796293	0.0796585	0.0795877	0.0585995	0.0562136	0.0463064	0.0454453	

147	0.016	2	task-0:0.226	|	0.276712	0.226702	0.225485	0.223978	0.222427	0.220832	0.2205	0.219771	0.219199	0.218129	0.217619	0.216683	0.215511	0.212913	0.208098	0.228815	0.226007	0.205734	0.2079	0.203965	0.203942	0.203936	0.203935	0.20393	0.203921	0.203904	0.203888	0.203886	0.203884	0.20388	0.182898	0.17749	0.16762	0.159734	0.155226	0.147861	0.135635	0.125	0.119876	0.115634	0.113694	0.109039	0.101246	0.093808	0.129419	0.0904882	0.0901751	0.0894522	0.0887694	0.0885342	0.087665	0.0870379	0.0863553	0.0851713	0.0844213	0.0844221	0.0838908	0.0837463	0.0834505	0.0827909	0.0814489	0.0806897	0.0854773	0.0803051	0.0802738	0.0801005	0.0798855	0.0797273	0.0797916	0.0797484	0.0797402	0.0797249	0.0796919	0.0796293	0.0796585	0.0795877	0.0585995	0.0562136	0.0463064	0.0454453	

146	0.016	2	task-0:0.258	|	0.276712	0.226702	0.225485	0.223978	0.222427	0.220832	0.2205	0.219771	0.219199	0.218129	0.217619	0.216683	0.215511	0.212913	0.208098	0.228815	0.226007	0.205734	0.2079	0.203965	0.203942	0.203936	0.203935	0.20393	0.203921	0.203904	0.203888	0.203886	0.203884	0.20388	0.182898	0.17749	0.16762	0.159734	0.155226	0.147861	0.135635	0.125	0.119876	0.115634	0.113694	0.109039	0.101246	0.093808	0.129419	0.0904882	0.0901751	0.0894522	0.0887694	0.0885342	0.087665	0.0870379	0.0863553	0.0851713	0.0844213	0.0844221	0.0838908	0.0837463	0.0834505	0.0827909	0.0814489	0.0806897	0.0854773	0.0803051	0.0802738	0.0801005	0.0798855	0.0797273	0.0797916	0.0797484	0.0797402	0.0797249	0.0796919	0.0796293	0.0796585	0.0795877	0.0632465	0.0510384	0.0469283	

189	0.016	2	task-0:0.194	|	0.244265	0.22444	0.223484	0.222481	0.221251	0.219821	0.219315	0.218579	0.217726	0.21672	0.215994	0.215132	0.21449	0.214158	0.213555	0.213361	0.212999	0.212709	0.212207	0.211925	0.211446	0.210901	0.209631	0.20718	0.215751	0.206981	0.206861	0.206634	0.206435	0.206462	0.206363	0.206252	0.206129	0.206024	0.205841	0.205633	0.205565	0.205532	0.184616	0.178402	0.169176	0.160675	0.155881	0.14631	0.128757	0.117373	0.119673	0.105353	0.104013	0.101874	0.101357	0.100354	0.0995298	0.0975892	0.0947825	0.0935298	0.0930876	0.092754	0.0921103	0.0907229	0.0894225	0.0870747	0.087312	0.0871421	0.0868926	0.0865732	0.0861686	0.0855354	0.0851588	0.0844457	0.0831491	0.0837835	0.083352	0.0832291	0.0830569	0.08283	0.082463	0.0827173	0.0818898	0.0817873	0.0815661	0.0811649	0.0813605	0.0813437	0.0812992	0.0811961	0.0810147	0.0807391	0.0808983	0.0807657	0.0807249	0.08066	0.0805279	0.0803117	0.0591201	0.0490823	0.0429874	

146	0.015	2	task-0:0.258	|	0.276712	0.226702	0.225485	0.223978	0.222427	0.220832	0.2205	0.219771	0.219199	0.218129	0.217619	0.216683	0.215511	0.212913	0.208098	0.228815	0.226007	0.205734	0.2079	0.203965	0.203942	0.203936	0.203935	0.20393	0.203921	0.203904	0.203888	0.203886	0.203884	0.20388	0.182898	0.17749	0.16762	0.159734	0.155226	0.147861	0.135635	0.125	0.119876	0.115634	0.113694	0.109039	0.101246	0.093808	0.129419	0.0904882	0.0901751	0.0894522	0.0887694	0.0885342	0.087665	0.0870379	0.0863553	0.0851713	0.0844213	0.0844221	0.0838908	0.0837463	0.0834505	0.0827909	0.0814489	0.0806897	0.0854773	0.0803051	0.0802738	0.0801005	0.0798855	0.0797273	0.0797916	0.0797484	0.0797402	0.0797249	0.0796919	0.0796293	0.0796585	0.0795877	0.0632465	0.0510384	0.0469283	

146	0.016	2	task-0:0.258	|	0.276712	0.226702	0.225485	0.223978	0.222427	0.220832	0.2205	0.219771	0.219199	0.218129	0.217619	0.216683	0.215511	0.212913	0.208098	0.228815	0.226007	0.205734	0.2079	0.203965	0.203942	0.203936	0.203935	0.20393	0.203921	0.203904	0.203888	0.203886	0.203884	0.20388	0.182898	0.17749	0.16762	0.159734	0.155226	0.147861	0.135635	0.125	0.119876	0.115634	0.113694	0.109039	0.101246	0.093808	0.129419	0.0904882	0.0901751	0.0894522	0.0887694	0.0885342	0.087665	0.0870379	0.0863553	0.0851713	0.0844213	0.0844221	0.0838908	0.0837463	0.0834505	0.0827909	0.0814489	0.0806897	0.0854773	0.0803051	0.0802738	0.0801005	0.0798855	0.0797273	0.0797916	0.0797484	0.0797402	0.0797249	0.0796919	0.0796293	0.0796585	0.0795877	0.0632465	0.0510384	0.0469283	

146	0.015	2	task-0:0.258	|	0.276712	0.226702	0.225485	0.223978	0.222427	0.220832	0.2205	0.219771	0.219199	0.218129	0.217619	0.216683	0.215511	0.212913	0.208098	0.228815	0.226007	0.205734	0.2079	0.203965	0.203942	0.203936	0.203935	0.20393	0.203921	0.203904	0.203888	0.203886	0.203884	0.20388	0.182898	0.17749	0.16762	0.159734	0.155226	0.147861	0.135635	0.125	0.119876	0.115634	0.113694	0.109039	0.101246	0.093808	0.129419	0.0904882	0.0901751	0.0894522	0.0887694	0.0885342	0.087665	0.0870379	0.0863553	0.0851713	0.0844213	0.0844221	0.0838908	0.0837463	0.0834505	0.0827909	0.0814489	0.0806897	0.0854773	0.0803051	0.0802738	0.0801005	0.0798855	0.0797273	0.0797916	0.0797484	0.0797402	0.0797249	0.0796919	0.0796293	0.0796585	0.0795877	0.0632465	0.0510384	0.0469283	

147	0.016	2	task-0:0.226	|	0.276712	0.226702	0.225485	0.223978	0.222427	0.220832	0.2205	0.219771	0.219199	0.218129	0.217619	0.216683	0.215511	0.212913	0.208098	0.228815	0.226007	0.205734	0.2079	0.203965	0.203942	0.203936	0.203935	0.20393	0.203921	0.203904	0.203888	0.203886	0.203884	0.20388	0.182898	0.17749	0.16762	0.159734	0.155226	0.147861	0.135635	0.125	0.119876	0.115634	0.113694	0.109039	0.101246	0.093808	0.129419	0.0904882	0.0901751	0.0894522	0.0887694	0.0885342	0.087665	0.0870379	0.0863553	0.0851713	0.0844213	0.0844221	0.0838908	0.0837463	0.0834505	0.0827909	0.0814489	0.0806897	0.0854773	0.0803051	0.0802738	0.0801005	0.0798855	0.0797273	0.0797916	0.0797484	0.0797402	0.0797249	0.0796919	0.0796293	0.0796585	0.0795877	0.0585995	0.0562136	0.0463064	0.0454453	

146	0.016	2	task-0:0.258	|	0.276712	0.226702	0.225485	0.223978	0.222427	0.220832	0.2205	0.219771	0.219199	0.218129	0.217619	0.216683	0.215511	0.212913	0.208098	0.228815	0.226007	0.205734	0.2079	0.203965	0.203942	0.203936	0.203935	0.20393	0.203921	0.203904	0.203888	0.203886	0.203884	0.20388	0.182898	0.17749	0.16762	0.159734	0.155226	0.147861	0.135635	0.125	0.119876	0.115634	0.113694	0.109039	0.101246	0.093808	0.129419	0.0904882	0.0901751	0.0894522	0.0887694	0.0885342	0.087665	0.0870379	0.0863553	0.0851713	0.0844213	0.0844221	0.0838908	0.0837463	0.0834505	0.0827909	0.0814489	0.0806897	0.0854773	0.0803051	0.0802738	0.0801005	0.0798855	0.0797273	0.0797916	0.0797484	0.0797402	0.0797249	0.0796919	0.0796293	0.0796585	0.0795877	0.0632465	0.0510384	0.0469283	

147	0.015	2	task-0:0.226	|	0.276712	0.226702	0.225485	0.223978	0.222427	0.220832	0.2205	0.219771	0.219199	0.218129	0.217619	0.216683	0.215511	0.212913	0.208098	0.228815	0.226007	0.205734	0.2079	0.203965	0.203942	0.203936	0.203935	0.20393	0.203921	0.203904	0.203888	0.203886	0.203884	0.20388	0.182898	0.17749	0.16762	0.159734	0.155226	0.147861	0.135635	0.125	0.119876	0.115634	0.113694	0.109039	0.101246	0.093808	0.129419	0.0904882	0.0901751	0.0894522	0.0887694	0.0885342	0.087665	0.0870379	0.0863553	0.0851713	0.0844213	0.0844221	0.0838908	0.0837463	0.0834505	0.0827909	0.0814489	0.0806897	0.0854773	0.0803051	0.0802738	0.0801005	0.0798855	0.0797273	0.0797916	0.0797484	0.0797402	0.0797249	0.0796919	0.0796293	0.0796585	0.0795877	0.0585995	0.0562136	0.0463064	0.0454453	

146	0	2	task-0:0.258	|	0.276712	0.226702	0.225485	0.223978	0.222427	0.220832	0.2205	0.219771	0.219199	0.218129	0.217619	0.216683	0.215511	0.212913	0.208098	0.228815	0.226007	0.205734	0.2079	0.203965	0.203942	0.203936	0.203935	0.20393	0.203921	0.203904	0.203888	0.203886	0.203884	0.20388	0.182898	0.17749	0.16762	0.159734	0.155226	0.147861	0.135635	0.125	0.119876	0.115634	0.113694	0.109039	0.101246	0.093808	0.129419	0.0904882	0.0901751	0.0894522	0.0887694	0.0885342	0.087665	0.0870379	0.0863553	0.0851713	0.0844213	0.0844221	0.0838908	0.0837463	0.0834505	0.0827909	0.0814489	0.0806897	0.0854773	0.0803051	0.0802738	0.0801005	0.0798855	0.0797273	0.0797916	0.0797484	0.0797402	0.0797249	0.0796919	0.0796293	0.0796585	0.0795877	0.0632465	0.0510384	0.0469283	

161	0.015	2	task-0:0.208	|	0.271879	0.220372	0.219525	0.218142	0.216816	0.215598	0.215037	0.213784	0.21148	0.209833	0.224348	0.208818	0.208703	0.208408	0.207906	0.207482	0.207235	0.20717	0.206987	0.206873	0.206832	0.206699	0.206519	0.20632	0.18598	0.180237	0.17048	0.16135	0.156581	0.147515	0.131153	0.110685	0.142057	0.104672	0.103298	0.101305	0.100191	0.0994308	0.0985493	0.0972982	0.0962344	0.094338	0.092263	0.0927067	0.0922986	0.0921045	0.0915964	0.0911519	0.0906162	0.0900402	0.0889065	0.0888381	0.0880669	0.0867886	0.0862788	0.0868888	0.0842743	0.0839843	0.0833573	0.0828408	0.0831251	0.082851	0.0828606	0.0828012	0.082719	0.0827129	0.0826703	0.0825913	0.0824338	0.0824293	0.082361	0.0822166	0.0820272	0.0819088	0.081932	0.081909	0.0818611	0.08176	0.081724	0.0817458	0.0817034	0.061543	0.0553107	0.0461437	

146	0.016	2	task-0:0.258	|	0.276712	0.226702	0.225485	0.223978	0.222427	0.220832	0.2205	0.219771	0.219199	0.218129	0.217619	0.216683	0.215511	0.212913	0.208098	0.228815	0.226007	0.205734	0.2079	0.203965	0.203942	0.203936	0.203935	0.20393	0.203921	0.203904	0.203888	0.203886	0.203884	0.20388	0.182898	0.17749	0.16762	0.159734	0.155226	0.147861	0.135635	0.125	0.119876	0.115634	0.113694	0.109039	0.101246	0.093808	0.129419	0.0904882	0.0901751	0.0894522	0.0887694	0.0885342	0.087665	0.0870379	0.0863553	0.0851713	0.0844213	0.0844221	0.0838908	0.0837463	0.0834505	0.0827909	0.0814489	0.0806897	0.0854773	0.0803051	0.0802738	0.0801005	0.0798855	0.0797273	0.0797916	0.0797484	0.0797402	0.0797249	0.0796919	0.0796293	0.0796585	0.0795877	0.0632465	0.0510384	0.0469283	

