51	0.043	4	0	task-3:0.538	task-0:0.484	task-1:0.466	task-2:0.494	|	0.130345	0.0495235	0.0474293	0.0450623	0.0444534	0.044321	0.043148	0.042743	0.0428675	0.0423073	0.0409622	0.0386167	0.0364904	0.0346805	0.0330453	0.0318668	0.0312692	0.0319225	0.0329278	0.034714	0.0369924	0.0387639	0.0341126	0.0349135	0.0320302	0.0296642	0.0288367	0.0286409	0.0289885	0.0293308	0.0283484	0.0281378	0.0280975	0.0280748	0.0277236	0.0278441	0.0277019	0.0273079	0.0267647	0.0268999	0.0268851	0.0253752	0.026691	0.0263058	0.0255851	0.025724	0.0252765	0.0249737	0.0259511	0.0253064	0.0243166	

97	0.083	4	0	task-3:0.446	task-0:0.18	task-1:0.08	task-2:0.412	|	0.0560019	0.0492246	0.0482741	0.0436531	0.0474672	0.0474574	0.0438391	0.0433583	0.0432105	0.043107	0.0429788	0.0426139	0.0423101	0.0421471	0.0416217	0.0408353	0.0397668	0.0382031	0.0374352	0.0362378	0.035518	0.0348781	0.0344147	0.0373912	0.039932	0.0343551	0.0307119	0.027768	0.0277879	0.027345	0.0225432	0.018905	0.0192806	0.0243274	0.0300582	0.0191108	0.0168495	0.0202173	0.011179	0.00542499	0.006124	0.00481771	0.00286305	0.00372799	0.00269718	0.00187019	0.001917	0.00153096	0.00138321	0.00143743	0.00691225	0.00210528	0.00777622	0.0145954	0.0148276	0.0241634	0.0235666	0.0186715	0.0129386	0.0122629	0.0139225	0.0136133	0.0119463	0.0106363	0.0105197	0.0113836	0.0123778	0.0122777	0.0118321	0.0114789	0.0115874	0.0114945	0.0113765	0.0112281	0.0108379	0.0104856	0.010086	0.00964449	0.00915704	0.0086328	0.00808904	0.0075435	0.00702138	0.00652718	0.00630441	0.00594769	0.00557664	0.00527347	0.00485182	0.00442459	0.00398713	0.00371271	0.00361455	0.00328323	0.00303539	0.00286682	0.00268606	

78	0.066	4	0	task-3:0.318	task-0:0.524	task-1:0.492	task-2:0.346	|	0.0466709	0.0488906	0.0451317	0.0454298	0.0453625	0.0438656	0.0437525	0.0436311	0.0432655	0.0424603	0.0410889	0.039567	0.0379796	0.0348426	0.0340752	0.0335439	0.0331491	0.0332197	0.033697	0.0343861	0.0341029	0.033914	0.0364084	0.0215738	0.0339575	0.0333051	0.0280948	0.0216878	0.0207749	0.0209785	0.0324247	0.032318	0.0301259	0.0190199	0.0187311	0.023169	0.0184783	0.0189277	0.0249982	0.0259709	0.0255303	0.0204395	0.0194742	0.0203304	0.0219155	0.0252176	0.0283764	0.0300715	0.0304303	0.0307414	0.0308297	0.0308255	0.0307334	0.0307797	0.0309782	0.03113	0.0313917	0.0317858	0.0318209	0.0318933	0.0318286	0.0319383	0.031919	0.0320279	0.0320711	0.0318073	0.0315594	0.0315214	0.0312015	0.0309564	0.0307833	0.0305306	0.0302332	0.0299132	0.0295638	0.0291553	0.0286766	0.0280989	

109	0.09	4	0	task-3:0.532	task-0:0.146	task-1:0.07	task-2:0.446	|	0.057699	0.05443	0.0512693	0.0389762	0.0598479	0.0575925	0.0425978	0.0353952	0.0349673	0.0337241	0.0325416	0.0312989	0.0299938	0.0279151	0.0257117	0.0238872	0.0217331	0.0196774	0.0183455	0.0178799	0.0181146	0.0177187	0.0179	0.0182745	0.0196394	0.0190147	0.0186166	0.0184332	0.0183373	0.018418	0.0182883	0.0181509	0.0180778	0.0179918	0.0178793	0.0178344	0.017679	0.0174673	0.0170028	0.0155312	0.013083	0.0123808	0.00934241	0.00807012	0.00576572	0.00473081	0.00423562	0.00392088	0.00343573	0.00300222	0.0026985	0.00242603	0.00217247	0.00195679	0.00176025	0.00157263	0.0014033	0.00121733	0.00107666	0.000924216	0.000685621	0.000504546	0.000477555	0.00023975	0.000221123	0.000217732	0.000131337	4.59353e-005	3.95404e-005	4.79027e-005	3.16827e-005	1.52519e-005	1.22312e-005	1.87583e-005	2.777e-005	1.51705e-005	1.47957e-005	1.65797e-005	2.25273e-005	3.53788e-005	7.28162e-005	5.12463e-005	6.72202e-005	0.000102074	0.00015084	0.000113189	0.00024582	0.000249185	0.000101516	7.66763e-005	7.23282e-005	7.22846e-005	6.81974e-005	7.08274e-005	8.00212e-005	0.000101905	5.55236e-005	3.91975e-005	2.56495e-005	1.63379e-005	9.79691e-006	5.04381e-006	2.18456e-006	5.75356e-007	9.5854e-008	2.9522e-008	1.65394e-008	5.82957e-009	1.35372e-009	

109	0.092	4	0	task-3:0.532	task-0:0.146	task-1:0.07	task-2:0.446	|	0.057699	0.05443	0.0512693	0.0389762	0.0598479	0.0575925	0.0425978	0.0353952	0.0349673	0.0337241	0.0325416	0.0312989	0.0299938	0.0279151	0.0257117	0.0238872	0.0217331	0.0196774	0.0183455	0.0178799	0.0181146	0.0177187	0.0179	0.0182745	0.0196394	0.0190147	0.0186166	0.0184332	0.0183373	0.018418	0.0182883	0.0181509	0.0180778	0.0179918	0.0178793	0.0178344	0.017679	0.0174673	0.0170028	0.0155312	0.013083	0.0123808	0.00934241	0.00807012	0.00576572	0.00473081	0.00423562	0.00392088	0.00343573	0.00300222	0.0026985	0.00242603	0.00217247	0.00195679	0.00176025	0.00157263	0.0014033	0.00121733	0.00107666	0.000924216	0.000685621	0.000504546	0.000477555	0.00023975	0.000221123	0.000217732	0.000131337	4.59353e-005	3.95404e-005	4.79027e-005	3.16827e-005	1.52519e-005	1.22312e-005	1.87583e-005	2.777e-005	1.51705e-005	1.47957e-005	1.65797e-005	2.25273e-005	3.53788e-005	7.28162e-005	5.12463e-005	6.72202e-005	0.000102074	0.00015084	0.000113189	0.00024582	0.000249185	0.000101516	7.66763e-005	7.23282e-005	7.22846e-005	6.81974e-005	7.08274e-005	8.00212e-005	0.000101905	5.55236e-005	3.91975e-005	2.56495e-005	1.63379e-005	9.79691e-006	5.04381e-006	2.18456e-006	5.75356e-007	9.5854e-008	2.9522e-008	1.65394e-008	5.82957e-009	1.35372e-009	

109	0.093	4	0	task-3:0.532	task-0:0.146	task-1:0.07	task-2:0.446	|	0.057699	0.05443	0.0512693	0.0389762	0.0598479	0.0575925	0.0425978	0.0353952	0.0349673	0.0337241	0.0325416	0.0312989	0.0299938	0.0279151	0.0257117	0.0238872	0.0217331	0.0196774	0.0183455	0.0178799	0.0181146	0.0177187	0.0179	0.0182745	0.0196394	0.0190147	0.0186166	0.0184332	0.0183373	0.018418	0.0182883	0.0181509	0.0180778	0.0179918	0.0178793	0.0178344	0.017679	0.0174673	0.0170028	0.0155312	0.013083	0.0123808	0.00934241	0.00807012	0.00576572	0.00473081	0.00423562	0.00392088	0.00343573	0.00300222	0.0026985	0.00242603	0.00217247	0.00195679	0.00176025	0.00157263	0.0014033	0.00121733	0.00107666	0.000924216	0.000685621	0.000504546	0.000477555	0.00023975	0.000221123	0.000217732	0.000131337	4.59353e-005	3.95404e-005	4.79027e-005	3.16827e-005	1.52519e-005	1.22312e-005	1.87583e-005	2.777e-005	1.51705e-005	1.47957e-005	1.65797e-005	2.25273e-005	3.53788e-005	7.28162e-005	5.12463e-005	6.72202e-005	0.000102074	0.00015084	0.000113189	0.00024582	0.000249185	0.000101516	7.66763e-005	7.23282e-005	7.22846e-005	6.81974e-005	7.08274e-005	8.00212e-005	0.000101905	5.55236e-005	3.91975e-005	2.56495e-005	1.63379e-005	9.79691e-006	5.04381e-006	2.18456e-006	5.75356e-007	9.5854e-008	2.9522e-008	1.65394e-008	5.82957e-009	1.35372e-009	
