345	0.178	3	0	task-3:0.066	task-0:0.26	task-1:0.076	task-2:0.128	|	0.0352907	0.0342909	0.0326524	0.031973	0.0316594	0.0309823	0.0295256	0.0269452	0.0270384	0.0249923	0.0246154	0.0243	0.0236955	0.0227761	0.0225674	0.0219981	0.0217465	0.0213047	0.0210835	0.0207097	0.0206163	0.020438	0.0201376	0.0197037	0.019906	0.0196306	0.0192885	0.0192281	0.0191171	0.0189122	0.0186324	0.018334	0.0185988	0.0183004	0.0182754	0.0182537	0.0182136	0.0181526	0.0180912	0.018038	0.0180015	0.0179748	0.0179409	0.0180164	0.0179279	0.0179283	0.0179255	0.0179195	0.0179013	0.0178858	0.0178683	0.0178468	0.0178163	0.0177777	0.0177441	0.0179111	0.0177133	0.0176954	0.017672	0.017646	0.0176163	0.0175774	0.0175443	0.0176687	0.0174648	0.0174122	0.0173233	0.0172482	0.0172651	0.0171925	0.0170856	0.0170009	0.016885	0.0169014	0.0167974	0.0167436	0.0167288	0.0167077	0.0166629	0.016576	0.0164263	0.0166677	0.0168872	0.0162783	0.0162511	0.0162429	0.0162317	0.0162253	0.0162147	0.0161941	0.0161589	0.0161245	0.0161181	0.016108	0.0160882	0.0160607	0.0159751	0.0158747	0.0162523	0.0156977	0.0155154	0.0151916	0.014668	0.0140776	0.0140401	0.0143277	0.0139409	0.0137057	0.013541	0.0131495	0.0124145	0.0112	0.0112222	0.0106589	0.0103165	0.0100701	0.00999104	0.0099205	0.00988179	0.00977291	0.00951857	0.00898402	0.00795546	0.0064965	0.0220294	0.00617183	0.00605012	0.00587545	0.005747	0.00550085	0.00507079	0.00450183	0.0084626	0.00437283	0.0042903	0.0042028	0.00405435	0.00397044	0.00385161	0.00364901	0.00323413	0.00350795	0.00309622	0.00299789	0.00284387	0.00273132	0.0025703	0.00237306	

537	0.323	7	0	task-3:0.048	task-0:0.286	task-1:0.052	task-2:0.122	|	0.0816208	0.0597077	0.0340628	0.0336339	0.0330623	0.0320532	0.029947	0.0276331	0.0291068	0.0262968	0.025296	0.0252248	0.0250193	0.0246874	0.0242879	0.0234884	0.0220498	0.0200227	0.0202133	0.0740547	0.0186025	0.0181964	0.0180172	0.0180046	0.0179926	0.0179859	0.0179716	0.017944	0.0179214	0.0179014	0.0178807	0.0178489	0.0178165	0.0180266	0.0177824	0.0177775	0.0177678	0.017749	0.0177264	0.0177509	0.0177157	0.017713	0.0177137	0.0177121	0.017709	0.0177049	0.0177032	0.0177	0.0176955	0.017685	0.0176874	0.0176764	0.0176697	0.0176594	0.0176465	0.0176325	0.0176188	0.0175937	0.0175721	0.0175398	0.017519	0.0175046	0.017499	0.0174928	0.0174999	0.0175125	0.0175275	0.0175447	0.0175329	0.017524	0.0175146	0.0175015	0.0174841	0.0174623	0.0174188	0.0173416	0.0172601	0.0172667	0.0172023	0.0172021	0.017189	0.0171589	0.0170986	0.0169868	0.0169841	0.0169084	0.0168763	0.0168178	0.0167157	0.0166282	0.016617	0.0165582	0.0165401	0.0165178	0.0164956	0.0164479	0.0163544	0.0161881	0.0163318	0.0167865	0.0160196	0.0159682	0.0159608	0.0159536	0.0159459	0.0159284	0.0158916	0.0158228	0.0156919	0.0157904	0.0165757	0.0155423	0.0155213	0.0155093	0.0155038	0.0154921	0.0154707	0.0154318	0.0154246	0.0153975	0.015381	0.0153756	0.0153666	0.0153431	0.015332	0.0153121	0.0152716	0.0152971	0.0152416	0.0152379	0.0152373	0.0152305	0.0152159	0.0151862	0.0151275	0.0150715	0.0155335	0.0150286	0.0150205	0.0150037	0.0149694	0.0148999	0.0147624	0.0144849	0.017457	0.0144466	0.0144718	0.014412	0.0144032	0.0143908	0.0143751	0.0143667	0.0143454	0.0143034	0.014223	0.0140771	0.0142743	0.018173	0.0141296	0.0140861	0.0137604	0.0137336	0.0137162	0.0137104	0.0137007	0.0136727	0.0136181	0.0136144	0.0136843	0.0135409	0.0135331	0.0135179	0.0134877	0.013428	0.0133446	0.0139452	0.0133339	0.0133058	0.0132976	0.0132943	0.0132939	0.013262	0.0132615	0.0132627	0.0132675	0.0132442	0.0132365	0.0132399	0.0132362	0.0131275	0.0130772	0.0129363	0.0126202	0.0120043	0.0115774	0.0127191	0.0109583	0.0107257	0.0106073	0.0105505	0.0104497	0.0102159	0.00975854	0.00879069	0.00918258	0.00794112	0.00776359	0.00758699	0.00728802	0.00673733	0.00581833	0.00420803	0.011242	0.00411182	0.00405385	0.00394693	0.00378188	0.00347684	0.00299626	0.00264313	0.00553103	0.00258978	0.00237063	

364	0.202	4	5	task-3:0.052	task-0:0.3	task-1:0.162	task-2:0.05	|	0.0353469	0.0352976	0.0351476	0.0347872	0.0339889	0.0323763	0.0299989	0.0291502	0.0277398	0.0271328	0.0259834	0.0248508	0.0238703	0.0236419	0.0233706	0.0230077	0.0224159	0.0222152	0.0219579	0.0215598	0.0210447	0.0208526	0.0207069	0.0204079	0.0198672	0.019083	0.0181596	0.0253287	0.0219578	0.0181761	0.0177529	0.0177467	0.0177356	0.0177214	0.0176996	0.0177156	0.0177101	0.017689	0.0176881	0.0176867	0.0176876	0.0176886	0.0176856	0.0176807	0.0176799	0.017674	0.0176714	0.0176683	0.0176624	0.0176647	0.0176532	0.0176465	0.0176386	0.0176272	0.0176174	0.0175964	0.0175695	0.0175367	0.0175085	0.0174892	0.0174813	0.017478	0.0174839	0.0174911	0.0175093	0.0175303	0.017514	0.0175144	0.0175125	0.0175092	0.017508	0.0175089	0.0175109	0.017507	0.0175212	0.0175126	0.0175108	0.0175101	0.0175107	0.0175112	0.0175006	0.0175085	0.0174817	0.0174455	0.0173451	0.0171389	0.0167833	0.0162986	0.0159438	0.0157999	0.0154096	0.0145987	0.013065	0.0113006	0.00848446	0.0120557	0.00837894	0.0081385	0.00759334	0.0073519	0.00697562	0.0066269	0.00623742	0.00564778	0.00487534	0.00432182	0.00375015	0.00365119	0.0035175	0.00339496	0.00341614	0.0031569	0.00301112	0.00279109	0.00265846	0.00256228	0.0023864	

364	0.196	4	5	task-3:0.052	task-0:0.3	task-1:0.162	task-2:0.05	|	0.0353469	0.0352976	0.0351476	0.0347872	0.0339889	0.0323763	0.0299989	0.0291502	0.0277398	0.0271328	0.0259834	0.0248508	0.0238703	0.0236419	0.0233706	0.0230077	0.0224159	0.0222152	0.0219579	0.0215598	0.0210447	0.0208526	0.0207069	0.0204079	0.0198672	0.019083	0.0181596	0.0253287	0.0219578	0.0181761	0.0177529	0.0177467	0.0177356	0.0177214	0.0176996	0.0177156	0.0177101	0.017689	0.0176881	0.0176867	0.0176876	0.0176886	0.0176856	0.0176807	0.0176799	0.017674	0.0176714	0.0176683	0.0176624	0.0176647	0.0176532	0.0176465	0.0176386	0.0176272	0.0176174	0.0175964	0.0175695	0.0175367	0.0175085	0.0174892	0.0174813	0.017478	0.0174839	0.0174911	0.0175093	0.0175303	0.017514	0.0175144	0.0175125	0.0175092	0.017508	0.0175089	0.0175109	0.017507	0.0175212	0.0175126	0.0175108	0.0175101	0.0175107	0.0175112	0.0175006	0.0175085	0.0174817	0.0174455	0.0173451	0.0171389	0.0167833	0.0162986	0.0159438	0.0157999	0.0154096	0.0145987	0.013065	0.0113006	0.00848446	0.0120557	0.00837894	0.0081385	0.00759334	0.0073519	0.00697562	0.0066269	0.00623742	0.00564778	0.00487534	0.00432182	0.00375015	0.00365119	0.0035175	0.00339496	0.00341614	0.0031569	0.00301112	0.00279109	0.00265846	0.00256228	0.0023864	

364	0.198	4	5	task-3:0.052	task-0:0.3	task-1:0.162	task-2:0.05	|	0.0353469	0.0352976	0.0351476	0.0347872	0.0339889	0.0323763	0.0299989	0.0291502	0.0277398	0.0271328	0.0259834	0.0248508	0.0238703	0.0236419	0.0233706	0.0230077	0.0224159	0.0222152	0.0219579	0.0215598	0.0210447	0.0208526	0.0207069	0.0204079	0.0198672	0.019083	0.0181596	0.0253287	0.0219578	0.0181761	0.0177529	0.0177467	0.0177356	0.0177214	0.0176996	0.0177156	0.0177101	0.017689	0.0176881	0.0176867	0.0176876	0.0176886	0.0176856	0.0176807	0.0176799	0.017674	0.0176714	0.0176683	0.0176624	0.0176647	0.0176532	0.0176465	0.0176386	0.0176272	0.0176174	0.0175964	0.0175695	0.0175367	0.0175085	0.0174892	0.0174813	0.017478	0.0174839	0.0174911	0.0175093	0.0175303	0.017514	0.0175144	0.0175125	0.0175092	0.017508	0.0175089	0.0175109	0.017507	0.0175212	0.0175126	0.0175108	0.0175101	0.0175107	0.0175112	0.0175006	0.0175085	0.0174817	0.0174455	0.0173451	0.0171389	0.0167833	0.0162986	0.0159438	0.0157999	0.0154096	0.0145987	0.013065	0.0113006	0.00848446	0.0120557	0.00837894	0.0081385	0.00759334	0.0073519	0.00697562	0.0066269	0.00623742	0.00564778	0.00487534	0.00432182	0.00375015	0.00365119	0.0035175	0.00339496	0.00341614	0.0031569	0.00301112	0.00279109	0.00265846	0.00256228	0.0023864	

364	0.201	4	5	task-3:0.052	task-0:0.3	task-1:0.162	task-2:0.05	|	0.0353469	0.0352976	0.0351476	0.0347872	0.0339889	0.0323763	0.0299989	0.0291502	0.0277398	0.0271328	0.0259834	0.0248508	0.0238703	0.0236419	0.0233706	0.0230077	0.0224159	0.0222152	0.0219579	0.0215598	0.0210447	0.0208526	0.0207069	0.0204079	0.0198672	0.019083	0.0181596	0.0253287	0.0219578	0.0181761	0.0177529	0.0177467	0.0177356	0.0177214	0.0176996	0.0177156	0.0177101	0.017689	0.0176881	0.0176867	0.0176876	0.0176886	0.0176856	0.0176807	0.0176799	0.017674	0.0176714	0.0176683	0.0176624	0.0176647	0.0176532	0.0176465	0.0176386	0.0176272	0.0176174	0.0175964	0.0175695	0.0175367	0.0175085	0.0174892	0.0174813	0.017478	0.0174839	0.0174911	0.0175093	0.0175303	0.017514	0.0175144	0.0175125	0.0175092	0.017508	0.0175089	0.0175109	0.017507	0.0175212	0.0175126	0.0175108	0.0175101	0.0175107	0.0175112	0.0175006	0.0175085	0.0174817	0.0174455	0.0173451	0.0171389	0.0167833	0.0162986	0.0159438	0.0157999	0.0154096	0.0145987	0.013065	0.0113006	0.00848446	0.0120557	0.00837894	0.0081385	0.00759334	0.0073519	0.00697562	0.0066269	0.00623742	0.00564778	0.00487534	0.00432182	0.00375015	0.00365119	0.0035175	0.00339496	0.00341614	0.0031569	0.00301112	0.00279109	0.00265846	0.00256228	0.0023864	
