51	0.343	16	0	task-3:0.226	task-0:0.034	task-1:0.05	task-2:0.806	|	0.114719	1.17678e-009	0	0	3.00374e-012	0	0	3.14068e-015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

51	0.369	16	0	task-3:0.226	task-0:0.034	task-1:0.05	task-2:0.806	|	0.128748	1.60044e-007	2.25219e-013	0	5.53962e-015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

51	0.334	16	0	task-3:0.226	task-0:0.034	task-1:0.05	task-2:0.194	|	0.134642	1.19314e-007	5.19985e-014	0	6.07703e-014	7.10632e-015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

51	0.4	16	0	task-3:0.226	task-0:0.034	task-1:0.05	task-2:0.194	|	0.134642	1.19314e-007	5.19985e-014	0	6.07703e-014	7.10632e-015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

51	0.336	16	0	task-3:0.774	task-0:0.034	task-1:0.05	task-2:0.194	|	0.0259257	2.11129e-010	0	0	6.59751e-012	8.23033e-015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

51	0.334	16	0	task-3:0.226	task-0:0.034	task-1:0.05	task-2:0.194	|	0.0101936	2.55436e-009	0	7.13138e-014	0	3.65398e-013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

51	0.295	16	0	task-3:0.226	task-0:0.034	task-1:0.05	task-2:0.194	|	0.00643083	2.70616e-008	2.43909e-013	0	1.13168e-012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

51	0.178	16	0	task-3:0.226	task-0:0.034	task-1:0.05	task-2:0.194	|	0.0276783	4.67406e-011	0	0	1.01866e-011	2.20858e-014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

51	0.178	16	0	task-3:0.226	task-0:0.034	task-1:0.05	task-2:0.194	|	0.0276783	4.67406e-011	0	0	1.01866e-011	2.20858e-014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

51	0.175	16	0	task-3:0.226	task-0:0.034	task-1:0.05	task-2:0.194	|	0.0276783	4.67406e-011	0	0	1.01866e-011	2.20858e-014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

