176	0.011	1	0	task-0:0.368	|	0.308912	0.256854	0.253352	0.244017	0.230582	0.211218	0.208718	0.321617	0.194293	0.199876	0.192178	0.19149	0.190735	0.190491	0.189294	0.18862	0.187052	0.185553	0.185505	0.184402	0.183862	0.1836	0.183537	0.182671	0.18185	0.180438	0.178147	0.183169	0.177441	0.176726	0.176348	0.175456	0.173625	0.173681	0.172485	0.171174	0.171	0.170357	0.16893	0.170632	0.168962	0.168476	0.168108	0.16797	0.167506	0.166917	0.165902	0.163827	0.168235	0.163853	0.163464	0.163196	0.16266	0.161522	0.159563	0.163357	0.159725	0.159458	0.159359	0.159042	0.158298	0.156746	0.157567	0.155615	0.155017	0.154959	0.154793	0.154809	0.154567	0.154619	0.154627	0.154533	0.154345	0.15439	0.15417	0.154201	0.147038	0.145384	0.138764	0.110519	0.0584113	0.0512302	0.0486752	0.0460448	0.0465217	0.0436286	0.0423832	0.0410785	0.0379912	0.0322293	0.0278067	0.0913961	0.0241968	0.0235471	0.0232493	0.0228344	0.0222968	0.0215798	0.020624	0.0202564	0.0202173	0.0198085	0.0193671	0.0189417	0.0181305	0.0172364	0.0171553	0.0166971	0.0163163	0.0159011	0.0153817	0.0147745	0.013925	0.0123697	0.0149213	0.012757	0.0107282	0.0106111	0.0103152	0.00973075	0.00881687	0.0094722	0.00889795	0.00783897	0.00775067	0.00758938	0.00724168	0.00656694	0.00539303	0.0055666	0.0260699	0.00384538	0.00377437	0.00370245	0.00363921	0.00360551	0.00352736	0.00348433	0.00343259	0.00337431	0.00328876	0.00315416	0.00306312	0.0029551	0.00284643	0.0026365	0.00225791	

154	0.013	1	0	task-0:0.158	|	0.248223	0.234572	0.23026	0.219674	0.215571	0.233101	0.207253	0.205768	0.203766	0.201491	0.200515	0.199046	0.198296	0.196331	0.196338	0.194629	0.193409	0.192919	0.191756	0.191166	0.190072	0.187546	0.189613	0.188309	0.184213	0.183779	0.182317	0.179224	0.183329	0.17878	0.176491	0.176303	0.175577	0.173856	0.17126	0.173557	0.174062	0.168167	0.167673	0.16753	0.16712	0.166019	0.165368	0.16435	0.164628	0.164528	0.164182	0.163308	0.161621	0.159674	0.165486	0.15862	0.158533	0.158247	0.157549	0.156146	0.157645	0.156158	0.156098	0.156052	0.155909	0.155394	0.155804	0.155528	0.155389	0.155359	0.155221	0.154886	0.154173	0.153985	0.152844	0.153158	0.153123	0.15302	0.134054	0.133698	0.132698	0.132223	0.127934	0.123809	0.119206	0.113228	0.100883	0.0604671	0.120198	0.0350828	0.0193179	0.0175388	0.0162086	0.0141661	0.0125739	0.0109566	0.00942877	0.00812497	0.00797419	0.00752166	0.00665968	0.0054695	0.00403958	0.00600908	0.0038218	0.00341791	0.00311947	0.0030257	0.00286301	0.00261368	0.00211506	

206	0.08	1	0	task-0:0.16	|	0.261125	0.251905	0.244566	0.22774	0.215003	0.28275	0.208758	0.210036	0.206061	0.20475	0.202845	0.200884	0.199493	0.198452	0.197931	0.197219	0.196378	0.195892	0.194284	0.193209	0.192405	0.191705	0.191164	0.190083	0.188693	0.186116	0.190179	0.185635	0.184786	0.184248	0.18296	0.181619	0.18219	0.180682	0.180054	0.179851	0.179854	0.17912	0.178802	0.178689	0.178581	0.177767	0.177532	0.176893	0.175367	0.175721	0.173808	0.173615	0.173406	0.172586	0.171906	0.170528	0.171322	0.170419	0.169864	0.169585	0.168864	0.167176	0.168848	0.167172	0.166718	0.166359	0.166148	0.165477	0.165439	0.165029	0.164664	0.164324	0.163418	0.163835	0.163447	0.163047	0.162958	0.162621	0.161776	0.159988	0.162033	0.158634	0.158464	0.158374	0.158072	0.1578	0.157073	0.157647	0.157203	0.157026	0.156956	0.156724	0.156186	0.155064	0.155566	0.153757	0.153844	0.153805	0.15369	0.15369	0.153518	0.153562	0.153565	0.153508	0.153362	0.153313	0.202399	0.136853	0.136542	0.135584	0.130425	0.121442	0.0914473	0.039877	0.333027	0.0714656	0.37735	0.295813	0.39392	0.154078	0.427267	0.30956	0.402245	0.0876963	0.473475	0.303685	0.433193	0.169581	0.491047	0.307704	0.428239	0.0828896	0.502927	0.280804	0.440886	0.191952	0.50309	0.285816	0.433084	0.0660911	0.501151	0.205407	0.443206	0.256859	0.479301	0.165056	0.43728	0.112277	0.477708	0.140842	0.435191	0.0811997	0.48835	0.102416	0.424138	0.029571	0.125542	0.00665849	0.00582182	0.00555431	0.00505114	0.00423669	0.00371975	0.00323367	0.00351328	0.00374637	0.00289814	0.00284667	0.00281746	0.00275975	0.00265282	0.00242261	

206	0.017	1	0	task-0:0.16	|	0.261125	0.251905	0.244566	0.22774	0.215003	0.28275	0.208758	0.210036	0.206061	0.20475	0.202845	0.200884	0.199493	0.198452	0.197931	0.197219	0.196378	0.195892	0.194284	0.193209	0.192405	0.191705	0.191164	0.190083	0.188693	0.186116	0.190179	0.185635	0.184786	0.184248	0.18296	0.181619	0.18219	0.180682	0.180054	0.179851	0.179854	0.17912	0.178802	0.178689	0.178581	0.177767	0.177532	0.176893	0.175367	0.175721	0.173808	0.173615	0.173406	0.172586	0.171906	0.170528	0.171322	0.170419	0.169864	0.169585	0.168864	0.167176	0.168848	0.167172	0.166718	0.166359	0.166148	0.165477	0.165439	0.165029	0.164664	0.164324	0.163418	0.163835	0.163447	0.163047	0.162958	0.162621	0.161776	0.159988	0.162033	0.158634	0.158464	0.158374	0.158072	0.1578	0.157073	0.157647	0.157203	0.157026	0.156956	0.156724	0.156186	0.155064	0.155566	0.153757	0.153844	0.153805	0.15369	0.15369	0.153518	0.153562	0.153565	0.153508	0.153362	0.153313	0.202399	0.136853	0.136542	0.135584	0.130425	0.121442	0.0914473	0.039877	0.333027	0.0714656	0.37735	0.295813	0.39392	0.154078	0.427267	0.30956	0.402245	0.0876963	0.473475	0.303685	0.433193	0.169581	0.491047	0.307704	0.428239	0.0828896	0.502927	0.280804	0.440886	0.191952	0.50309	0.285816	0.433084	0.0660911	0.501151	0.205407	0.443206	0.256859	0.479301	0.165056	0.43728	0.112277	0.477708	0.140842	0.435191	0.0811997	0.48835	0.102416	0.424138	0.029571	0.125542	0.00665849	0.00582182	0.00555431	0.00505114	0.00423669	0.00371975	0.00323367	0.00351328	0.00374637	0.00289814	0.00284667	0.00281746	0.00275975	0.00265282	0.00242261	

140	0.077	1	0	task-0:0.146	|	0.270398	0.262348	0.246859	0.219966	0.237736	0.251878	0.202428	0.202819	0.200512	0.199533	0.197668	0.1937	0.200359	0.192831	0.191938	0.191193	0.18932	0.18596	0.19504	0.185463	0.18459	0.184117	0.182992	0.181772	0.18193	0.18096	0.180363	0.180219	0.180107	0.179272	0.178806	0.177667	0.176106	0.177093	0.175557	0.174985	0.17481	0.174244	0.173092	0.173296	0.171806	0.171812	0.17168	0.170988	0.170654	0.169783	0.167776	0.163618	0.167586	0.178001	0.158464	0.158201	0.157987	0.158031	0.157999	0.157743	0.157506	0.157069	0.156192	0.156392	0.155171	0.155378	0.15538	0.155341	0.155047	0.15524	0.155117	0.15497	0.154928	0.154815	0.154442	0.154747	0.154527	0.1352	0.133589	0.131934	0.12981	0.125604	0.119377	0.1112	0.0975768	0.0616292	0.0185487	0.108014	0.00798183	0.00734755	0.00645838	0.00556637	0.00500565	0.00469036	0.00421839	0.00388647	0.00355883	0.00301694	0.00348651	0.00303114	0.00286296	0.0026962	0.00247188	

206	0.017	1	0	task-0:0.16	|	0.261125	0.251905	0.244566	0.22774	0.215003	0.28275	0.208758	0.210036	0.206061	0.20475	0.202845	0.200884	0.199493	0.198452	0.197931	0.197219	0.196378	0.195892	0.194284	0.193209	0.192405	0.191705	0.191164	0.190083	0.188693	0.186116	0.190179	0.185635	0.184786	0.184248	0.18296	0.181619	0.18219	0.180682	0.180054	0.179851	0.179854	0.17912	0.178802	0.178689	0.178581	0.177767	0.177532	0.176893	0.175367	0.175721	0.173808	0.173615	0.173406	0.172586	0.171906	0.170528	0.171322	0.170419	0.169864	0.169585	0.168864	0.167176	0.168848	0.167172	0.166718	0.166359	0.166148	0.165477	0.165439	0.165029	0.164664	0.164324	0.163418	0.163835	0.163447	0.163047	0.162958	0.162621	0.161776	0.159988	0.162033	0.158634	0.158464	0.158374	0.158072	0.1578	0.157073	0.157647	0.157203	0.157026	0.156956	0.156724	0.156186	0.155064	0.155566	0.153757	0.153844	0.153805	0.15369	0.15369	0.153518	0.153562	0.153565	0.153508	0.153362	0.153313	0.202399	0.136853	0.136542	0.135584	0.130425	0.121442	0.0914473	0.039877	0.333027	0.0714656	0.37735	0.295813	0.39392	0.154078	0.427267	0.30956	0.402245	0.0876963	0.473475	0.303685	0.433193	0.169581	0.491047	0.307704	0.428239	0.0828896	0.502927	0.280804	0.440886	0.191952	0.50309	0.285816	0.433084	0.0660911	0.501151	0.205407	0.443206	0.256859	0.479301	0.165056	0.43728	0.112277	0.477708	0.140842	0.435191	0.0811997	0.48835	0.102416	0.424138	0.029571	0.125542	0.00665849	0.00582182	0.00555431	0.00505114	0.00423669	0.00371975	0.00323367	0.00351328	0.00374637	0.00289814	0.00284667	0.00281746	0.00275975	0.00265282	0.00242261	

206	0.08	1	0	task-0:0.16	|	0.261125	0.251905	0.244566	0.22774	0.215003	0.28275	0.208758	0.210036	0.206061	0.20475	0.202845	0.200884	0.199493	0.198452	0.197931	0.197219	0.196378	0.195892	0.194284	0.193209	0.192405	0.191705	0.191164	0.190083	0.188693	0.186116	0.190179	0.185635	0.184786	0.184248	0.18296	0.181619	0.18219	0.180682	0.180054	0.179851	0.179854	0.17912	0.178802	0.178689	0.178581	0.177767	0.177532	0.176893	0.175367	0.175721	0.173808	0.173615	0.173406	0.172586	0.171906	0.170528	0.171322	0.170419	0.169864	0.169585	0.168864	0.167176	0.168848	0.167172	0.166718	0.166359	0.166148	0.165477	0.165439	0.165029	0.164664	0.164324	0.163418	0.163835	0.163447	0.163047	0.162958	0.162621	0.161776	0.159988	0.162033	0.158634	0.158464	0.158374	0.158072	0.1578	0.157073	0.157647	0.157203	0.157026	0.156956	0.156724	0.156186	0.155064	0.155566	0.153757	0.153844	0.153805	0.15369	0.15369	0.153518	0.153562	0.153565	0.153508	0.153362	0.153313	0.202399	0.136853	0.136542	0.135584	0.130425	0.121442	0.0914473	0.039877	0.333027	0.0714656	0.37735	0.295813	0.39392	0.154078	0.427267	0.30956	0.402245	0.0876963	0.473475	0.303685	0.433193	0.169581	0.491047	0.307704	0.428239	0.0828896	0.502927	0.280804	0.440886	0.191952	0.50309	0.285816	0.433084	0.0660911	0.501151	0.205407	0.443206	0.256859	0.479301	0.165056	0.43728	0.112277	0.477708	0.140842	0.435191	0.0811997	0.48835	0.102416	0.424138	0.029571	0.125542	0.00665849	0.00582182	0.00555431	0.00505114	0.00423669	0.00371975	0.00323367	0.00351328	0.00374637	0.00289814	0.00284667	0.00281746	0.00275975	0.00265282	0.00242261	

206	0.018	1	0	task-0:0.16	|	0.261125	0.251905	0.244566	0.22774	0.215003	0.28275	0.208758	0.210036	0.206061	0.20475	0.202845	0.200884	0.199493	0.198452	0.197931	0.197219	0.196378	0.195892	0.194284	0.193209	0.192405	0.191705	0.191164	0.190083	0.188693	0.186116	0.190179	0.185635	0.184786	0.184248	0.18296	0.181619	0.18219	0.180682	0.180054	0.179851	0.179854	0.17912	0.178802	0.178689	0.178581	0.177767	0.177532	0.176893	0.175367	0.175721	0.173808	0.173615	0.173406	0.172586	0.171906	0.170528	0.171322	0.170419	0.169864	0.169585	0.168864	0.167176	0.168848	0.167172	0.166718	0.166359	0.166148	0.165477	0.165439	0.165029	0.164664	0.164324	0.163418	0.163835	0.163447	0.163047	0.162958	0.162621	0.161776	0.159988	0.162033	0.158634	0.158464	0.158374	0.158072	0.1578	0.157073	0.157647	0.157203	0.157026	0.156956	0.156724	0.156186	0.155064	0.155566	0.153757	0.153844	0.153805	0.15369	0.15369	0.153518	0.153562	0.153565	0.153508	0.153362	0.153313	0.202399	0.136853	0.136542	0.135584	0.130425	0.121442	0.0914473	0.039877	0.333027	0.0714656	0.37735	0.295813	0.39392	0.154078	0.427267	0.30956	0.402245	0.0876963	0.473475	0.303685	0.433193	0.169581	0.491047	0.307704	0.428239	0.0828896	0.502927	0.280804	0.440886	0.191952	0.50309	0.285816	0.433084	0.0660911	0.501151	0.205407	0.443206	0.256859	0.479301	0.165056	0.43728	0.112277	0.477708	0.140842	0.435191	0.0811997	0.48835	0.102416	0.424138	0.029571	0.125542	0.00665849	0.00582182	0.00555431	0.00505114	0.00423669	0.00371975	0.00323367	0.00351328	0.00374637	0.00289814	0.00284667	0.00281746	0.00275975	0.00265282	0.00242261	

145	0.012	1	0	task-0:0.378	|	0.279689	0.258276	0.24667	0.231673	0.226571	0.221129	0.214728	0.212337	0.209007	0.206824	0.206818	0.205183	0.204225	0.201676	0.199038	0.203167	0.197252	0.196208	0.195321	0.194067	0.191956	0.187384	0.181729	0.237259	0.180058	0.17877	0.178704	0.178426	0.177439	0.175568	0.174836	0.174711	0.172897	0.172732	0.172154	0.170778	0.170015	0.170133	0.168657	0.168498	0.167885	0.166394	0.163412	0.171003	0.163399	0.16313	0.162939	0.162463	0.161292	0.162586	0.161449	0.161161	0.161032	0.160618	0.15965	0.157607	0.155557	0.165033	0.154211	0.154186	0.154103	0.153905	0.153426	0.154258	0.153453	0.15341	0.153357	0.153289	0.153127	0.152786	0.152452	0.190657	0.149055	0.143071	0.141846	0.140684	0.138056	0.134786	0.134947	0.134309	0.124198	0.121166	0.115956	0.106207	0.0791082	0.0413201	0.297229	0.0389198	0.0635443	0.0359217	0.0355611	0.0342041	0.0319653	0.0276303	0.0208857	0.0912273	0.0272988	0.016365	0.016231	0.0158019	0.0150041	0.0141737	0.0147395	0.0136133	0.0133805	0.0132062	0.0128561	0.0123531	0.011472	0.00996256	0.00745683	0.00411878	0.00164641	

206	0.081	1	0	task-0:0.16	|	0.261125	0.251905	0.244566	0.22774	0.215003	0.28275	0.208758	0.210036	0.206061	0.20475	0.202845	0.200884	0.199493	0.198452	0.197931	0.197219	0.196378	0.195892	0.194284	0.193209	0.192405	0.191705	0.191164	0.190083	0.188693	0.186116	0.190179	0.185635	0.184786	0.184248	0.18296	0.181619	0.18219	0.180682	0.180054	0.179851	0.179854	0.17912	0.178802	0.178689	0.178581	0.177767	0.177532	0.176893	0.175367	0.175721	0.173808	0.173615	0.173406	0.172586	0.171906	0.170528	0.171322	0.170419	0.169864	0.169585	0.168864	0.167176	0.168848	0.167172	0.166718	0.166359	0.166148	0.165477	0.165439	0.165029	0.164664	0.164324	0.163418	0.163835	0.163447	0.163047	0.162958	0.162621	0.161776	0.159988	0.162033	0.158634	0.158464	0.158374	0.158072	0.1578	0.157073	0.157647	0.157203	0.157026	0.156956	0.156724	0.156186	0.155064	0.155566	0.153757	0.153844	0.153805	0.15369	0.15369	0.153518	0.153562	0.153565	0.153508	0.153362	0.153313	0.202399	0.136853	0.136542	0.135584	0.130425	0.121442	0.0914473	0.039877	0.333027	0.0714656	0.37735	0.295813	0.39392	0.154078	0.427267	0.30956	0.402245	0.0876963	0.473475	0.303685	0.433193	0.169581	0.491047	0.307704	0.428239	0.0828896	0.502927	0.280804	0.440886	0.191952	0.50309	0.285816	0.433084	0.0660911	0.501151	0.205407	0.443206	0.256859	0.479301	0.165056	0.43728	0.112277	0.477708	0.140842	0.435191	0.0811997	0.48835	0.102416	0.424138	0.029571	0.125542	0.00665849	0.00582182	0.00555431	0.00505114	0.00423669	0.00371975	0.00323367	0.00351328	0.00374637	0.00289814	0.00284667	0.00281746	0.00275975	0.00265282	0.00242261	

133	0.014	1	0	task-0:0.182	|	0.246455	0.23281	0.228019	0.217725	0.221611	0.212903	0.2066	0.205538	0.203465	0.202276	0.20215	0.200929	0.199878	0.197251	0.194296	0.203805	0.19252	0.191573	0.190939	0.189898	0.188162	0.184308	0.176331	0.161984	0.365907	0.162954	0.162096	0.161331	0.161183	0.160705	0.159672	0.157792	0.156817	0.158209	0.157182	0.157008	0.156997	0.156853	0.156478	0.155697	0.156971	0.154873	0.155205	0.155162	0.15502	0.154675	0.15406	0.154475	0.154084	0.154023	0.153965	0.135007	0.133297	0.131965	0.129341	0.124966	0.120243	0.113629	0.103498	0.0939066	0.0828915	0.0757809	0.0632717	0.0560604	0.0484926	0.0425949	0.0319451	0.0179193	0.0147783	0.0146781	0.010531	0.00998429	0.00934411	0.00830546	0.00843243	0.0103407	0.00721129	0.00699219	0.00674498	0.00633705	0.00557629	0.00429233	0.00251587	0.00128167	

