24	0.015	4	0	task-3:0.392	task-0:0.418	task-1:0.35	task-2:0.434	|	0.0581784	0.0840099	0.0811141	0.0633792	0.0551122	0.0551076	0.0552685	0.0551524	0.0544888	0.0549707	0.0548518	0.0543447	0.0540515	0.0538072	0.0536479	0.044959	0.0424298	0.047191	0.049417	0.0482837	0.0478305	0.045969	0.0448545	0.0394083	
118	0.125	4	0	task-3:0.364	task-0:0.438	task-1:0.432	task-2:0.396	|	0.0562581	0.0917486	0.0908254	0.0713821	0.0548164	0.0554041	0.0568189	0.0560345	0.0555676	0.055608	0.0547193	0.0547868	0.0550448	0.0549566	0.0553496	0.0563034	0.0584171	0.0562914	0.0558618	0.0554126	0.0550989	0.05482	0.0539018	0.0539879	0.0536524	0.0528994	0.0517483	0.0505452	0.052273	0.0545704	0.0556626	0.060405	0.0579569	0.0551846	0.0545566	0.0536646	0.052916	0.0527205	0.0524944	0.052385	0.0521461	0.0519008	0.0517373	0.0516728	0.0516647	0.0517048	0.0518269	0.0519581	0.0516215	0.0512606	0.0509401	0.0506854	0.0504464	0.050307	0.0501186	0.0499467	0.0497213	0.0495433	0.0493612	0.049609	0.0492767	0.049409	0.0493928	0.049184	0.0491598	0.0491259	0.0490658	0.0489924	0.0489262	0.0488604	0.0487632	0.048677	0.0486123	0.0485227	0.0484229	0.0483162	0.0483678	0.0482341	0.0481453	0.0480909	0.0480311	0.0479579	0.0478938	0.0478199	0.0477372	0.0476124	0.0475133	0.0473991	0.0472643	0.0471249	0.0469916	0.046911	0.0467727	0.0466562	0.0464818	0.0462951	0.0459883	0.0456505	0.0452398	0.0449256	0.0444651	0.0439929	0.0435879	0.043172	0.0429671	0.0425832	0.0421818	0.0417772	0.0414929	0.0410759	0.0408534	0.0409014	0.0406273	0.0403581	0.0403799	0.040186	0.0400167	0.0399078	

102	0.063	4	0	task-3:0.528	task-0:0.354	task-1:0.474	task-2:0.498	|	0.0705349	0.0829077	0.0821069	0.0594182	0.0573613	0.0573463	0.0543628	0.054459	0.0554589	0.0555617	0.0545786	0.0544478	0.0545347	0.0543591	0.0545508	0.0550795	0.0555755	0.058076	0.056532	0.0548846	0.0547244	0.0544694	0.054015	0.0537551	0.0536748	0.0537029	0.0537047	0.0537033	0.0538779	0.0539255	0.0538834	0.0538345	0.0537254	0.0535899	0.0534376	0.0532603	0.0529803	0.0525868	0.0520767	0.0514141	0.0505225	0.0494089	0.0482585	0.0482714	0.0472138	0.0456708	0.0452275	0.0462802	0.0453957	0.0458464	0.0481316	0.0462544	0.0465349	0.0462924	0.0453717	0.0452349	0.0455724	0.0453733	0.0458596	0.0467575	0.0483792	0.0501071	0.0487567	0.0488363	0.0496222	0.050921	0.0527783	0.0554123	0.0589767	0.0548368	0.051674	0.0512929	0.0517047	0.0513696	0.0510097	0.0501975	0.0491737	0.0485468	0.0474748	0.0465803	0.0461351	0.0462621	0.0462477	0.0465362	0.0460919	0.0455739	0.0462978	0.0462888	0.0459445	0.0450201	0.0449386	0.0454281	0.045268	0.0448891	0.0444105	0.0438226	0.0431806	0.0432178	0.0428179	0.0422478	0.040586	0.0387472	

102	0.078	4	0	task-3:0.528	task-0:0.354	task-1:0.474	task-2:0.498	|	0.0705349	0.0829077	0.0821069	0.0594182	0.0573613	0.0573463	0.0543628	0.054459	0.0554589	0.0555617	0.0545786	0.0544478	0.0545347	0.0543591	0.0545508	0.0550795	0.0555755	0.058076	0.056532	0.0548846	0.0547244	0.0544694	0.054015	0.0537551	0.0536748	0.0537029	0.0537047	0.0537033	0.0538779	0.0539255	0.0538834	0.0538345	0.0537254	0.0535899	0.0534376	0.0532603	0.0529803	0.0525868	0.0520767	0.0514141	0.0505225	0.0494089	0.0482585	0.0482714	0.0472138	0.0456708	0.0452275	0.0462802	0.0453957	0.0458464	0.0481316	0.0462544	0.0465349	0.0462924	0.0453717	0.0452349	0.0455724	0.0453733	0.0458596	0.0467575	0.0483792	0.0501071	0.0487567	0.0488363	0.0496222	0.050921	0.0527783	0.0554123	0.0589767	0.0548368	0.051674	0.0512929	0.0517047	0.0513696	0.0510097	0.0501975	0.0491737	0.0485468	0.0474748	0.0465803	0.0461351	0.0462621	0.0462477	0.0465362	0.0460919	0.0455739	0.0462978	0.0462888	0.0459445	0.0450201	0.0449386	0.0454281	0.045268	0.0448891	0.0444105	0.0438226	0.0431806	0.0432178	0.0428179	0.0422478	0.040586	0.0387472	

118	0.078	4	0	task-3:0.364	task-0:0.438	task-1:0.432	task-2:0.396	|	0.0562581	0.0917486	0.0908254	0.0713821	0.0548164	0.0554041	0.0568189	0.0560345	0.0555676	0.055608	0.0547193	0.0547868	0.0550448	0.0549566	0.0553496	0.0563034	0.0584171	0.0562914	0.0558618	0.0554126	0.0550989	0.05482	0.0539018	0.0539879	0.0536524	0.0528994	0.0517483	0.0505452	0.052273	0.0545704	0.0556626	0.060405	0.0579569	0.0551846	0.0545566	0.0536646	0.052916	0.0527205	0.0524944	0.052385	0.0521461	0.0519008	0.0517373	0.0516728	0.0516647	0.0517048	0.0518269	0.0519581	0.0516215	0.0512606	0.0509401	0.0506854	0.0504464	0.050307	0.0501186	0.0499467	0.0497213	0.0495433	0.0493612	0.049609	0.0492767	0.049409	0.0493928	0.049184	0.0491598	0.0491259	0.0490658	0.0489924	0.0489262	0.0488604	0.0487632	0.048677	0.0486123	0.0485227	0.0484229	0.0483162	0.0483678	0.0482341	0.0481453	0.0480909	0.0480311	0.0479579	0.0478938	0.0478199	0.0477372	0.0476124	0.0475133	0.0473991	0.0472643	0.0471249	0.0469916	0.046911	0.0467727	0.0466562	0.0464818	0.0462951	0.0459883	0.0456505	0.0452398	0.0449256	0.0444651	0.0439929	0.0435879	0.043172	0.0429671	0.0425832	0.0421818	0.0417772	0.0414929	0.0410759	0.0408534	0.0409014	0.0406273	0.0403581	0.0403799	0.040186	0.0400167	0.0399078	

102	0.094	4	0	task-3:0.528	task-0:0.354	task-1:0.474	task-2:0.498	|	0.0705349	0.0829077	0.0821069	0.0594182	0.0573613	0.0573463	0.0543628	0.054459	0.0554589	0.0555617	0.0545786	0.0544478	0.0545347	0.0543591	0.0545508	0.0550795	0.0555755	0.058076	0.056532	0.0548846	0.0547244	0.0544694	0.054015	0.0537551	0.0536748	0.0537029	0.0537047	0.0537033	0.0538779	0.0539255	0.0538834	0.0538345	0.0537254	0.0535899	0.0534376	0.0532603	0.0529803	0.0525868	0.0520767	0.0514141	0.0505225	0.0494089	0.0482585	0.0482714	0.0472138	0.0456708	0.0452275	0.0462802	0.0453957	0.0458464	0.0481316	0.0462544	0.0465349	0.0462924	0.0453717	0.0452349	0.0455724	0.0453733	0.0458596	0.0467575	0.0483792	0.0501071	0.0487567	0.0488363	0.0496222	0.050921	0.0527783	0.0554123	0.0589767	0.0548368	0.051674	0.0512929	0.0517047	0.0513696	0.0510097	0.0501975	0.0491737	0.0485468	0.0474748	0.0465803	0.0461351	0.0462621	0.0462477	0.0465362	0.0460919	0.0455739	0.0462978	0.0462888	0.0459445	0.0450201	0.0449386	0.0454281	0.045268	0.0448891	0.0444105	0.0438226	0.0431806	0.0432178	0.0428179	0.0422478	0.040586	0.0387472	

118	0.109	4	0	task-3:0.364	task-0:0.438	task-1:0.432	task-2:0.396	|	0.0562581	0.0917486	0.0908254	0.0713821	0.0548164	0.0554041	0.0568189	0.0560345	0.0555676	0.055608	0.0547193	0.0547868	0.0550448	0.0549566	0.0553496	0.0563034	0.0584171	0.0562914	0.0558618	0.0554126	0.0550989	0.05482	0.0539018	0.0539879	0.0536524	0.0528994	0.0517483	0.0505452	0.052273	0.0545704	0.0556626	0.060405	0.0579569	0.0551846	0.0545566	0.0536646	0.052916	0.0527205	0.0524944	0.052385	0.0521461	0.0519008	0.0517373	0.0516728	0.0516647	0.0517048	0.0518269	0.0519581	0.0516215	0.0512606	0.0509401	0.0506854	0.0504464	0.050307	0.0501186	0.0499467	0.0497213	0.0495433	0.0493612	0.049609	0.0492767	0.049409	0.0493928	0.049184	0.0491598	0.0491259	0.0490658	0.0489924	0.0489262	0.0488604	0.0487632	0.048677	0.0486123	0.0485227	0.0484229	0.0483162	0.0483678	0.0482341	0.0481453	0.0480909	0.0480311	0.0479579	0.0478938	0.0478199	0.0477372	0.0476124	0.0475133	0.0473991	0.0472643	0.0471249	0.0469916	0.046911	0.0467727	0.0466562	0.0464818	0.0462951	0.0459883	0.0456505	0.0452398	0.0449256	0.0444651	0.0439929	0.0435879	0.043172	0.0429671	0.0425832	0.0421818	0.0417772	0.0414929	0.0410759	0.0408534	0.0409014	0.0406273	0.0403581	0.0403799	0.040186	0.0400167	0.0399078	

102	0.063	4	0	task-3:0.528	task-0:0.354	task-1:0.474	task-2:0.498	|	0.0705349	0.0829077	0.0821069	0.0594182	0.0573613	0.0573463	0.0543628	0.054459	0.0554589	0.0555617	0.0545786	0.0544478	0.0545347	0.0543591	0.0545508	0.0550795	0.0555755	0.058076	0.056532	0.0548846	0.0547244	0.0544694	0.054015	0.0537551	0.0536748	0.0537029	0.0537047	0.0537033	0.0538779	0.0539255	0.0538834	0.0538345	0.0537254	0.0535899	0.0534376	0.0532603	0.0529803	0.0525868	0.0520767	0.0514141	0.0505225	0.0494089	0.0482585	0.0482714	0.0472138	0.0456708	0.0452275	0.0462802	0.0453957	0.0458464	0.0481316	0.0462544	0.0465349	0.0462924	0.0453717	0.0452349	0.0455724	0.0453733	0.0458596	0.0467575	0.0483792	0.0501071	0.0487567	0.0488363	0.0496222	0.050921	0.0527783	0.0554123	0.0589767	0.0548368	0.051674	0.0512929	0.0517047	0.0513696	0.0510097	0.0501975	0.0491737	0.0485468	0.0474748	0.0465803	0.0461351	0.0462621	0.0462477	0.0465362	0.0460919	0.0455739	0.0462978	0.0462888	0.0459445	0.0450201	0.0449386	0.0454281	0.045268	0.0448891	0.0444105	0.0438226	0.0431806	0.0432178	0.0428179	0.0422478	0.040586	0.0387472	

34	0.016	4	0	task-3:0.422	task-0:0.402	task-1:0.458	task-2:0.426	|	0.0959792	0.0621879	0.0597351	0.0559499	0.0559286	0.0544227	0.0553368	0.0557439	0.0549339	0.054168	0.0541251	0.0539381	0.0537979	0.0536903	0.0538326	0.0544385	0.0553574	0.0569657	0.0565152	0.0543212	0.0552921	0.0480636	0.0487775	0.0469848	0.0431942	0.0431237	0.0440602	0.0424653	0.0409829	0.0408918	0.0407577	0.0410522	0.0403835	0.0391691	

40	0.015	4	0	task-3:0.404	task-0:0.418	task-1:0.398	task-2:0.45	|	0.0850421	0.073999	0.0713029	0.0548148	0.055222	0.0564851	0.0567857	0.0554257	0.0549752	0.0549337	0.0544348	0.0540687	0.0541617	0.054548	0.0560877	0.0541535	0.053296	0.0522333	0.0505988	0.0493667	0.0477661	0.0465693	0.0450793	0.0443798	0.0441361	0.0437446	0.0434603	0.0432381	0.0427104	0.0425132	0.0423106	0.0420415	0.0417651	0.0415234	0.0414189	0.0413727	0.0413296	0.0411117	0.0580121	0.0398931	

45	0.031	4	0	task-3:0.374	task-0:0.446	task-1:0.424	task-2:0.4	|	0.0555319	0.0782008	0.0738569	0.0564738	0.0582508	0.0587931	0.0555218	0.0542794	0.0545387	0.0540977	0.0558696	0.0558646	0.0544397	0.0538325	0.0537966	0.0537283	0.0536515	0.0538296	0.055916	0.0706667	0.0677273	0.0559014	0.0539994	0.0534643	0.053288	0.0534135	0.0535755	0.0533373	0.0529855	0.052859	0.0525412	0.0519506	0.0510808	0.0501064	0.0489762	0.047648	0.0464468	0.0454135	0.0449535	0.0438248	0.0429302	0.0420336	0.0411741	0.0400379	0.0391603	

197	0.172	4	0	task-3:0.43	task-0:0.406	task-1:0.476	task-2:0.394	|	0.0542097	0.0778665	0.0720629	0.0569998	0.0564281	0.0564139	0.0545503	0.0580816	0.0580699	0.055326	0.0546768	0.0547544	0.0544806	0.0544661	0.0544894	0.0544534	0.054407	0.0543881	0.0543862	0.0544053	0.0545015	0.0548504	0.0560794	0.0550858	0.0546261	0.0531796	0.0522848	0.0527048	0.0534731	0.0560146	0.0627126	0.0718669	0.0689683	0.0724646	0.0727653	0.0724805	0.0716767	0.0692726	0.0544342	0.0637418	0.0595229	0.0542082	0.0545078	0.0544491	0.0530646	0.0522495	0.0518064	0.0517111	0.0519639	0.0525897	0.0532746	0.0538413	0.0544484	0.054761	0.0548218	0.0547193	0.0546093	0.0545314	0.0544833	0.0544746	0.0544839	0.0544673	0.0544438	0.0543951	0.0544265	0.0544257	0.0543785	0.0543737	0.0543197	0.0540782	0.053415	0.0551505	0.079644	0.0698406	0.0545567	0.0543071	0.055606	0.056257	0.0545988	0.0544442	0.0545573	0.0545054	0.0543871	0.0542143	0.0541736	0.0541741	0.054211	0.0542868	0.054393	0.0545613	0.0548396	0.0552049	0.0555845	0.0554055	0.0550621	0.0548923	0.0551663	0.0561288	0.0589331	0.0653511	0.0637075	0.0659296	0.063334	0.0591469	0.056623	0.0561475	0.0565883	0.0558741	0.0559178	0.0558457	0.0555165	0.0551749	0.0548928	0.0546668	0.0544785	0.0542776	0.054079	0.0539008	0.0537371	0.0535723	0.0534361	0.0533521	0.0532191	0.053161	0.053101	0.0530393	0.0529877	0.0528881	0.0527575	0.0526097	0.0524696	0.0523813	0.0523098	0.0522943	0.0523165	0.0523722	0.0524543	0.0525346	0.0526246	0.0526027	0.0526252	0.0526497	0.052659	0.0526709	0.0526805	0.0526878	0.0526833	0.0526809	0.0526735	0.052664	0.0526514	0.0526362	0.0526108	0.052585	0.0525569	0.052528	0.052499	0.0524734	0.0524655	0.0524407	0.0524181	0.0534439	0.053583	0.0526239	0.0526187	0.0549781	0.055614	0.0539827	0.0531267	0.053101	0.0534139	0.0543207	0.0562374	0.0561625	0.0550747	0.0549264	0.0552911	0.055726	0.0560832	0.055845	0.0553329	0.0550072	0.0547256	0.0542601	0.0536788	0.0530277	0.0523203	0.0515544	0.0506382	0.049514	0.0481372	0.046515	0.0446475	0.0428034	0.0411506	0.0403038	0.0390914	

396	0.312	4	0	task-3:0.434	task-0:0.372	task-1:0.354	task-2:0.44	|	0.081648	0.0681314	0.0639005	0.0552527	0.0565885	0.0553914	0.0545976	0.0560604	0.0560091	0.0548603	0.0546275	0.0550303	0.0574415	0.0563277	0.0553356	0.0552165	0.0544727	0.053794	0.0533438	0.0521778	0.0517319	0.0524703	0.0530178	0.0532971	0.0532762	0.0533319	0.0532926	0.0531537	0.0530664	0.0530495	0.0530864	0.0531604	0.0532599	0.0533602	0.0534577	0.0535457	0.0536491	0.0538155	0.0540515	0.0543263	0.0545939	0.0545123	0.0545308	0.0504778	0.0506005	0.0533034	0.0530755	0.051337	0.0481215	0.0475365	0.0484161	0.0498471	0.0518602	0.051481	0.0519989	0.052709	0.0534734	0.0541484	0.0540444	0.0524228	0.0520933	0.0535502	0.0537328	0.0537763	0.0531548	0.0533669	0.0540882	0.0543921	0.0544176	0.054372	0.0542825	0.0543062	0.0544102	0.0546017	0.0549749	0.0556674	0.0569322	0.0557668	0.0556025	0.0553854	0.0555476	0.0549118	0.0545199	0.0543416	0.0542774	0.0543034	0.0544444	0.0545794	0.0546403	0.0546209	0.0545597	0.054514	0.0545103	0.054526	0.0545509	0.0545822	0.0546215	0.0546604	0.0546294	0.0546141	0.0546371	0.0547906	0.053622	0.0535664	0.0547604	0.0547489	0.0544059	0.0533978	0.0534258	0.0540294	0.0544756	0.0544817	0.0546699	0.054409	0.0544392	0.0548509	0.0548309	0.0547796	0.0542558	0.0542364	0.0545635	0.0545329	0.0543692	0.0540991	0.0536326	0.0536271	0.0533085	0.052854	0.0528732	0.0526465	0.0523513	0.05196	0.0513192	0.0506119	0.0506458	0.0511394	0.0512679	0.0512962	0.0516378	0.0521687	0.0521476	0.0520187	0.0513786	0.0506568	0.0506876	0.0507265	0.050974	0.0515343	0.052133	0.052933	0.0528323	0.0524235	0.0523049	0.0519165	0.05189	0.0517777	0.0517097	0.0517062	0.0518607	0.0517578	0.0518311	0.051763	0.0516541	0.0516096	0.0515765	0.0514578	0.0511512	0.0509517	0.050658	0.0504094	0.0501525	0.0499512	0.0498191	0.0497778	0.0496223	0.0495462	0.0493906	0.0492278	0.0490981	0.0489533	0.048802	0.0486663	0.0485414	0.0484221	0.0484324	0.0487233	0.0484725	0.0485647	0.0488264	0.0487422	0.0489289	0.0494639	0.0492278	0.0493458	0.0492512	0.0493384	0.0494693	0.0496644	0.0496012	0.0496868	0.0498001	0.0497956	0.0498365	0.049837	0.0498133	0.0497762	0.049784	0.0498185	0.0498201	0.0498052	0.049827	0.0497985	0.0497965	0.049795	0.0498032	0.0498146	0.0499004	0.0498329	0.0498278	0.0498509	0.0498748	0.0498494	0.0498638	0.0498759	0.0498479	0.0498444	0.0498337	0.0498346	0.0498472	0.0497949	0.0497633	0.0497316	0.0496983	0.049654	0.0496074	0.0496205	0.0495401	0.0494846	0.0493759	0.0492815	0.0492018	0.0491396	0.0490365	0.0489468	0.0488657	0.0487887	0.0487466	0.0487033	0.0486713	0.0486382	0.0486074	0.0485753	0.0485481	0.0485295	0.0484838	0.0484496	0.0484196	0.0483949	0.0483743	0.0483636	0.0483438	0.048329	0.0483162	0.0483077	0.0482672	0.0482203	0.0482005	0.0481887	0.0481883	0.0481618	0.0481381	0.0481232	0.048111	0.0481047	0.0480575	0.0480181	0.0479509	0.0479594	0.0479412	0.0479162	0.0479108	0.0478946	0.0478794	0.047853	0.0478376	0.0478348	0.0478282	0.0478175	0.0478047	0.0477886	0.04777	0.0477486	0.0477238	0.047696	0.047665	0.047632	0.0476044	0.047585	0.0475598	0.047533	0.0474985	0.0474586	0.0474167	0.0473875	0.0473642	0.0473307	0.0472975	0.0472615	0.0472239	0.0471975	0.0471768	0.047146	0.0471162	0.0470843	0.0470515	0.0470228	0.0469926	0.0469582	0.0469095	0.046856	0.0467964	0.0467382	0.0466971	0.0466372	0.0465912	0.0465423	0.0464872	0.0464275	0.0458612	0.0457386	0.0443582	0.0442842	0.044228	0.044207	0.0441494	0.0440995	0.0440448	0.0439904	0.0439389	0.0438987	0.0438383	0.0437936	0.0437488	0.0437023	0.0436577	0.043627	0.0435805	0.0435459	0.0435105	0.0404858	0.0403418	0.0435233	0.0437499	0.0436016	0.0434907	0.0425924	0.04249	0.0434423	0.0434824	0.0434758	0.0434576	0.0434087	0.0434	0.0434323	0.043436	0.0434267	0.043411	0.0433979	0.0433865	0.0433698	0.0433492	0.0433251	0.0432968	0.0432815	0.0432733	0.0432617	0.0432489	0.0432328	0.0432259	0.0432199	0.0432072	0.0431955	0.0431833	0.0431754	0.0431626	0.0431472	0.0431256	0.0430967	0.0430555	0.0429933	0.0428937	0.0427407	0.0423856	0.0417793	0.0407455	0.0397113	

34	0.047	4	0	task-3:0.422	task-0:0.402	task-1:0.458	task-2:0.426	|	0.0959792	0.0621879	0.0597351	0.0559499	0.0559286	0.0544227	0.0553368	0.0557439	0.0549339	0.054168	0.0541251	0.0539381	0.0537979	0.0536903	0.0538326	0.0544385	0.0553574	0.0569657	0.0565152	0.0543212	0.0552921	0.0480636	0.0487775	0.0469848	0.0431942	0.0431237	0.0440602	0.0424653	0.0409829	0.0408918	0.0407577	0.0410522	0.0403835	0.0391691	

