210	0.095	1	0	task-3:0.024	task-0:0.3	task-1:0.244	task-2:0.08	|	0.0755392	0.0692668	0.0577053	0.0557892	0.0554254	0.0545023	0.0529016	0.0514837	0.0487408	0.044635	0.0440723	0.0527072	0.0398431	0.0395355	0.0389718	0.0384843	0.0380543	0.0377418	0.037285	0.0365921	0.035366	0.0334619	0.0342407	0.086773	0.0316703	0.0317403	0.0313967	0.0313572	0.0313199	0.0312455	0.0311125	0.0309217	0.031126	0.0319391	0.0307585	0.0307377	0.0307226	0.0306924	0.0306677	0.0306227	0.0305919	0.0305391	0.0306573	0.0305418	0.0305313	0.0305142	0.0305229	0.0303125	0.02996	0.0290008	0.0272536	0.0252202	0.0229164	0.0210396	0.0202425	0.0197673	0.0191346	0.0188185	0.0184045	0.0176881	0.0166653	0.0148467	0.0120435	0.0167265	0.021586	0.00944024	0.00922166	0.00905708	0.00894471	0.00878238	0.00848436	0.00797621	0.0073751	0.00716807	0.00680082	0.00772216	0.00676396	0.00673963	0.00670469	0.00666073	0.00663692	0.00660262	0.0065369	0.00640784	0.00615764	0.00607661	0.00742945	0.00578802	0.00576525	0.00572103	0.00563253	0.0054894	0.00560988	0.00545645	0.00543145	0.00538921	0.00534856	0.00528444	0.00516401	0.00496076	0.00570836	0.00494004	0.0049173	0.00488127	0.00485822	0.00483651	0.0048021	0.00473244	0.00468798	0.00461852	0.00461293	0.00459909	0.00456952	0.0045091	0.00438144	0.00420365	0.00455622	0.00471427	0.00399358	0.00397141	0.00395406	0.00392418	0.00386526	0.00388445	0.00383605	0.00377823	0.00377067	0.00375536	0.00371942	0.00364651	0.00350333	0.00323512	0.00279596	0.0173191	0.00275772	0.00276055	0.00275748	0.00275232	0.00274122	0.00270817	0.00270445	0.00268253	0.00266927	0.00264825	0.00260713	0.00265027	0.00258667	0.00255679	0.00255293	0.00254512	0.00252223	0.0024808	

142	0.061	1	0	task-3:0.038	task-0:0.128	task-1:0.208	task-2:0.094	|	0.0739549	0.0678841	0.0572249	0.0554932	0.054811	0.0534884	0.0515451	0.0501584	0.0500355	0.0493581	0.0481541	0.0471539	0.045146	0.0416679	0.0386023	0.0603389	0.0384694	0.0435395	0.0364227	0.036265	0.0359799	0.0357188	0.0353812	0.0347455	0.0345934	0.0354716	0.0338825	0.0338108	0.0336522	0.0333345	0.0327536	0.0332008	0.0358978	0.0320515	0.0320022	0.0319277	0.0319036	0.0319076	0.0318753	0.031812	0.0317643	0.031718	0.0316486	0.031522	0.0315588	0.0315055	0.0312567	0.0308307	0.0298051	0.0277908	0.0248325	0.0224744	0.0212619	0.0212005	0.0203322	0.0190844	0.0169058	0.0135063	0.0133724	0.0234592	0.0106397	0.00987297	0.00966351	0.00960566	0.00948791	0.00926059	0.00884239	0.00816532	0.00765902	0.00775527	0.00726102	0.00706656	0.00694007	0.00676251	0.00647145	0.00610104	0.00563755	0.00499938	0.00568751	0.00485328	0.00480288	0.00473794	0.00461386	0.00440729	0.00404614	0.00348164	0.00432182	0.00641178	0.00273939	0.00257641	0.00254686	0.00252146	0.00247003	

176	0.067	1	0	task-3:0.134	task-0:0.316	task-1:0.242	task-2:0.09	|	0.0538875	0.0534594	0.0525218	0.0515821	0.0506006	0.0490766	0.0478261	0.046652	0.0444857	0.0409736	0.0460054	0.0424015	0.0386208	0.0381652	0.0378476	0.037487	0.036786	0.0356369	0.0344147	0.0442683	0.035912	0.0333621	0.0332634	0.0331903	0.033077	0.0329373	0.0326809	0.0324349	0.032238	0.0327595	0.0321109	0.0320662	0.0320148	0.0319772	0.0319029	0.031752	0.0314738	0.0313281	0.0345965	0.0310763	0.0310598	0.0310249	0.0309563	0.0309373	0.030906	0.0308478	0.0308391	0.0308234	0.0307809	0.0307003	0.0306995	0.0309201	0.0303808	0.0300287	0.0290607	0.0272454	0.024986	0.0239023	0.0226415	0.022158	0.0217349	0.0210453	0.0199075	0.0178032	0.0144307	0.0122418	0.0370401	0.0106823	0.0102869	0.00992133	0.00984044	0.00969757	0.00942796	0.00899844	0.00877155	0.0086219	0.00853448	0.00837335	0.00811244	0.00776369	0.00790652	0.0076106	0.00756142	0.00745932	0.00725761	0.00695449	0.00724308	0.00688154	0.0068456	0.00678427	0.00671707	0.00665533	0.00656297	0.00644834	0.00640075	0.00639017	0.00636208	0.00630273	0.00619354	0.006054	0.00579666	0.00594321	0.00633069	0.00545025	0.00541591	0.00536988	0.00531858	0.0052488	0.00511078	0.00484825	0.00521523	0.00566304	0.00452109	0.00449848	0.0044552	0.00439474	0.00427663	0.004277	0.00443421	0.00410764	0.00409455	0.00406812	0.00401394	0.00390017	0.00368007	0.00327715	0.00259517	0.0120789	0.0175605	0.00294531	0.00200519	

175	0.071	1	0	task-3:0.042	task-0:0.33	task-1:0.24	task-2:0.09	|	0.0808279	0.0724982	0.0534895	0.0513843	0.0500876	0.0491353	0.0484722	0.047318	0.0459	0.0432915	0.042648	0.0436045	0.0401185	0.039841	0.0392289	0.0380763	0.0375197	0.0387084	0.0364568	0.0363155	0.0360051	0.0353891	0.0342835	0.0325836	0.0342648	0.0851614	0.0310451	0.031087	0.0308601	0.0308381	0.0308146	0.0307749	0.0306997	0.03057	0.0304211	0.0349046	0.0303965	0.0303684	0.0303601	0.0303559	0.0303478	0.0303331	0.0302943	0.0304013	0.030286	0.0302696	0.0302686	0.030265	0.0302535	0.0300278	0.0297961	0.0288399	0.0275367	0.0254222	0.0241836	0.023036	0.0224676	0.0213601	0.0197216	0.0171154	0.0242687	0.0162981	0.0159521	0.0154099	0.0148027	0.0137603	0.0133061	0.0127355	0.0124952	0.0121296	0.011714	0.0114034	0.0108675	0.0102522	0.0103693	0.0098366	0.009735	0.00959312	0.00933795	0.00889371	0.00867284	0.00961046	0.00823652	0.00816835	0.00805792	0.00792884	0.00782493	0.00762215	0.00725821	0.00763126	0.00700802	0.00695722	0.0069313	0.00687079	0.00674416	0.00649698	0.00608191	0.0053551	0.00415503	0.013828	0.0193164	0.0119492	0.0137189	0.00373195	0.00282579	0.0028184	0.0028037	0.00277501	0.00271221	0.00278238	0.00271248	0.00270231	0.00268378	0.00266105	0.00265666	0.00264888	0.00263144	0.00258604	0.00258466	0.00256643	0.00254312	0.00254075	0.00254692	0.00254207	0.00253127	0.00251376	0.00249859	

130	0.054	1	0	task-3:0.048	task-0:0.12	task-1:0.222	task-2:0.122	|	0.0571037	0.0555751	0.0529699	0.0523114	0.0516168	0.0507728	0.0501372	0.0485724	0.0457774	0.0450251	0.043957	0.042653	0.0423175	0.0416024	0.0401747	0.0378636	0.0416804	0.0385272	0.0363359	0.0361047	0.0358877	0.0356867	0.0352819	0.034562	0.0335556	0.038619	0.0335152	0.0334177	0.0333529	0.0332535	0.0332146	0.0331714	0.0330716	0.0328794	0.0326822	0.0325293	0.0325693	0.032415	0.0323618	0.0323238	0.0322445	0.0320962	0.0318438	0.0326991	0.0317918	0.0317385	0.0316595	0.031627	0.0316098	0.0315521	0.0314651	0.0314767	0.0314561	0.0314295	0.0313876	0.0313721	0.031339	0.031041	0.0305286	0.0294198	0.026916	0.0241325	0.0229413	0.021592	0.0203638	0.0200731	0.0192304	0.0180035	0.0163328	0.0144344	0.012805	0.01203	0.0114291	0.0103881	0.00923532	0.0100429	0.00860595	0.00831542	0.00809927	0.00786725	0.00748555	0.0069123	0.00587855	0.00422683	0.00215732	

158	0.079	1	0	task-3:0.056	task-0:0.182	task-1:0.222	task-2:0.08	|	0.0718639	0.0651231	0.0532337	0.051372	0.0506663	0.0494766	0.0471456	0.0444318	0.041934	0.0470607	0.040856	0.040303	0.0400921	0.0396072	0.0386335	0.0369071	0.034432	0.0531096	0.0344917	0.0344046	0.0340381	0.0339935	0.0338653	0.0335954	0.0331405	0.0333038	0.0351977	0.032702	0.0326656	0.0325842	0.0324432	0.0321879	0.0317951	0.0321942	0.0332463	0.0314769	0.0314522	0.0314121	0.0313898	0.0313786	0.0313387	0.0312587	0.0311544	0.0311125	0.0311356	0.0310305	0.0310229	0.0310083	0.030763	0.0303278	0.0291636	0.0275505	0.0243583	0.0227842	0.020849	0.0203745	0.0198228	0.0191377	0.0177852	0.0152596	0.0114453	0.0160875	0.0120907	0.00960808	0.00928602	0.00914999	0.00900366	0.00880129	0.0085134	0.00826003	0.00821295	0.00798882	0.00791827	0.00781175	0.00766516	0.00741258	0.00695638	0.00621084	0.00647223	0.0106476	0.00528998	0.00507783	0.00505102	0.00502403	0.00498217	0.00490711	0.00479275	0.00464419	0.00464189	0.00458066	0.00455935	0.00451816	0.00444979	0.00432968	0.00418603	0.00553034	0.00412441	0.00410424	0.00408058	0.00406271	0.00403778	0.00399866	0.00392173	0.00380266	0.00368856	0.00365059	0.00369686	0.00361627	0.00360622	0.00358689	0.0035465	0.00346689	0.00331987	0.00307775	0.00277245	0.00416059	0.00684349	0.00244772	

145	0.062	1	0	task-3:0.008	task-0:0.144	task-1:0.22	task-2:0.078	|	0.0587747	0.0544613	0.0493014	0.0484786	0.0467364	0.0435119	0.0394184	0.0537285	0.0390769	0.038787	0.0381715	0.0380513	0.0377597	0.0371592	0.0363067	0.0348315	0.0327326	0.0509876	0.0328728	0.0328019	0.0326434	0.0326361	0.0325892	0.0324865	0.0323599	0.032328	0.0322231	0.032197	0.0321587	0.0320683	0.0319191	0.0319857	0.0318451	0.0318082	0.0317318	0.0316198	0.0314262	0.0322613	0.0313475	0.0313292	0.0313183	0.0312884	0.0312255	0.031125	0.0311378	0.0311123	0.0310768	0.0310493	0.0310392	0.0310369	0.0310003	0.03074	0.0303512	0.0292734	0.0270618	0.0236097	0.0208543	0.019682	0.0195277	0.0183841	0.0177183	0.0169963	0.015632	0.0133925	0.0132833	0.0116325	0.0111661	0.0110179	0.0107365	0.0102028	0.00929089	0.00822573	0.0122825	0.00829027	0.00735686	0.00719486	0.00709389	0.00688013	0.00648387	0.00588797	0.00593902	0.00596429	0.00530836	0.00528254	0.00524256	0.00519032	0.00510353	0.0049597	0.00479439	0.00469905	0.0046556	0.00459208	0.00451777	0.00438655	0.00415987	0.00386409	0.00414252	0.00505593	0.00339102	0.00327137	0.00322066	0.00312814	0.00297633	0.00276846	0.00247785	

158	0.069	1	0	task-3:0.056	task-0:0.182	task-1:0.222	task-2:0.08	|	0.0718639	0.0651231	0.0532337	0.051372	0.0506663	0.0494766	0.0471456	0.0444318	0.041934	0.0470607	0.040856	0.040303	0.0400921	0.0396072	0.0386335	0.0369071	0.034432	0.0531096	0.0344917	0.0344046	0.0340381	0.0339935	0.0338653	0.0335954	0.0331405	0.0333038	0.0351977	0.032702	0.0326656	0.0325842	0.0324432	0.0321879	0.0317951	0.0321942	0.0332463	0.0314769	0.0314522	0.0314121	0.0313898	0.0313786	0.0313387	0.0312587	0.0311544	0.0311125	0.0311356	0.0310305	0.0310229	0.0310083	0.030763	0.0303278	0.0291636	0.0275505	0.0243583	0.0227842	0.020849	0.0203745	0.0198228	0.0191377	0.0177852	0.0152596	0.0114453	0.0160875	0.0120907	0.00960808	0.00928602	0.00914999	0.00900366	0.00880129	0.0085134	0.00826003	0.00821295	0.00798882	0.00791827	0.00781175	0.00766516	0.00741258	0.00695638	0.00621084	0.00647223	0.0106476	0.00528998	0.00507783	0.00505102	0.00502403	0.00498217	0.00490711	0.00479275	0.00464419	0.00464189	0.00458066	0.00455935	0.00451816	0.00444979	0.00432968	0.00418603	0.00553034	0.00412441	0.00410424	0.00408058	0.00406271	0.00403778	0.00399866	0.00392173	0.00380266	0.00368856	0.00365059	0.00369686	0.00361627	0.00360622	0.00358689	0.0035465	0.00346689	0.00331987	0.00307775	0.00277245	0.00416059	0.00684349	0.00244772	

158	0.057	1	0	task-3:0.056	task-0:0.182	task-1:0.222	task-2:0.08	|	0.0718639	0.0651231	0.0532337	0.051372	0.0506663	0.0494766	0.0471456	0.0444318	0.041934	0.0470607	0.040856	0.040303	0.0400921	0.0396072	0.0386335	0.0369071	0.034432	0.0531096	0.0344917	0.0344046	0.0340381	0.0339935	0.0338653	0.0335954	0.0331405	0.0333038	0.0351977	0.032702	0.0326656	0.0325842	0.0324432	0.0321879	0.0317951	0.0321942	0.0332463	0.0314769	0.0314522	0.0314121	0.0313898	0.0313786	0.0313387	0.0312587	0.0311544	0.0311125	0.0311356	0.0310305	0.0310229	0.0310083	0.030763	0.0303278	0.0291636	0.0275505	0.0243583	0.0227842	0.020849	0.0203745	0.0198228	0.0191377	0.0177852	0.0152596	0.0114453	0.0160875	0.0120907	0.00960808	0.00928602	0.00914999	0.00900366	0.00880129	0.0085134	0.00826003	0.00821295	0.00798882	0.00791827	0.00781175	0.00766516	0.00741258	0.00695638	0.00621084	0.00647223	0.0106476	0.00528998	0.00507783	0.00505102	0.00502403	0.00498217	0.00490711	0.00479275	0.00464419	0.00464189	0.00458066	0.00455935	0.00451816	0.00444979	0.00432968	0.00418603	0.00553034	0.00412441	0.00410424	0.00408058	0.00406271	0.00403778	0.00399866	0.00392173	0.00380266	0.00368856	0.00365059	0.00369686	0.00361627	0.00360622	0.00358689	0.0035465	0.00346689	0.00331987	0.00307775	0.00277245	0.00416059	0.00684349	0.00244772	

145	0.056	1	0	task-3:0.008	task-0:0.144	task-1:0.22	task-2:0.078	|	0.0587747	0.0544613	0.0493014	0.0484786	0.0467364	0.0435119	0.0394184	0.0537285	0.0390769	0.038787	0.0381715	0.0380513	0.0377597	0.0371592	0.0363067	0.0348315	0.0327326	0.0509876	0.0328728	0.0328019	0.0326434	0.0326361	0.0325892	0.0324865	0.0323599	0.032328	0.0322231	0.032197	0.0321587	0.0320683	0.0319191	0.0319857	0.0318451	0.0318082	0.0317318	0.0316198	0.0314262	0.0322613	0.0313475	0.0313292	0.0313183	0.0312884	0.0312255	0.031125	0.0311378	0.0311123	0.0310768	0.0310493	0.0310392	0.0310369	0.0310003	0.03074	0.0303512	0.0292734	0.0270618	0.0236097	0.0208543	0.019682	0.0195277	0.0183841	0.0177183	0.0169963	0.015632	0.0133925	0.0132833	0.0116325	0.0111661	0.0110179	0.0107365	0.0102028	0.00929089	0.00822573	0.0122825	0.00829027	0.00735686	0.00719486	0.00709389	0.00688013	0.00648387	0.00588797	0.00593902	0.00596429	0.00530836	0.00528254	0.00524256	0.00519032	0.00510353	0.0049597	0.00479439	0.00469905	0.0046556	0.00459208	0.00451777	0.00438655	0.00415987	0.00386409	0.00414252	0.00505593	0.00339102	0.00327137	0.00322066	0.00312814	0.00297633	0.00276846	0.00247785	

158	0.072	1	0	task-3:0.056	task-0:0.182	task-1:0.222	task-2:0.08	|	0.0718639	0.0651231	0.0532337	0.051372	0.0506663	0.0494766	0.0471456	0.0444318	0.041934	0.0470607	0.040856	0.040303	0.0400921	0.0396072	0.0386335	0.0369071	0.034432	0.0531096	0.0344917	0.0344046	0.0340381	0.0339935	0.0338653	0.0335954	0.0331405	0.0333038	0.0351977	0.032702	0.0326656	0.0325842	0.0324432	0.0321879	0.0317951	0.0321942	0.0332463	0.0314769	0.0314522	0.0314121	0.0313898	0.0313786	0.0313387	0.0312587	0.0311544	0.0311125	0.0311356	0.0310305	0.0310229	0.0310083	0.030763	0.0303278	0.0291636	0.0275505	0.0243583	0.0227842	0.020849	0.0203745	0.0198228	0.0191377	0.0177852	0.0152596	0.0114453	0.0160875	0.0120907	0.00960808	0.00928602	0.00914999	0.00900366	0.00880129	0.0085134	0.00826003	0.00821295	0.00798882	0.00791827	0.00781175	0.00766516	0.00741258	0.00695638	0.00621084	0.00647223	0.0106476	0.00528998	0.00507783	0.00505102	0.00502403	0.00498217	0.00490711	0.00479275	0.00464419	0.00464189	0.00458066	0.00455935	0.00451816	0.00444979	0.00432968	0.00418603	0.00553034	0.00412441	0.00410424	0.00408058	0.00406271	0.00403778	0.00399866	0.00392173	0.00380266	0.00368856	0.00365059	0.00369686	0.00361627	0.00360622	0.00358689	0.0035465	0.00346689	0.00331987	0.00307775	0.00277245	0.00416059	0.00684349	0.00244772	

